system:index,date,municipio,ndvi_mean,.geo
6_0000000000000000000d,2005-07-01,Neira,0.6750849521898004,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000e,2005-07-01,Norcasia,0.7835492150142821,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000f,2005-07-01,Pacora,0.7348605711642057,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000010,2005-07-01,Palestina,0.7770060080350601,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000011,2005-07-01,Pensilvania,0.7372311784353826,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000012,2005-07-01,Riosucio,0.7589750941540776,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000013,2005-07-01,Risaralda,0.7564859787975794,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000014,2005-07-01,Salamina,0.6976472327589873,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000015,2005-07-01,Samana,0.8117575361166723,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000016,2005-07-01,San Jose,0.7456468026469542,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000017,2005-07-01,Supia,0.7422216239565841,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000018,2005-07-01,Victoria,0.7710775339469801,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000019,2005-07-01,Villamaria,0.500856750225558,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001a,2005-07-01,Viterbo,0.7313473154311372,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000000,2005-08-01,Aguadas,0.6909330399922918,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000001,2005-08-01,Anserma,0.6882968949535757,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000002,2005-08-01,Aranzazu,0.642885034283418,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000003,2005-08-01,Belalcazar,0.6923806775844144,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000004,2005-08-01,Chinchina,0.7100316214295793,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000005,2005-08-01,Filadelfia,0.7032448423443365,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000006,2005-08-01,La Dorada,0.6388501570093562,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000007,2005-08-01,La Merced,0.7120306358056676,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000008,2005-08-01,Manizales,0.5918926894385137,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000009,2005-08-01,Manzanares,0.7401596748699231,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000a,2005-08-01,Marmato,0.7007860741068774,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000b,2005-08-01,Marquetalia,0.7942001844064703,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000c,2005-08-01,Marulanda,0.519284206269453,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000d,2005-08-01,Neira,0.6320200661139337,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000e,2005-08-01,Norcasia,0.7722800517456222,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000f,2005-08-01,Pacora,0.7224892252646102,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000010,2005-08-01,Palestina,0.7155774727590212,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000011,2005-08-01,Pensilvania,0.6721263239721667,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000012,2005-08-01,Riosucio,0.5952463610292564,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000013,2005-08-01,Risaralda,0.6888255202020562,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000014,2005-08-01,Salamina,0.6619308707233809,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000015,2005-08-01,Samana,0.7850939632658964,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000016,2005-08-01,San Jose,0.6638944647276118,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000017,2005-08-01,Supia,0.6756769323434099,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000018,2005-08-01,Victoria,0.7523376980824499,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000019,2005-08-01,Villamaria,0.3874877095022774,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001a,2005-08-01,Viterbo,0.712991970841771,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000000,2005-09-01,Aguadas,0.6907467622459224,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000001,2005-09-01,Anserma,0.6854868581807461,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002,2005-09-01,Aranzazu,0.45397862644872056,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000003,2005-09-01,Belalcazar,0.750754859622733,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000004,2005-09-01,Chinchina,0.790829324570587,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000005,2005-09-01,Filadelfia,0.7080099883592922,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000006,2005-09-01,La Dorada,0.7026729468657508,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000007,2005-09-01,La Merced,0.6746509442237738,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000008,2005-09-01,Manizales,0.5520034677985047,"{""type"":""MultiPoint"",""coordinates"":[]}"
