municipio,date,temperature_2m,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,surface_solar_radiation_downwards_sum,potential_evaporation_sum,total_evaporation_sum,surface_runoff_sum,sub_surface_runoff_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure
Aranzazu,2011-10-01,290.1748847900164,287.29038522510183,294.08960302774005,288.5193157289268,0.022505812105335685,0.4387335974383397,0.44122898150815454,1.3748140729524171E7,-0.00412513292970071,-0.0025944254757305054,0.007824561822805186,0.011730515199491405,0.1634487593545209,0.19391603373961813,84065.3670655149
Belalcazar,2011-10-01,291.1983974794877,288.7477519058379,295.40900810336524,290.00476535452106,0.029881333676374928,0.4260719958804636,0.4265192416561818,1.227242734193864E7,-0.004425215891346122,-0.0026604963898046972,0.015713178973934736,0.011465850120365845,0.4115411642570711,-0.08089006450407855,86523.87072829479
Chinchina,2011-10-01,290.1793633433453,287.3851431702181,293.6883884641276,288.85978324581475,0.036778369331432255,0.42633241296326096,0.4270105496673311,1.3018737823588435E7,-0.005015661833549432,-0.0028569622681463105,0.021183044790712913,0.012720523403442043,0.2607951137632027,0.04426336329838275,84692.98176671311
Filadelfia,2011-10-01,291.7739750416243,289.0180070085007,295.3908844019063,289.9937674585095,0.02659513970503513,0.43481558491717365,0.43713154686994904,1.3325174165971065E7,-0.0037924821216654124,-0.0024152544260530044,0.01192550022244794,0.011894002842776577,0.28712923741590507,0.1762948670159461,87265.33048933928
La Dorada,2011-10-01,297.51074628546104,294.3651070320589,301.89668460915505,294.53295069809406,0.012737051959156141,0.46883300540787937,0.46825353601778785,1.5991533533704275E7,-0.012169401813820946,-0.0036084060713114565,0.0026778810966260084,0.0013707277614078187,0.2557622867152943,-0.7730544631830794,97835.28552415398
La Merced,2011-10-01,291.6981348049114,288.99028442273436,295.4893067636798,289.95983997285725,0.023472257146620875,0.4312595226146558,0.4326940725638734,1.348941550949904E7,-0.003536571924137386,-0.0023879493968928483,0.011486477315372466,0.009092667276927648,0.2693523839667992,0.20322254971648918,86953.7406682861
Manizales,2011-10-01,289.33204314453627,286.1132437191019,293.52103878280434,287.76960630049615,0.026966579328852044,0.4234808056582469,0.4246669091329285,1.3728343427566355E7,-0.005166977154681817,-0.002794475324724849,0.012743999152024293,0.011370882737583179,0.15193083075077002,0.15180377927061267,82760.45108940714
Manzanares,2011-10-01,287.1650475721704,284.71834976775796,291.1069321583133,285.16026549736085,0.015131624736103898,0.4670665406961046,0.46675365131167423,1.4887110445348397E7,-0.004663431838488666,-0.002915417852468319,0.0018155528458885177,0.009018065277342006,-0.15897322743554898,-0.07420343142633272,77551.53815057095
Marmato,2011-10-01,289.53602210582045,286.95611182276724,293.46253643177874,287.8536593737733,0.021759537436493614,0.42027549491232347,0.4219913709844017,1.3376084811484152E7,-0.004375001954529481,-0.0025965580730595013,0.00935893203351397,0.008980832394979729,0.3123112856602255,0.2058463448429029,82553.24317609788
Marquetalia,2011-10-01,289.80340149519935,287.1440791344169,293.75896938867163,287.6087814547333,0.015526311632154708,0.42969130061018984,0.42036355558171445,1.5188337791968899E7,-0.0075816736329297136,-0.002841372217991505,0.0032382213251720467,0.00173003793869783,-0.1481939068935432,-0.31177810412270507,82595.01954169765
Marulanda,2011-10-01,284.54221102923447,282.0345923222781,288.8074280744531,282.90373878283486,0.015252208098547253,0.4426262719145554,0.44731543473175844,1.4449771626654673E7,-0.004353447979292405,-0.0029654309745741495,0.0017957640271712906,0.010020775561127758,-0.03266181640448338,0.1088154627320228,73071.38655113283
Neira,2011-10-01,289.39826757330235,286.4235292862996,293.37947522651194,287.72024474393174,0.02464938062041352,0.4246749869439493,0.4262186558579686,1.3662059208964882E7,-0.0045544256156197175,-0.0026574280014342363,0.010831823820553024,0.010953431247505745,0.17358977984615306,0.17466842063447777,82712.86741057475
Norcasia,2011-10-01,294.58174583690504,291.631728580765,298.78929336701736,292.32082921403094,0.0160588016650319,0.4219134740146467,0.418742576486512,1.5630171101117285E7,-0.011071448392928708,-0.0033654376449185207,0.0053052163408513235,0.001124394999961691,0.11855886855318946,-0.6749186993080498,92224.35879266924
Pacora,2011-10-01,290.5051671958835,287.4008710446243,295.16588842062123,288.8228000554823,0.019024139853640935,0.4440545698830975,0.44655880603054726,1.3743044819055187E7,-0.005482036460452134,-0.002611682395250411,0.007693149539746621,0.007777959210904309,0.18103968025420009,0.19932483063527495,84560.08305017048
Palestina,2011-10-01,291.01709668626034,287.7565086034497,294.5854677632061,289.4702950477513,0.03490595088712648,0.4257294068758502,0.42626514869537785,1.3063048918845609E7,-0.0055845736027552734,-0.00284308214397931,0.02079405391145614,0.011277216099159496,0.271889604361725,0.09217417984036837,86385.95826202752
Pensilvania,2011-10-01,287.61911155035483,285.18859861544007,291.6443113002685,285.79972252928127,0.015577060681869375,0.45746555629973923,0.45785569411057697,1.4719977428620337E7,-0.004894745796201108,-0.002905214523618986,0.0034341330833460118,0.005748424401397758,-0.09460467373153761,-0.09200121813642193,78525.4458654863
Riosucio,2011-10-01,287.1221507213718,284.92879840720474,290.71366102734225,285.72220591372707,0.021797444100081803,0.4171092042203495,0.4200214107869325,1.2754821287700932E7,-0.004312922126826447,-0.0028288613104542207,0.0058771517795331045,0.012305650670259852,0.47362288542354647,0.036334512268491846,77869.35117345152
Risaralda,2011-10-01,290.163706195374,287.7776339555344,293.7440792940274,288.8047029137693,0.029045340962517534,0.42448453217708515,0.425011635281296,1.2481862453611543E7,-0.004377361944061612,-0.002668028387029287,0.015505361653853727,0.010793499987179952,0.4114182458299469,-0.08395800291718401,84301.83498170607
Salamina,2011-10-01,287.9040979459859,285.0449226197808,292.21285970246265,286.38942455348945,0.01805030151873185,0.43550704743128493,0.4378227506163917,1.3965680463109443E7,-0.00461318051687571,-0.002729894249236392,0.004814833390631604,0.009585475798669725,0.09928648531810583,0.16854542520144714,79615.6380719012
Samana,2011-10-01,292.23705675436116,289.27980244230326,296.3548673534958,290.18481276468,0.01664723204539255,0.42231800629691335,0.41662352103948436,1.5200290161301212E7,-0.00894339491154599,-0.003066885173664882,0.0038445075183562386,0.0022566858475195238,-0.025669593598619207,-0.4221124687764056,87674.65380002177
San Jose,2011-10-01,290.439335730768,288.0950667358214,294.1945352246684,289.2297639744256,0.028682739878489644,0.4252726637548015,0.42574845927376903,1.2274891342865976E7,-0.004310993965895425,-0.0026668759577836267,0.015449932757614842,0.01049684776150952,0.43447032923339524,-0.12350559747347266,84923.26048492102
Supia,2011-10-01,288.1523733449747,285.6249284733893,291.91195761669195,286.5669469650175,0.023159345313097417,0.41855704372962604,0.4220667430365648,1.3188922960471613E7,-0.004695364928834605,-0.0027311778745143776,0.0067738975541479585,0.012759696810598662,0.3715950975262159,0.1766573426553627,79895.13154276425
Victoria,2011-10-01,295.0887289297994,291.98060354563347,299.4476726325452,292.3947386250113,0.014096988432688405,0.41598134287516,0.4106060293683905,1.5645417603408543E7,-0.011901915112548121,-0.003392522277631598,0.003519121391122611,8.60828657222166E-4,0.2253339185942258,-0.7553619067885077,93125.7042511905
Villamaria,2011-10-01,286.11027891828354,283.4729085523395,290.2035453298664,284.86729419650635,0.025097588476430805,0.4311493812844189,0.4334985970077525,1.4125238851314291E7,-0.004337762454021367,-0.0028232420854847127,0.007394371190608081,0.01492912622491867,0.09939712723438854,0.07675233207190763,76581.56722445812
Viterbo,2011-10-01,290.2854804151095,288.0048270559682,294.2276998844507,289.19994608702643,0.027369603769845284,0.4243659453344292,0.42501654110442816,1.2035629000767116E7,-0.004326023279510032,-0.0026623199238556875,0.013742719859804738,0.010859779987662401,0.47227809775702195,-0.16625235246029613,84658.82680463101
Aguadas,2011-11-01,290.8895261864282,287.8267926015115,295.1938695127956,289.41429028280925,0.01661436415625343,0.44315766894322317,0.4467039667850927,1.3388093238383835E7,-0.005570259568616998,-0.0025739004977223044,0.004813239165277593,0.009834570272352157,0.06501896329734194,0.2060829675210981,85055.0841634882
Anserma,2011-11-01,289.93543542774853,287.7485112206104,293.38909478025215,288.6595971419334,0.02418262708762801,0.423491570036529,0.42484443862886834,1.2091814814885195E7,-0.0034329816734422697,-0.00238276045697189,0.010015176953961712,0.011980601955833458,0.43833745579569783,-0.055094161405510524,83411.13541267176
Aranzazu,2011-11-01,290.3013108219074,287.38841195870265,294.1755946485511,288.87078184482857,0.019467317133776686,0.4379970650308231,0.4409746075089359,1.341076252077922E7,-0.003757319230086359,-0.002455613040667656,0.00604037476695461,0.011063893074855143,0.12309337658283515,0.2015055019102055,84025.57143491272
Belalcazar,2011-11-01,291.3603403024457,289.09603819743893,295.277589742377,290.225827919766,0.027095059110123495,0.42527112497510455,0.4258887564809119,1.1833673792784993E7,-0.004193967001305686,-0.002494933820379331,0.01506722222416948,0.009615099382778955,0.4088206172218799,-0.0991939414573897,86478.57863639182
Chinchina,2011-11-01,290.42681743372833,287.65775944320615,294.1054232610181,289.08884829400955,0.026670144621890032,0.4255444574664941,0.42614112306603397,1.2638483806875933E7,-0.004825270857511614,-0.002675305845658607,0.013785207979882242,0.010427715568086311,0.2360053338812071,0.01475176070540713,84650.28865061153
Filadelfia,2011-11-01,291.87457703978026,289.1546495088343,295.49603634089857,290.33339689498877,0.022293213149255326,0.4351116055945974,0.4374269077177625,1.293635818092827E7,-0.003452471921589807,-0.0022683586068608587,0.008739071513530072,0.01135663362557878,0.27385889933582097,0.1813879742501657,87220.93542575926
La Dorada,2011-11-01,297.26447786278965,294.0924412787249,301.3674001859582,294.86312862955236,0.010059797923676164,0.4746280006548441,0.477312318733541,1.522631146183575E7,-0.010527488026893947,-0.003327603206816827,7.955623646649187E-4,0.0031663504129968547,0.2862915614760825,-0.5902826654930238,97792.03938912165
La Merced,2011-11-01,291.7810050182578,289.07171510201914,295.4852252903691,290.3011455159129,0.02133482136001493,0.43261611361562474,0.434087172496466,1.308640696888889E7,-0.0032267204948045586,-0.0022580477659142127,0.009737398863114694,0.009505276641360036,0.24359087010960526,0.21933265117951387,86910.45001856676
Manizales,2011-11-01,289.4950478674906,286.27779755113096,293.47507553762574,288.0812215183063,0.020866081131582767,0.42245584491592736,0.4241104105749197,1.33980303154013E7,-0.00488802745523482,-0.002610725255626498,0.008221840536570688,0.010398693047113721,0.10516206097907403,0.13558474338379328,82721.31165974199
Manzanares,2011-11-01,287.2479384158698,284.8134466738145,290.93929630398554,285.69273714233634,0.01323713569818398,0.4673217275459777,0.47097767901407545,1.448810698949097E7,-0.003960234564782559,-0.002697525257688193,0.0015642195560759899,0.0074449633595293566,-0.16673999095654712,-0.010036278860648604,77523.63729875434
Marmato,2011-11-01,289.6323001483363,287.1206837189503,293.43119919996997,288.21035325987725,0.021084132820488866,0.4221732809604743,0.42380549830249226,1.2907523382564103E7,-0.003848272542922925,-0.0024877068978280594,0.008637578999384856,0.010449517350166271,0.27918663177734765,0.22085790118600573,82514.15082281652
Marquetalia,2011-11-01,289.80427842616507,287.0499636023936,293.47791473953816,288.1014761195842,0.01266789061948509,0.439531748650719,0.44019818065142396,1.4670948179797981E7,-0.0061878847190326314,-0.0027214489714164126,0.002553581832735627,0.004339231395159507,-0.12278546375859063,-0.21651858168954136,82562.75767078337
Marulanda,2011-11-01,284.7199468404341,282.2709832967986,288.68951554790755,283.3628532078138,0.01471030676288266,0.4416120985103969,0.44674368274861986,1.4135977471758602E7,-0.003945019309009824,-0.002785413812333081,0.0018879455887922867,0.010345270060343543,-0.09604330966443778,0.13548932394178786,73045.8759145125
Neira,2011-11-01,289.53676033206443,286.66104175260017,293.38331057477376,288.0672793110503,0.020194878315800097,0.4240967587285536,0.4262753261408792,1.3330888644760672E7,-0.004200386480878477,-0.00249649446257625,0.007716662079455677,0.010239184043784242,0.13702945688494975,0.17130288847290923,82674.0305933575
Norcasia,2011-11-01,294.5679118355417,291.5798265592734,298.58096997963304,292.6401812083698,0.012911638650555706,0.4267951110162376,0.42853988470196414,1.4999169091787437E7,-0.009835821735171963,-0.003094811519714595,0.0025291964720248186,0.00517848440393898,0.1252727190900293,-0.5513660861317635,92181.73982854103
Pacora,2011-11-01,290.6007106628035,287.45002201147247,295.0168166865681,289.2080213016137,0.01854778558709929,0.4439467433301628,0.44695616577103814,1.3298742549874686E7,-0.004626651622709773,-0.002481244138633379,0.007200494473963453,0.009295027358060641,0.13493117990350365,0.21349882771795559,84520.48935138952
Palestina,2011-11-01,291.22865736618115,288.0904063406833,294.9086677812104,289.76585168467176,0.025409757208996155,0.4251592058288632,0.4257414656600156,1.2682514894017097E7,-0.005131428229205969,-0.0025925678831188173,0.01354271092178815,0.009486737303924018,0.26310308850162506,0.0679575238925213,86341.20772096465
Pensilvania,2011-11-01,287.71900731362433,285.23630919995884,291.5948965329822,286.26804241792235,0.014130143247474778,0.4593845791670471,0.46312118196559343,1.428253412392157E7,-0.004222710167210925,-0.0027365629181973807,0.003047052322244932,0.007594859988666049,-0.11698488603350264,-0.03763633726708789,78495.11227455105
Riosucio,2011-11-01,287.2575272448443,285.1926151313336,290.75080801937247,286.0896800263694,0.021714886362605802,0.41920202983000493,0.4213299138062583,1.2209862164959567E7,-0.003867283422643819,-0.002705669251955905,0.0057920435625935926,0.013996304387204945,0.4573054540189449,0.06273071618450014,77834.45496742452
Risaralda,2011-11-01,290.32638123965876,288.072136990151,293.9305881919923,289.08114891469836,0.025229077288162316,0.42474209368392035,0.4254907110054504,1.200914179376026E7,-0.004037049899645431,-0.002517473075098445,0.013141122264619333,0.009680536593660737,0.422579765378548,-0.09534613066314673,84259.73458939473
Salamina,2011-11-01,288.056925312592,285.1922116232375,292.24341802640697,286.82011206414296,0.017239400866461682,0.43554867966559707,0.438635352276651,1.3605953462005826E7,-0.004089518891948984,-0.0026134892816403804,0.004337904708017372,0.010760324624767415,0.04510982534825544,0.18921309449269544,79581.40636228639
Samana,2011-11-01,292.2622689772626,289.2047599782749,296.2495592273012,290.50486865832966,0.01461928288242787,0.42972063731714716,0.4315172779046489,1.4616839645408163E7,-0.007714004368286859,-0.00289853388446757,0.002872871027366087,0.0063967718604990105,-0.01213402448057317,-0.3335005910758799,87636.36305294254
San Jose,2011-11-01,290.5837345759074,288.4131378134092,294.22259513934455,289.46958556705056,0.02613417506714827,0.4247279235058361,0.4253326836559507,1.179738409270833E7,-0.004056829435285181,-0.002523698555887677,0.01436940012887741,0.009292219455043476,0.44306444989310373,-0.13685528569751315,84880.22526041666
Supia,2011-11-01,288.26310443425746,285.8894530107019,291.9472083369147,286.9258907972154,0.022131880633380015,0.42044679877463337,0.4232634355860156,1.271746788514357E7,-0.004160667314995243,-0.002616206014624212,0.0057901703890938586,0.014389951631296586,0.3486335612762187,0.19532261542166662,79858.13803623564
Victoria,2011-11-01,294.93307508441893,291.7727409547632,299.0090271025838,292.760065184469,0.011448261789082115,0.4244510111874727,0.42400618602469753,1.4917514567641325E7,-0.01024598327499849,-0.003133725768343689,0.001754642303475959,0.0027282769304983663,0.2534523038747726,-0.5998313161276249,93085.71098736608
Villamaria,2011-11-01,286.31817685475846,283.60351614012643,290.3267270842131,285.1288114563302,0.019728235699823557,0.42876127484761367,0.43213210254290485,1.375769962641108E7,-0.004215351538187146,-0.002653511522723284,0.004847524702855787,0.012717439485518784,0.013429296716347674,0.04209481334138969,76550.15751587972
Viterbo,2011-11-01,290.4133596179129,288.3425334470025,294.09592622121176,289.41538527770064,0.026468989291465513,0.42385244049788434,0.4247135377935066,1.1532225780459771E7,-0.004020168119506247,-0.0025220036272484083,0.014208593650924405,0.009735670007080182,0.481293883588579,-0.17729911735688136,84615.9221133411
Aguadas,2011-12-01,291.308798853142,287.8160739435051,295.9990989438948,289.3375555992438,0.013822505939537261,0.4342405548750338,0.43644500374858736,1.4692945382860865E7,-0.007648708684683699,-0.0027457984312142815,0.004404625713184316,0.008338381047307494,-0.11142280870350407,0.09996656660434412,85011.07378145534
Anserma,2011-12-01,289.9511676755984,287.25388267960795,293.7044896824443,288.60397941041407,0.020658299634288165,0.4181526657009789,0.41888612087539023,1.2605254508926518E7,-0.003797926578441531,-0.002440779172406417,0.007842105234521493,0.012129030380726007,0.3691699663998965,-0.14785556448795992,83369.02547243545
Aranzazu,2011-12-01,290.46960696739916,287.01932258589966,294.8237391449089,288.731775948096,0.020975177952094082,0.43103735854115965,0.43276949398944764,1.4304902976539586E7,-0.004462281017278246,-0.002609549314220629,0.007931310652275685,0.01227666393225169,-0.0400827483847194,0.06401626971526744,83983.25206331388
Belalcazar,2011-12-01,291.38304545303043,288.7970417322618,295.3192765622511,290.1787544155134,0.021091149870736032,0.42372111184789124,0.4240328721237023,1.1894849732160313E7,-0.004887611963007806,-0.002539127091909026,0.009473071836123434,0.009903589039603986,0.3450246080031349,-0.19481244518044047,86433.61454760378
Chinchina,2011-12-01,290.2606131127235,287.2007421567749,293.88456142916095,289.031472831828,0.035847073405375324,0.42624068162475626,0.42686646165943887,1.2971036865615508E7,-0.00505576273686424,-0.0027939815830795535,0.020965422161594926,0.012088085845507262,0.13816358890912359,-0.1006059874230143,84606.23382566888
Filadelfia,2011-12-01,291.92394956617557,288.54395408645945,296.0082251228279,290.23553569005,0.024118067946082972,0.4300018202030238,0.43129587346102016,1.375626916945692E7,-0.0040319964015858665,-0.0024023370812740214,0.010942883154916587,0.01239958590831305,0.18771617713064764,0.030482168108066664,87175.77334344588
La Dorada,2011-12-01,297.4951440541567,294.1331344977223,301.6539373094649,294.4404538237679,0.0070311150075683575,0.4603916786347518,0.4654528449698924,1.590314971657317E7,-0.01157259373490661,-0.0033640779592451664,6.221951511890992E-4,0.005242231357694647,0.4030689877551239,-0.32149207043985867,97758.6414787503
La Merced,2011-12-01,291.97531721372616,288.67976749379153,296.10179768497375,290.2528654597566,0.021303036516780782,0.4246173602278515,0.4256532332945612,1.4079513695340503E7,-0.003815100837405438,-0.0024180028514142107,0.011002610081733342,0.009603985131961899,0.1553388326968486,0.055541359139172394,86865.59008969906
Manizales,2011-12-01,289.5011226400114,285.9260783554182,294.11074510493864,287.886942776334,0.025764771770062218,0.41962965195466995,0.4208237480934291,1.4121122288013436E7,-0.005526568225514738,-0.0027378109259241948,0.012750289860840949,0.011254190274073522,-0.0741452146626958,0.04506026554888435,82681.33817380149
Manzanares,2011-12-01,287.45144063576885,284.8769907906649,291.36275508970937,285.13639694758217,0.01320922355230815,0.4508540676183017,0.4593182447142404,1.5425361538852692E7,-0.005020343410713994,-0.00271565788272332,0.0021164490458470122,0.011553469574709072,-0.34795561665365693,-0.0018267470640211446,77501.55128497188
Marmato,2011-12-01,289.82427665546373,286.80792802001355,293.92014688723737,288.14343473215155,0.01858372197372958,0.41238864207681886,0.41360459307977443,1.4008401725062035E7,-0.0046430085233364156,-0.002625207360325469,0.008152209965526024,0.009805996575515265,0.21896867359640976,0.07892481517555103,82473.49799453319
Marquetalia,2011-12-01,289.91651301540895,287.07159499649737,293.74398287378176,287.4723786279176,0.012886833425132038,0.4260032620041045,0.43318908797473654,1.5566795637666993E7,-0.007626012273547936,-0.002696425504084226,0.003442673617715983,0.00994016378802366,-0.19781764147658942,-0.12594131062858663,82542.7487108569
Marulanda,2011-12-01,284.96768070362,282.1410883980826,289.3968142988843,282.99012301738395,0.013775380944880846,0.42673494264988154,0.4326218148749732,1.5117148220468132E7,-0.00469400559759338,-0.0028647641894095806,0.0020240031608717395,0.011649521506862843,-0.3525609845663738,0.06727874719772599,73019.75977560585
Neira,2011-12-01,289.6079975654778,286.19046724387357,294.07034616128476,287.89405195421426,0.02281376980037877,0.41800920861371865,0.41950795312499495,1.411028172349038E7,-0.004891967248479844,-0.0026283254125984297,0.010553495969407392,0.011258531487896453,-0.026255436220795104,0.05449231433819323,82633.41079664156
Norcasia,2011-12-01,294.83254291059103,291.6787136187178,298.8658061724646,292.315742127885,0.008857163027752484,0.4128801741188474,0.4152764848366736,1.5905538033794161E7,-0.011324900431909422,-0.003107098739870141,0.0018832691644273553,0.006404469292646961,0.1682449408435671,-0.392409001192041,92152.27873657827
Pacora,2011-12-01,290.94539425600334,287.40686513126803,295.59474526589685,289.1486337724812,0.016831599604706905,0.4341676554593901,0.4355748616287264,1.4460735545476595E7,-0.006244372802359832,-0.0026386212514636154,0.007135300818228067,0.008840546109055158,-0.003860510940530172,0.07291704338691163,84477.79821103287
Palestina,2011-12-01,291.002233359757,287.3679033021215,295.0648982024633,289.6399345014062,0.03351079337732555,0.4254227490911982,0.4258655222579077,1.313042935153019E7,-0.005601810028985543,-0.002733370862456477,0.020002332970249382,0.010882242457175473,0.17842686842408384,-0.05671146474508182,86296.34083871111
Pensilvania,2011-12-01,287.9588254700947,285.2859235058351,291.9963475741987,285.8293908221423,0.013671855023461181,0.4414646804973643,0.44971759098089914,1.5317397935367102E7,-0.0051937074856833985,-0.0027961152625423664,0.0034900919553433486,0.010418156551072378,-0.29966114835020397,-0.059459410306282504,78471.6053912636
Riosucio,2011-12-01,287.38833069619596,284.90467499538187,291.1653126699283,285.99937160289505,0.015489862870069426,0.4077435257614299,0.4098022955036044,1.3147297051908528E7,-0.004395401712454211,-0.0027606885976757074,0.003297175604093076,0.011734991005367014,0.38739619566917943,-0.04528440175787406,77798.15817391558
Risaralda,2011-12-01,290.2989060179499,287.55291455140195,294.053895148643,289.0333450074304,0.021883670629973383,0.42127102798776317,0.421612733046542,1.2358229805815984E7,-0.0045268186799449,-0.002576800250908102,0.010575744392249382,0.009855286872208865,0.35364131572242885,-0.17905292736283607,84216.73383237906
Salamina,2011-12-01,288.3560842208296,285.10562716954894,292.85568204612986,286.63372851687427,0.01678273882371426,0.42309670761124984,0.4256920268564322,1.4655653475574886E7,-0.005113249881902889,-0.0027388310657982845,0.005242328986865793,0.011093056145285076,-0.15728260262651023,0.048362830126471024,79545.20109694135
Samana,2011-12-01,292.4604558055276,289.3444683826465,296.3537622442992,290.1376188222531,0.012098428621562358,0.413547550164374,0.41901186659902706,1.5614596943877552E7,-0.009195170961528859,-0.0029016781004642064,0.002940075248823189,0.009492318965359748,-0.08170494069021365,-0.23563754634426065,87611.54028186375
San Jose,2011-12-01,290.63244815539286,288.0759481922273,294.47144409533473,289.4326267857705,0.019895201576200828,0.4219398235761991,0.4221935982024797,1.199036665423387E7,-0.0044437973110395814,-0.002517763050902079,0.009074839267639382,0.009435733618785537,0.3783143835683022,-0.2152192772075694,84836.88786332324
Supia,2011-12-01,288.36850869530303,285.4976465755923,292.3472737331558,286.82608008299246,0.01940917626745558,0.4111996356078763,0.41312404214858145,1.3746616657242961E7,-0.004855124911090176,-0.002719573653969764,0.005020805111005713,0.014012006619017784,0.30257736750333836,0.048413409674423515,79819.83110915725
