municipio,date,temperature_2m,temperature_2m_min,temperature_2m_max,dewpoint_temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,surface_solar_radiation_downwards_sum,potential_evaporation_sum,total_evaporation_sum,surface_runoff_sum,sub_surface_runoff_sum,u_component_of_wind_10m,v_component_of_wind_10m,surface_pressure
Samana,2005-01-01,292.96692643030605,289.70589923764476,297.17466104838945,289.8119327607112,0.006131844410545676,0.39325461856937477,0.39398153615097276,1.716250475477288E7,-0.011702150431687874,-0.003265108710893389,8.347433484530348E-4,0.0012256850430544483,0.004005226069750261,-0.3390371134753602,87637.36980881062
San Jose,2005-01-01,291.1159193797778,288.22398556432415,295.2970356979678,289.6955861737651,0.015984165743429087,0.42128817865284535,0.42175593972206094,1.4207364191532258E7,-0.00518520613906965,-0.0028280568491731353,0.006469928801262511,0.00625277395668109,0.3257610605609032,-0.1956600745519002,84845.68158812165
Supia,2005-01-01,288.80083751206064,285.49707177625237,293.1398205224249,286.6695173991816,0.009668979601315079,0.4068393296324756,0.4071137285142287,1.5466822648302523E7,-0.005794566404175697,-0.002953498299084302,0.0014546064978832925,0.005194627210341228,0.10396603991918012,0.008346939229978655,79838.17374592873
Victoria,2005-01-01,296.08429197861966,292.30640908345435,301.0467615194642,291.3911121537621,0.004517246617374902,0.3733016586615545,0.36939861185449746,1.7405664767725766E7,-0.016397156498174317,-0.0035174831132698836,3.410867746741396E-4,2.7116768271534915E-4,0.6015736592417664,-0.47490224320838337,93068.5207788386
Villamaria,2005-01-01,286.5529426384381,283.22335283424303,291.1706431404352,284.86484434161076,0.016961511647221657,0.42559143079598494,0.4275890381007199,1.6138277902092138E7,-0.005419868632258798,-0.0029260182462760896,0.004383364615607989,0.009150579342900585,-0.3502777589652422,0.040097070213708924,76542.07692964554
Viterbo,2005-01-01,290.99237307434305,288.3430349606693,295.1424381947756,289.67724885682424,0.01578112285354293,0.41968341938071135,0.4202596702794918,1.3944355979421578E7,-0.0052746200977562534,-0.0028388627322579216,0.006421532359148259,0.006122461904474307,0.39692029853109345,-0.22155300656821844,84581.76938351641
Aguadas,2005-02-01,293.00938606188816,288.73074914676283,298.16102679419134,289.77241809839467,0.004854442782623639,0.4182655305114716,0.417363803119485,1.9286672956854254E7,-0.012392763937265757,-0.0034296228144516765,6.109054215134136E-4,0.0017235228670881941,-0.5587232119277902,-0.07494327117182305,84962.42962139765
Anserma,2005-02-01,291.42649056299035,288.07385844038754,295.9989127232578,289.09242746805984,0.008120240315668726,0.404691383183616,0.40499970961744314,1.7692046026297927E7,-0.006173936810065092,-0.0033240560314219546,0.0016061186342976397,0.004037328189587164,0.28923049625087255,-0.21497716885888055,83322.34806319245
Aranzazu,2005-02-01,291.99929114691474,287.71434411135584,297.0076615788277,289.15235981088983,0.008242123282689784,0.41897690863836373,0.42209766666020726,1.919500596150278E7,-0.007133023134313508,-0.003471837097719305,0.0016008261928130943,0.004035053048144632,-0.4009536671542649,-0.09374605805769186,83935.31585372517
Belalcazar,2005-02-01,292.8469807831829,289.70398202588257,297.3055430018909,290.83442257999326,0.009959509999561722,0.4160559773568001,0.4160093116013199,1.6851875091836736E7,-0.008472780049096011,-0.0033970210367460073,0.002247302354663039,0.00516614346346261,0.2588878046591438,-0.26006205802945787,86368.45087582115
