municipio,fecha,ndvi_mean,ndvi_median,ndvi_min,ndvi_max,ndvi_stdDev,n_pixeles,producto
Manizales,2010-08-29,0.673452342248856,0.7443706193533046,0.032,0.9766,0.17645294867515932,7420,MODIS/061/MOD13Q1
Villamaria,2010-09-14,0.32420106704216595,0.2383445942160915,-0.06520000000000001,0.9995,0.25383395455252095,7588,MODIS/061/MOD13Q1
Risaralda,2010-09-14,0.6431595325812913,0.732510555462326,0.057100000000000005,0.9754,0.20500048738226528,1602,MODIS/061/MOD13Q1
Neira,2010-09-14,0.5733989720742229,0.6625588235294119,0.025400000000000002,0.9964000000000001,0.2598754191036417,6263,MODIS/061/MOD13Q1
Anserma,2010-09-14,0.721894070668522,0.7793445293005674,0.09340000000000001,0.9765,0.1560546749798517,3594,MODIS/061/MOD13Q1
Manzanares,2010-09-14,0.5058414336343661,0.4819428571428572,0.0179,0.9964000000000001,0.2293674845414273,3362,MODIS/061/MOD13Q1
Aranzazu,2010-09-14,0.47030215891495525,0.44331249999999994,0.0264,0.9899,0.25301599013819875,2578,MODIS/061/MOD13Q1
Marulanda,2010-09-14,0.44394419839848326,0.43168529411764717,0.0179,0.9952000000000001,0.2522712542363746,6340,MODIS/061/MOD13Q1
Filadelfia,2010-09-14,0.7414478474772296,0.7987303745423826,0.0653,0.9821000000000001,0.17185077623559972,3244,MODIS/061/MOD13Q1
Salamina,2010-09-14,0.5543876109680623,0.5949103744718054,0.023200000000000002,0.9964000000000001,0.2568729960087823,6504,MODIS/061/MOD13Q1
Marmato,2010-09-14,0.6528696003604182,0.74365,0.10070000000000001,0.9905,0.19464836522692952,667,MODIS/061/MOD13Q1
Supia,2010-09-14,0.7131487190624423,0.7756610436191137,0.0901,0.9837,0.17604984924923187,2094,MODIS/061/MOD13Q1
Pensilvania,2010-09-14,0.46587531347214983,0.43560560912889756,0.020900000000000002,0.9972000000000001,0.2793683239753138,8359,MODIS/061/MOD13Q1
Riosucio,2010-09-14,0.6590703684251701,0.7518150502899933,0.038900000000000004,0.999,0.23801245382535627,6439,MODIS/061/MOD13Q1
Pácora,2010-09-14,0.6325354166607341,0.7602628269699431,0.0466,0.9938,0.25415734731786,4323,MODIS/061/MOD13Q1
Victoria,2010-09-14,0.7596786489531181,0.77550819950718,0.1259,0.9976,0.10277717320900803,9335,MODIS/061/MOD13Q1
Aguadas,2010-09-14,0.6595013337529668,0.7676476264649162,0.014400000000000001,0.9951000000000001,0.2338675215212705,7980,MODIS/061/MOD13Q1
Samaná,2010-09-14,0.6030951149901781,0.7013717661110247,0.0371,0.9987,0.24140182490368053,12608,MODIS/061/MOD13Q1
Viterbo,2010-09-14,0.7863593656344207,0.8179605062082141,0.31980000000000003,0.9805,0.0953383559983871,1974,MODIS/061/MOD13Q1
La Merced,2010-09-14,0.799983894088298,0.8300369659879959,0.0751,0.9488000000000001,0.12203478876182017,1533,MODIS/061/MOD13Q1
Palestina,2010-09-14,0.8170442925604139,0.8296659514220994,0.2963,0.9264,0.06487982225765981,1963,MODIS/061/MOD13Q1
Chinchiná,2010-09-14,0.74513488270273,0.8110771076627741,0.0664,0.9944000000000001,0.16140067539613587,1944,MODIS/061/MOD13Q1
La Dorada,2010-09-14,0.7081652307290536,0.7226779296860364,-0.0789,0.9994000000000001,0.10264420568899035,9281,MODIS/061/MOD13Q1
Belalcázar,2010-09-14,0.7627522845725081,0.806469563054473,0.11860000000000001,0.9819,0.13264773525976284,1968,MODIS/061/MOD13Q1
San José,2010-09-14,0.6731391621786231,0.7558647514980614,0.12510000000000002,0.9032,0.1863626701892059,1095,MODIS/061/MOD13Q1
Marquetalia,2010-09-14,0.5863455917210141,0.57542,0.0799,0.997,0.2100069034451063,1587,MODIS/061/MOD13Q1
Norcasia,2010-09-14,0.7205721522979521,0.7677948322193894,0.1183,0.9840000000000001,0.16173782070058726,3901,MODIS/061/MOD13Q1
Manizales,2010-09-14,0.563357452127382,0.6394249999999998,0.0218,0.9955,0.2663280079394901,7416,MODIS/061/MOD13Q1
Villamaria,2010-09-30,0.46424537124041515,0.49546818969250744,-0.07350000000000001,0.9959,0.29435889393148346,7588,MODIS/061/MOD13Q1
Risaralda,2010-09-30,0.7419886919122766,0.7633093228498076,0.1269,0.9341,0.10028725631016067,1602,MODIS/061/MOD13Q1
Neira,2010-09-30,0.6829904300015036,0.7402080395897266,0.021400000000000002,0.9992000000000001,0.18566438729958223,6262,MODIS/061/MOD13Q1
Anserma,2010-09-30,0.7440460447768146,0.7599308950744424,0.09230000000000001,0.9717,0.09808240440332269,3594,MODIS/061/MOD13Q1
Manzanares,2010-09-30,0.6680217052178917,0.7598345294998932,0.0431,0.9986,0.21002461543382253,3362,MODIS/061/MOD13Q1
Aranzazu,2010-09-30,0.6414340840186318,0.7016311111111111,0.021400000000000002,0.9774,0.18686734120178392,2579,MODIS/061/MOD13Q1
Marulanda,2010-09-30,0.5809921429683825,0.6774216068699516,0.021400000000000002,0.9918,0.24358358029240998,6340,MODIS/061/MOD13Q1
Filadelfia,2010-09-30,0.7597047901746765,0.7677069723967862,0.15810000000000002,0.9435,0.06816535550964171,3244,MODIS/061/MOD13Q1
Salamina,2010-09-30,0.6893409870452119,0.7205573122323199,0.021400000000000002,0.999,0.14443964361331993,6505,MODIS/061/MOD13Q1
Marmato,2010-09-30,0.7443121720464309,0.7558858585858587,0.2722,0.906,0.07873279447749464,667,MODIS/061/MOD13Q1
Supia,2010-09-30,0.750477474401358,0.7597636777989558,0.2531,0.9223,0.08043405307641126,2094,MODIS/061/MOD13Q1
Pensilvania,2010-09-30,0.5953574805637252,0.6971545138100641,0.029400000000000003,0.9988,0.24692729434302343,8359,MODIS/061/MOD13Q1
Riosucio,2010-09-30,0.7600986876248204,0.7791172849642958,0.041800000000000004,0.9971000000000001,0.12146044119593218,6439,MODIS/061/MOD13Q1
Pácora,2010-09-30,0.7251225209884621,0.7599549452345926,0.036500000000000005,0.9486,0.1328088687462037,4323,MODIS/061/MOD13Q1
Victoria,2010-09-30,0.7712993650789467,0.7753147125163232,0.2252,0.9012,0.06643462019657895,9336,MODIS/061/MOD13Q1
Aguadas,2010-09-30,0.7231386057026936,0.7479917188389301,0.0685,0.9922000000000001,0.11877619089200059,7981,MODIS/061/MOD13Q1
Samaná,2010-09-30,0.7889139660575561,0.8144641427885388,0.029300000000000003,0.9927,0.1130627812478996,12608,MODIS/061/MOD13Q1
Viterbo,2010-09-30,0.7335619127476838,0.7556359644396553,0.26180000000000003,0.9039,0.09082860351356448,1974,MODIS/061/MOD13Q1
La Merced,2010-09-30,0.7602102562335473,0.7678318065917461,0.1322,0.9315,0.08184211201879692,1533,MODIS/061/MOD13Q1
Palestina,2010-09-30,0.7701045132843504,0.7714786062594201,0.37460000000000004,0.8891,0.06059040585610357,1963,MODIS/061/MOD13Q1
Chinchiná,2010-09-30,0.772029858644615,0.783161233517652,0.22160000000000002,0.9704,0.08617892253857892,1944,MODIS/061/MOD13Q1
La Dorada,2010-09-30,0.7105649896492919,0.7226013573469696,-0.168,0.892,0.11414354178840345,9281,MODIS/061/MOD13Q1
Belalcázar,2010-09-30,0.7806280587061197,0.7831437499999999,0.3927,0.9821000000000001,0.06957007779923216,1968,MODIS/061/MOD13Q1
San José,2010-09-30,0.746480101141245,0.7675545115731659,0.1544,0.9341,0.1148940749030623,1095,MODIS/061/MOD13Q1
Marquetalia,2010-09-30,0.8091432189990734,0.8142542839385598,0.0431,0.9133,0.048401706615531045,1587,MODIS/061/MOD13Q1
Norcasia,2010-09-30,0.784225995093322,0.7908052889024765,0.3514,0.9048,0.07226097528436388,3901,MODIS/061/MOD13Q1
Manizales,2010-09-30,0.6551153631346786,0.7404817940939289,0.0111,0.9989,0.21141933696516357,7420,MODIS/061/MOD13Q1
Villamaria,2010-10-16,0.1363081411067207,0.0956303002051091,-0.0362,0.8954000000000001,0.13513734064449245,7588,MODIS/061/MOD13Q1
Risaralda,2010-10-16,0.5199498364414892,0.533054595524957,0.0431,0.9899,0.20974511796490108,1602,MODIS/061/MOD13Q1
Neira,2010-10-16,0.4718464521154273,0.4785404652498562,0.0341,0.9988,0.26115877526831077,6263,MODIS/061/MOD13Q1
Anserma,2010-10-16,0.4521374140524274,0.42432727272727266,0.055200000000000006,0.9979,0.22075613937054162,3594,MODIS/061/MOD13Q1
Manzanares,2010-10-16,0.338326724751527,0.2521535714285715,0.024,0.997,0.21351155186799634,3362,MODIS/061/MOD13Q1
Aranzazu,2010-10-16,0.3529404480275347,0.2868854739372089,0.0425,0.9985,0.20885773275309835,2579,MODIS/061/MOD13Q1
Marulanda,2010-10-16,0.36175238371489205,0.32618775841448844,0.0018000000000000002,0.995,0.1902433624554301,6340,MODIS/061/MOD13Q1
Filadelfia,2010-10-16,0.4975954026850749,0.4904916666666667,0.023,0.9971000000000001,0.2401386502642153,3244,MODIS/061/MOD13Q1
Salamina,2010-10-16,0.327172395500081,0.267539551809998,0.030100000000000002,0.9966,0.20936832486192838,6505,MODIS/061/MOD13Q1
Marmato,2010-10-16,0.5199785246727096,0.6025484288354898,0.0302,0.9988,0.2651549050698134,667,MODIS/061/MOD13Q1
Supia,2010-10-16,0.46216229840817963,0.4703636363636364,0.0438,0.9988,0.2436349985626084,2094,MODIS/061/MOD13Q1
Pensilvania,2010-10-16,0.3093290550666568,0.23260556981885613,0.019700000000000002,0.9984000000000001,0.2216039464531176,8358,MODIS/061/MOD13Q1
Riosucio,2010-10-16,0.30546465787638105,0.19728154358562067,0.0256,0.9932000000000001,0.23485884224541928,6439,MODIS/061/MOD13Q1
Pácora,2010-10-16,0.3348866103810433,0.2593578947368421,0.0217,0.9894000000000001,0.24626349893224453,4323,MODIS/061/MOD13Q1
Victoria,2010-10-16,0.6705091826172185,0.7208675244818947,0.0454,0.9991000000000001,0.18588346488639823,9336,MODIS/061/MOD13Q1
Aguadas,2010-10-16,0.45087730781235125,0.4354004262372721,0.0217,0.9937,0.2549286354437367,7981,MODIS/061/MOD13Q1
Samaná,2010-10-16,0.43862213693340935,0.3851145939086295,0.013000000000000001,0.9995,0.26063185412467504,12608,MODIS/061/MOD13Q1
Viterbo,2010-10-16,0.7136882522581804,0.7441590024937655,0.114,0.9951000000000001,0.12111584188348926,1973,MODIS/061/MOD13Q1
La Merced,2010-10-16,0.5008887938140061,0.5017285714285714,0.0565,0.9863000000000001,0.25928141673427846,1533,MODIS/061/MOD13Q1
Palestina,2010-10-16,0.650839836513685,0.7324,0.06860000000000001,0.9979,0.21512440805728977,1963,MODIS/061/MOD13Q1
Chinchiná,2010-10-16,0.5383172476801897,0.5755572273130358,0.053500000000000006,0.9768,0.2292715533002987,1944,MODIS/061/MOD13Q1
La Dorada,2010-10-16,0.6930885617172806,0.736352859676878,0.0021000000000000003,0.9985,0.15250363814754656,9280,MODIS/061/MOD13Q1
Belalcázar,2010-10-16,0.6569015157197727,0.7403490654205607,0.0683,0.9981000000000001,0.19571635048562958,1968,MODIS/061/MOD13Q1
San José,2010-10-16,0.5873228966307619,0.6678387596701731,0.0533,0.9606,0.23152415572393295,1095,MODIS/061/MOD13Q1
Marquetalia,2010-10-16,0.4451781754987205,0.4277440677966101,0.031,0.9959,0.24075844457851217,1587,MODIS/061/MOD13Q1
Norcasia,2010-10-16,0.6386268498464384,0.6937558508965085,0.07150000000000001,0.9986,0.21289719878527288,3901,MODIS/061/MOD13Q1
Manizales,2010-10-16,0.36053372779656134,0.2679065627405696,0.0035,0.9977,0.2610044899323108,7420,MODIS/061/MOD13Q1
Villamaria,2010-11-01,0.1964652097807339,0.16008329741623756,-0.012400000000000001,0.9935,0.14201016750891976,7589,MODIS/061/MOD13Q1
Risaralda,2010-11-01,0.5260340214783839,0.5177822094691535,0.13,0.9965,0.12554537880876787,1609,MODIS/061/MOD13Q1
Neira,2010-11-01,0.3674229429050945,0.32964488636363637,0.0324,0.9952000000000001,0.22528073197445664,6262,MODIS/061/MOD13Q1
Anserma,2010-11-01,0.5877629020506245,0.6108519808445799,0.045000000000000005,0.9926,0.20466509793126328,3589,MODIS/061/MOD13Q1
Manzanares,2010-11-01,0.4150746113376053,0.38464599478714184,0.0718,0.9669000000000001,0.18059984361429257,3362,MODIS/061/MOD13Q1
Aranzazu,2010-11-01,0.2643062700822884,0.2554513241750461,0.0369,0.9778,0.10211089026778512,2577,MODIS/061/MOD13Q1
Marulanda,2010-11-01,0.3497369317602965,0.3224608403987702,0.029,0.999,0.19139413508091294,6342,MODIS/061/MOD13Q1
Filadelfia,2010-11-01,0.5265716808133488,0.5097404263183836,0.0912,0.9953000000000001,0.15541341301368294,3254,MODIS/061/MOD13Q1
Salamina,2010-11-01,0.4121938611436878,0.38488164304174155,0.048100000000000004,0.9978,0.19515200398764926,6513,MODIS/061/MOD13Q1
Marmato,2010-11-01,0.5000476533195484,0.5256305210918114,0.055900000000000005,0.9775,0.24106854438969272,671,MODIS/061/MOD13Q1
Supia,2010-11-01,0.524033839288766,0.5636848594741615,0.0442,0.9803000000000001,0.21931740251391507,2094,MODIS/061/MOD13Q1
Pensilvania,2010-11-01,0.3628642207864925,0.35745176550783914,0.0239,0.9898,0.19392599299822838,8351,MODIS/061/MOD13Q1
Riosucio,2010-11-01,0.38665428281936653,0.3613979197622586,0.017,0.9995,0.23473050250615235,6440,MODIS/061/MOD13Q1
Pácora,2010-11-01,0.5210085172747003,0.5522225832492432,0.031100000000000003,0.9985,0.22760712187225626,4328,MODIS/061/MOD13Q1
Victoria,2010-11-01,0.5678146250152969,0.5487491867528903,0.021400000000000002,0.9991000000000001,0.1977140319092596,9326,MODIS/061/MOD13Q1
Aguadas,2010-11-01,0.5721076306804044,0.6230649523361186,0.0385,0.9976,0.21462790844029273,7980,MODIS/061/MOD13Q1
Samaná,2010-11-01,0.46722485279519915,0.449351798583596,-0.1364,0.9974000000000001,0.24914216870462935,12590,MODIS/061/MOD13Q1
Viterbo,2010-11-01,0.5786521736778325,0.5913573931324456,0.1263,0.9972000000000001,0.1445469724729282,1972,MODIS/061/MOD13Q1
La Merced,2010-11-01,0.546021895895002,0.5478879446640316,0.0951,0.9611000000000001,0.175307953593572,1537,MODIS/061/MOD13Q1
Palestina,2010-11-01,0.4850513222503727,0.4933530350243053,0.08460000000000001,0.9787,0.14737596679751885,1962,MODIS/061/MOD13Q1
Chinchiná,2010-11-01,0.41066152969694436,0.42804761130311036,0.0516,0.9808,0.11099943129514167,1949,MODIS/061/MOD13Q1
La Dorada,2010-11-01,0.6329826401065082,0.6758359168603858,-0.014400000000000001,0.9991000000000001,0.17439137389355197,9270,MODIS/061/MOD13Q1
Belalcázar,2010-11-01,0.5146112571703279,0.5138119825147853,0.08650000000000001,0.9377000000000001,0.16755576475668094,1965,MODIS/061/MOD13Q1
San José,2010-11-01,0.5020071144914583,0.5218280311457174,0.0844,0.9443,0.14847649699421134,1096,MODIS/061/MOD13Q1
Marquetalia,2010-11-01,0.436877002624488,0.41228320406525815,0.08270000000000001,0.9860000000000001,0.19269161514264052,1583,MODIS/061/MOD13Q1
Norcasia,2010-11-01,0.6080156630474435,0.6511921338155514,0.054700000000000006,0.9890000000000001,0.21040122345483447,3899,MODIS/061/MOD13Q1
Manizales,2010-11-01,0.31201703658710156,0.279479606156632,0.0132,0.9892000000000001,0.17927530473861944,7426,MODIS/061/MOD13Q1
Villamaria,2010-11-17,0.2178854393866304,0.14455714285714283,-0.10160000000000001,0.9831000000000001,0.20562153203529462,7589,MODIS/061/MOD13Q1
Risaralda,2010-11-17,0.5884801451271553,0.65392323845077,0.0741,0.9919,0.2286717989628151,1609,MODIS/061/MOD13Q1
Neira,2010-11-17,0.43649255931873926,0.4260955880499182,-0.012400000000000001,0.994,0.29415672953063293,6262,MODIS/061/MOD13Q1
Anserma,2010-11-17,0.5462063489728194,0.5956078004875305,0.0425,0.9955,0.23035996362016123,3589,MODIS/061/MOD13Q1
Manzanares,2010-11-17,0.5604095057193803,0.6427071428571428,0.0188,0.9923000000000001,0.25954157605792116,3359,MODIS/061/MOD13Q1
Aranzazu,2010-11-17,0.16220387651598658,0.09940152966625465,0.0051,0.9768,0.1695910499592981,2576,MODIS/061/MOD13Q1
Marulanda,2010-11-17,0.5947546025996502,0.6702350610884859,0.014400000000000001,0.9989,0.210323269359612,6342,MODIS/061/MOD13Q1
Filadelfia,2010-11-17,0.4925670690883826,0.4905916666666667,0.0419,0.994,0.27172776367481977,3254,MODIS/061/MOD13Q1
Salamina,2010-11-17,0.3210676606156831,0.22855056098443724,0.0078000000000000005,0.9870000000000001,0.25924667988555206,6513,MODIS/061/MOD13Q1
Marmato,2010-11-17,0.4555800164353788,0.43547219730941705,0.0346,0.9851000000000001,0.22665321933374505,671,MODIS/061/MOD13Q1
Supia,2010-11-17,0.46831371770663005,0.43958590974555933,0.016800000000000002,0.9955,0.23992180086734954,2094,MODIS/061/MOD13Q1
Pensilvania,2010-11-17,0.48441825719789566,0.48638400000000004,0.0082,0.9993000000000001,0.2826909039475144,8351,MODIS/061/MOD13Q1
Riosucio,2010-11-17,0.34093346401970565,0.28295272901372476,0.0063,0.9938,0.236946220865522,6442,MODIS/061/MOD13Q1
Pácora,2010-11-17,0.3626398138216583,0.26335882352941176,0.0187,0.9837,0.27762220799943416,4328,MODIS/061/MOD13Q1
Victoria,2010-11-17,0.7630058249818241,0.7948789928299888,0.046400000000000004,0.9957,0.1345660635334887,9329,MODIS/061/MOD13Q1
Aguadas,2010-11-17,0.5613579614904624,0.646541886753674,0.0171,0.9977,0.24845278323930273,7979,MODIS/061/MOD13Q1
Samaná,2010-11-17,0.63811604899819,0.7381001711803782,-0.0755,0.999,0.25351544992041614,12590,MODIS/061/MOD13Q1
Viterbo,2010-11-17,0.656927911581408,0.6973285541439808,0.0833,0.9951000000000001,0.16088202924840433,1972,MODIS/061/MOD13Q1
La Merced,2010-11-17,0.5439679132697229,0.5797819142324424,0.0291,0.9837,0.23452010704261833,1537,MODIS/061/MOD13Q1
Palestina,2010-11-17,0.6326421872959488,0.7212050021376658,0.0352,0.9907,0.21876766863703012,1962,MODIS/061/MOD13Q1
Chinchiná,2010-11-17,0.5689746399168916,0.6448777777777779,-0.1782,0.9936,0.24517858038166107,1949,MODIS/061/MOD13Q1
La Dorada,2010-11-17,0.7310431474854413,0.7539412086945817,-0.09190000000000001,0.9957,0.12811232043163348,9272,MODIS/061/MOD13Q1
Belalcázar,2010-11-17,0.6376377090738992,0.7212003162055335,0.0516,0.9820000000000001,0.19852759627951605,1965,MODIS/061/MOD13Q1
San José,2010-11-17,0.5702680965910226,0.6736563796354494,0.0659,0.9839,0.22632903125252699,1096,MODIS/061/MOD13Q1
Marquetalia,2010-11-17,0.6435128637726131,0.7291242166108914,0.0315,0.9887,0.23936724089925424,1583,MODIS/061/MOD13Q1
Norcasia,2010-11-17,0.746038848323379,0.7948794000589623,0.0685,0.9942000000000001,0.16658853599593354,3898,MODIS/061/MOD13Q1
Manizales,2010-11-17,0.4479671967459922,0.46305350957155883,0.0071,0.9969,0.26946702190888866,7426,MODIS/061/MOD13Q1
Villamaria,2010-12-03,0.3868538909897958,0.37954181453921015,-0.1096,0.999,0.2560210599704051,7579,MODIS/061/MOD13Q1
Risaralda,2010-12-03,0.532675180605705,0.5873672542372882,0.0297,0.9978,0.23537159756695142,1614,MODIS/061/MOD13Q1
Neira,2010-12-03,0.547622192306648,0.638412257200268,0.0091,0.9816,0.2633033896146282,6256,MODIS/061/MOD13Q1
Anserma,2010-12-03,0.5575121571567375,0.5719589020452099,0.0315,0.9978,0.20715131150101618,3587,MODIS/061/MOD13Q1
Manzanares,2010-12-03,0.6340742687727511,0.7327010204081634,0.0264,0.9974000000000001,0.22691503365448298,3350,MODIS/061/MOD13Q1
Aranzazu,2010-12-03,0.4294697441607226,0.41983374422187997,0.011000000000000001,0.9821000000000001,0.2589530763442464,2577,MODIS/061/MOD13Q1
Marulanda,2010-12-03,0.5192571849162918,0.5879561951471348,1.0E-4,0.9985,0.25511340722825404,6354,MODIS/061/MOD13Q1
Filadelfia,2010-12-03,0.7045080715777353,0.7520868124629472,0.0434,0.9974000000000001,0.1638540147353478,3257,MODIS/061/MOD13Q1
Salamina,2010-12-03,0.5181762661849606,0.5604074993535041,0.027,0.9978,0.2610138489532702,6510,MODIS/061/MOD13Q1
Marmato,2010-12-03,0.520165761730268,0.5604616875712658,0.0165,0.9802000000000001,0.2211301759362402,669,MODIS/061/MOD13Q1
Supia,2010-12-03,0.6171703984461082,0.6932761720430107,-0.0077,0.9845,0.21450260516353373,2097,MODIS/061/MOD13Q1
Pensilvania,2010-12-03,0.5010059113471539,0.5175917844860528,0.0235,0.995,0.25409711027688,8359,MODIS/061/MOD13Q1
Riosucio,2010-12-03,0.4861360579518464,0.49661844104910524,-5.0E-4,0.9962000000000001,0.25432489242779843,6441,MODIS/061/MOD13Q1
Pácora,2010-12-03,0.5196126819105116,0.579955656665027,0.0114,0.9983000000000001,0.2806144272658736,4329,MODIS/061/MOD13Q1
Victoria,2010-12-03,0.7320140028755567,0.7636066033138404,0.054200000000000005,0.999,0.14991744190637027,9338,MODIS/061/MOD13Q1
Aguadas,2010-12-03,0.5747990007510025,0.654632827586207,0.0152,0.9972000000000001,0.25827225527264247,7972,MODIS/061/MOD13Q1
Samaná,2010-12-03,0.5471265474293299,0.566252614555256,-0.0063,0.9982000000000001,0.26333753320220266,12602,MODIS/061/MOD13Q1
Viterbo,2010-12-03,0.6399544608273785,0.6587160876300067,0.0784,0.9991000000000001,0.13861226390587827,1975,MODIS/061/MOD13Q1
La Merced,2010-12-03,0.6908921255696392,0.7519816348195331,0.043300000000000005,0.9986,0.18850884902536855,1536,MODIS/061/MOD13Q1
Palestina,2010-12-03,0.7160937382605995,0.7873112248563217,0.055,0.9892000000000001,0.1843139011973974,1958,MODIS/061/MOD13Q1
Chinchiná,2010-12-03,0.6697767808242187,0.7544292181641442,-0.06470000000000001,0.9988,0.22222861916548234,1947,MODIS/061/MOD13Q1
La Dorada,2010-12-03,0.7092682529360553,0.7304263071633444,-0.0051,0.9973000000000001,0.1286800081176231,9273,MODIS/061/MOD13Q1
Belalcázar,2010-12-03,0.6315875209632985,0.6735057241800776,0.060000000000000005,0.9966,0.17787876841551412,1960,MODIS/061/MOD13Q1
San José,2010-12-03,0.5754685326847014,0.6186569892473119,0.0671,0.9919,0.21249703588638974,1097,MODIS/061/MOD13Q1
Marquetalia,2010-12-03,0.6200268234213054,0.6857657108721625,0.0371,0.9975,0.2355938522819873,1589,MODIS/061/MOD13Q1
Norcasia,2010-12-03,0.6858111158310273,0.7323926838303391,0.0415,0.9986,0.18927781733247864,3903,MODIS/061/MOD13Q1
Manizales,2010-12-03,0.5768892250172213,0.673635981749528,0.005,0.9962000000000001,0.26600262781172224,7431,MODIS/061/MOD13Q1
Villamaria,2010-12-19,0.47849297197192536,0.5112162350861689,-0.0828,0.9937,0.2753477331680071,7582,MODIS/061/MOD13Q1
Risaralda,2010-12-19,0.673062883388079,0.7561494546298446,0.047400000000000005,0.9847,0.1981948213554294,1614,MODIS/061/MOD13Q1
Neira,2010-12-19,0.5486542002720838,0.6658853425235616,0.0092,0.9983000000000001,0.262610995657296,6256,MODIS/061/MOD13Q1
Anserma,2010-12-19,0.6290061447882224,0.7206804472091459,0.0296,0.9873000000000001,0.21354835743884554,3587,MODIS/061/MOD13Q1
Manzanares,2010-12-19,0.5260611828202402,0.5921285714285716,0.013300000000000001,0.9966,0.2525580956239974,3351,MODIS/061/MOD13Q1
Aranzazu,2010-12-19,0.4006776438167421,0.35297823529411765,0.0109,0.9961000000000001,0.24733849371155417,2577,MODIS/061/MOD13Q1
Marulanda,2010-12-19,0.5193227236122395,0.6112028368051923,-0.001,0.9944000000000001,0.25757190652143896,6354,MODIS/061/MOD13Q1
Filadelfia,2010-12-19,0.6938821538746356,0.7520090056374059,0.046700000000000005,0.9768,0.16679778137002527,3257,MODIS/061/MOD13Q1
Salamina,2010-12-19,0.5632905752060096,0.6662971592144361,0.0167,0.9986,0.24226198555657658,6510,MODIS/061/MOD13Q1
Marmato,2010-12-19,0.5781953715054374,0.6576691232528591,0.063,0.993,0.2236110958928549,669,MODIS/061/MOD13Q1
Supia,2010-12-19,0.5895545951195581,0.6890875000000001,0.019100000000000002,0.9877,0.22333661735581767,2097,MODIS/061/MOD13Q1
Pensilvania,2010-12-19,0.4855664937211888,0.4975890661831368,0.0082,0.9969,0.27919791681992234,8358,MODIS/061/MOD13Q1
Riosucio,2010-12-19,0.49185983722105836,0.5218508664796171,0.019100000000000002,0.9939,0.25768178705475864,6441,MODIS/061/MOD13Q1
Pácora,2010-12-19,0.5850524752738407,0.6934809838585704,0.0258,0.9817,0.24638832009687286,4329,MODIS/061/MOD13Q1
Victoria,2010-12-19,0.7715227013310876,0.8028151368130602,0.022000000000000002,0.9966,0.13208508993762183,9335,MODIS/061/MOD13Q1
Aguadas,2010-12-19,0.6703810463008644,0.7283742297069,0.0322,0.9958,0.1823016765794847,7972,MODIS/061/MOD13Q1
Samaná,2010-12-19,0.633891128247686,0.73109117323747,-0.0118,0.9984000000000001,0.2645022780470895,12606,MODIS/061/MOD13Q1
Viterbo,2010-12-19,0.7170581793067008,0.7402435456475585,0.13290000000000002,0.9876,0.11376218328625774,1974,MODIS/061/MOD13Q1
La Merced,2010-12-19,0.6771296740559812,0.7367250000000001,0.0529,0.9973000000000001,0.17840991156015198,1536,MODIS/061/MOD13Q1
Palestina,2010-12-19,0.75825084240745,0.783083481995375,0.08660000000000001,0.9850000000000001,0.11639506071774768,1958,MODIS/061/MOD13Q1
Chinchiná,2010-12-19,0.7120969476682477,0.7931824084819077,-0.10360000000000001,0.9955,0.19830759341511317,1951,MODIS/061/MOD13Q1
La Dorada,2010-12-19,0.7269157675941224,0.738464442847322,-0.0519,0.9979,0.1203639351696935,9273,MODIS/061/MOD13Q1
Belalcázar,2010-12-19,0.7225711859730206,0.7640685496183204,0.0539,0.9839,0.14621990406353022,1960,MODIS/061/MOD13Q1
San José,2010-12-19,0.6477564097118429,0.7204168934911244,0.051800000000000006,0.9931000000000001,0.20514555500793594,1097,MODIS/061/MOD13Q1
Marquetalia,2010-12-19,0.558593282793476,0.6002666666666667,0.013300000000000001,0.9919,0.2586000428142429,1589,MODIS/061/MOD13Q1
Norcasia,2010-12-19,0.7359375645008133,0.7832544895911712,0.042100000000000005,0.9976,0.16522846257257703,3902,MODIS/061/MOD13Q1
Manizales,2010-12-19,0.577545650536789,0.6855294367693945,0.0148,0.9977,0.25289907438577486,7431,MODIS/061/MOD13Q1
Villamaria,2011-01-01,0.515631941121751,0.5510718431323177,-0.0828,0.9986,0.26004227342539116,7587,MODIS/061/MOD13Q1
Risaralda,2011-01-01,0.7216769662936607,0.7715379838366652,0.045000000000000005,0.9986,0.15944970338940576,1609,MODIS/061/MOD13Q1
Neira,2011-01-01,0.6173841267406118,0.7086955404383978,0.0268,0.9958,0.22435267673016787,6262,MODIS/061/MOD13Q1
Anserma,2011-01-01,0.6768323144431125,0.7438140644516613,0.053500000000000006,0.9986,0.1842745568495514,3589,MODIS/061/MOD13Q1
Manzanares,2011-01-01,0.6501687128468596,0.7365926388679813,0.031900000000000005,0.9966,0.2274547917964437,3362,MODIS/061/MOD13Q1
Aranzazu,2011-01-01,0.505778067540528,0.50265,0.0308,0.9974000000000001,0.24578232343409664,2576,MODIS/061/MOD13Q1
Marulanda,2011-01-01,0.571541139597409,0.6620738263398418,0.0193,0.9852000000000001,0.24258242605885283,6342,MODIS/061/MOD13Q1
Filadelfia,2011-01-01,0.7017131723900079,0.7560605930344766,0.058,0.9768,0.16029594308309061,3254,MODIS/061/MOD13Q1
Salamina,2011-01-01,0.6730386797652447,0.7558420223039067,0.0412,0.9986,0.20911700981209716,6513,MODIS/061/MOD13Q1
