municipio,date,anio,mes,et_real_mm,et_potencial_mm,n_pixeles
Filadelfia,2007-08-01,2007,8,97.64205729166667,97.64205729166667,15
Salamina,2007-08-01,2007,8,82.58059508408797,82.58059508408797,34
Marmato,2007-08-01,2007,8,97.48294930875578,97.48294930875578,7
Supia,2007-08-01,2007,8,96.31627747252749,96.31627747252749,14
Pensilvania,2007-08-01,2007,8,86.40843776106935,86.40843776106935,40
Riosucio,2007-08-01,2007,8,86.2588835794961,86.2588835794961,30
Pácora,2007-08-01,2007,8,91.63234720416125,91.63234720416125,21
Victoria,2007-08-01,2007,8,109.95510020939278,109.95510020939278,39
Aguadas,2007-08-01,2007,8,92.35914035087718,92.35914035087718,38
Samaná,2007-08-01,2007,8,100.38537792936518,100.38537792936518,56
Viterbo,2007-08-01,2007,8,93.26025354213274,93.26025354213274,11
La Merced,2007-08-01,2007,8,96.70415094339623,96.70415094339623,9
Palestina,2007-08-01,2007,8,96.99888143176733,96.99888143176733,12
Chinchiná,2007-08-01,2007,8,95.16600458365166,95.16600458365166,14
La Dorada,2007-08-01,2007,8,112.24937614120515,112.24937614120515,48
Belalcázar,2007-08-01,2007,8,94.69461651917405,94.69461651917405,14
San José,2007-08-01,2007,8,95.40304287690181,95.40304287690181,7
Marquetalia,2007-08-01,2007,8,96.02444237918218,96.02444237918218,11
Norcasia,2007-08-01,2007,8,107.39466911764708,107.39466911764708,24
Manizales,2007-08-01,2007,8,86.28006827233075,86.28006827233075,35
Villamaria,2007-09-01,2007,9,80.24220671929504,81.47229667706995,33
Risaralda,2007-09-01,2007,9,102.31414048059149,102.31414048059149,15
Neira,2007-09-01,2007,9,95.89662590579712,95.89662590579712,33
Anserma,2007-09-01,2007,9,101.98615446178475,101.98615446178475,21
Manzanares,2007-09-01,2007,9,98.0079425433038,98.0079425433038,18
Aranzazu,2007-09-01,2007,9,92.53843575418995,92.53843575418995,14
Marulanda,2007-09-01,2007,9,86.24461504227861,86.24461504227861,34
Filadelfia,2007-09-01,2007,9,104.28081597222223,104.28081597222223,15
Salamina,2007-09-01,2007,9,90.98872358775333,90.98872358775333,34
Marmato,2007-09-01,2007,9,103.89354838709679,103.89354838709679,7
Supia,2007-09-01,2007,9,102.78543956043961,102.78543956043961,14
Pensilvania,2007-09-01,2007,9,95.98781954887217,95.98781954887217,40
Riosucio,2007-09-01,2007,9,92.62252389226761,92.62252389226761,30
Pácora,2007-09-01,2007,9,99.0213589076723,99.0213589076723,21
Victoria,2007-09-01,2007,9,121.46230930302121,121.46230930302121,39
Aguadas,2007-09-01,2007,9,99.2448245614035,99.2448245614035,38
Samaná,2007-09-01,2007,9,111.13894817911762,111.13894817911762,56
Viterbo,2007-09-01,2007,9,101.62662192393735,101.62662192393735,11
La Merced,2007-09-01,2007,9,103.05924528301887,103.05924528301887,9
Palestina,2007-09-01,2007,9,103.6324384787472,103.6324384787472,12
Chinchiná,2007-09-01,2007,9,102.48938120702829,102.48938120702829,14
La Dorada,2007-09-01,2007,9,125.45537127206332,125.45537127206332,48
Belalcázar,2007-09-01,2007,9,101.76917404129796,101.76917404129796,14
San José,2007-09-01,2007,9,101.90553250345782,101.90553250345782,7
Marquetalia,2007-09-01,2007,9,104.92026022304834,104.92026022304834,11
Norcasia,2007-09-01,2007,9,120.30875000000005,120.30875000000005,24
Manizales,2007-09-01,2007,9,94.84898539730703,94.84898539730703,35
Villamaria,2007-10-01,2007,10,63.45981274095833,65.20025702221407,33
Risaralda,2007-10-01,2007,10,88.97504621072088,88.97504621072088,15
Neira,2007-10-01,2007,10,79.61102807971014,79.61102807971014,33
Anserma,2007-10-01,2007,10,88.49627851140458,88.49627851140458,21
Manzanares,2007-10-01,2007,10,79.06214617659488,79.06214617659488,18
Aranzazu,2007-10-01,2007,10,75.64055865921789,75.64055865921789,14
Marulanda,2007-10-01,2007,10,69.85714285714289,69.85714285714289,34
Filadelfia,2007-10-01,2007,10,88.44570312500001,88.44570312500001,15
Salamina,2007-10-01,2007,10,74.9130659767141,74.9130659767141,34
Marmato,2007-10-01,2007,10,88.42811059907834,88.42811059907834,7
Supia,2007-10-01,2007,10,87.81689560439563,87.81689560439563,14
Pensilvania,2007-10-01,2007,10,76.5910275689223,76.5910275689223,40
Riosucio,2007-10-01,2007,10,79.54157254561255,79.54157254561255,30
Pácora,2007-10-01,2007,10,82.48530559167752,82.48530559167752,21
Victoria,2007-10-01,2007,10,95.05704457074482,95.05704457074482,39
Aguadas,2007-10-01,2007,10,83.50794736842106,83.50794736842106,38
Samaná,2007-10-01,2007,10,88.34618769941689,88.34618769941689,56
Viterbo,2007-10-01,2007,10,90.00902311707681,90.00902311707681,11
La Merced,2007-10-01,2007,10,87.11933962264152,87.11933962264152,9
Palestina,2007-10-01,2007,10,89.0180462341536,89.0180462341536,12
Chinchiná,2007-10-01,2007,10,87.1152024446142,87.1152024446142,14
La Dorada,2007-10-01,2007,10,97.2633749239197,97.2633749239197,48
Belalcázar,2007-10-01,2007,10,88.34933628318586,88.34933628318586,14
San José,2007-10-01,2007,10,88.58686030428771,88.58686030428771,7
Marquetalia,2007-10-01,2007,10,84.33066914498144,84.33066914498144,11
Norcasia,2007-10-01,2007,10,94.57367647058827,94.57367647058827,24
Manizales,2007-10-01,2007,10,78.51099943106392,78.51099943106392,35
Villamaria,2007-11-01,2007,11,67.51933174224345,68.97607857536258,33
Risaralda,2007-11-01,2007,11,90.58539741219961,90.58539741219961,15
Neira,2007-11-01,2007,11,81.73439764492754,81.73439764492754,33
Anserma,2007-11-01,2007,11,89.834093637455,89.834093637455,21
Manzanares,2007-11-01,2007,11,83.96861005492188,83.96861005492188,18
Aranzazu,2007-11-01,2007,11,77.71569832402234,77.71569832402234,14
Marulanda,2007-11-01,2007,11,72.74893190921232,72.74893190921232,34
Filadelfia,2007-11-01,2007,11,90.77335069444446,90.77335069444446,15
Salamina,2007-11-01,2007,11,76.60517464424319,76.60517464424319,34
Marmato,2007-11-01,2007,11,89.11981566820278,89.11981566820278,7
Supia,2007-11-01,2007,11,88.76387362637365,88.76387362637365,14
Pensilvania,2007-11-01,2007,11,79.97978279030912,79.97978279030912,40
Riosucio,2007-11-01,2007,11,79.08527367506515,79.08527367506515,30
Pácora,2007-11-01,2007,11,83.48589076723016,83.48589076723016,21
Victoria,2007-11-01,2007,11,104.01820221358061,104.01820221358061,39
Aguadas,2007-11-01,2007,11,84.89966666666665,84.89966666666665,38
Samaná,2007-11-01,2007,11,94.41795577071187,94.41795577071187,56
Viterbo,2007-11-01,2007,11,91.10857568978375,91.10857568978375,11
La Merced,2007-11-01,2007,11,88.9582075471698,88.9582075471698,9
Palestina,2007-11-01,2007,11,91.51066368381807,91.51066368381807,12
Chinchiná,2007-11-01,2007,11,90.08976317799848,90.08976317799848,14
La Dorada,2007-11-01,2007,11,106.55575167376756,106.55575167376756,48
Belalcázar,2007-11-01,2007,11,90.3359144542773,90.3359144542773,14
San José,2007-11-01,2007,11,90.35076071922546,90.35076071922546,7
Marquetalia,2007-11-01,2007,11,90.8136617100372,90.8136617100372,11
Norcasia,2007-11-01,2007,11,103.00250000000003,103.00250000000003,24
Manizales,2007-11-01,2007,11,81.30927365825906,81.30927365825906,35
Villamaria,2007-12-01,2007,12,61.021039104093994,62.590435101890975,33
Risaralda,2007-12-01,2007,12,82.8333641404806,82.8333641404806,15
Neira,2007-12-01,2007,12,74.44334239130434,74.44334239130434,33
Anserma,2007-12-01,2007,12,82.68975590236097,82.68975590236097,21
Manzanares,2007-12-01,2007,12,77.38284748626957,77.38284748626957,18
Aranzazu,2007-12-01,2007,12,70.96329608938548,70.96329608938548,14
Marulanda,2007-12-01,2007,12,66.36079216733425,66.36079216733425,34
Filadelfia,2007-12-01,2007,12,82.38454861111113,82.38454861111113,15
Salamina,2007-12-01,2007,12,70.54771453212591,70.54771453212591,34
Marmato,2007-12-01,2007,12,82.26013824884794,82.26013824884794,7
Supia,2007-12-01,2007,12,81.12060439560442,81.12060439560442,14
Pensilvania,2007-12-01,2007,12,72.9015538847118,72.9015538847118,40
Riosucio,2007-12-01,2007,12,72.70260642919202,72.70260642919202,30
Pácora,2007-12-01,2007,12,76.86888816644993,76.86888816644993,21
Victoria,2007-12-01,2007,12,94.12409512413998,94.12409512413998,39
Aguadas,2007-12-01,2007,12,77.627649122807,77.627649122807,38
Samaná,2007-12-01,2007,12,87.23311695456049,87.23311695456049,56
Viterbo,2007-12-01,2007,12,81.99388516032812,81.99388516032812,11
La Merced,2007-12-01,2007,12,80.38028301886791,80.38028301886791,9
Palestina,2007-12-01,2007,12,82.26047725577929,82.26047725577929,12
Chinchiná,2007-12-01,2007,12,82.21375095492742,82.21375095492742,14
La Dorada,2007-12-01,2007,12,95.00325623858797,95.00325623858797,48
Belalcázar,2007-12-01,2007,12,83.22662241887906,83.22662241887906,14
San José,2007-12-01,2007,12,83.8185338865837,83.8185338865837,7
Marquetalia,2007-12-01,2007,12,83.72964684014873,83.72964684014873,11
Norcasia,2007-12-01,2007,12,95.54617647058825,95.54617647058825,24
Manizales,2007-12-01,2007,12,73.76465010430495,73.76465010430495,35
Villamaria,2008-01-01,2008,1,70.41050119331743,73.89250963833304,33
Risaralda,2008-01-01,2008,1,98.0181146025878,98.24676524953789,15
Neira,2008-01-01,2008,1,88.21494565217391,89.11107336956523,33
Anserma,2008-01-01,2008,1,96.60236094437778,97.24469787915167,21
Manzanares,2008-01-01,2008,1,89.78174904942969,89.80718208703003,18
Aranzazu,2008-01-01,2008,1,85.25502793296089,85.25502793296089,14
Marulanda,2008-01-01,2008,1,76.60089007565644,77.77318647085005,34
Filadelfia,2008-01-01,2008,1,96.70776909722223,98.18407118055556,15
Salamina,2008-01-01,2008,1,81.7456662354463,82.82871927554979,34
Marmato,2008-01-01,2008,1,93.66497695852536,97.10000000000001,7
Supia,2008-01-01,2008,1,93.24457417582418,96.45315934065935,14
Pensilvania,2008-01-01,2008,1,84.23710944026733,84.71074352548038,40
Riosucio,2008-01-01,2008,1,85.70325803649003,86.06785403996527,30
Pácora,2008-01-01,2008,1,89.15920026007801,91.27109882964892,21
Victoria,2008-01-01,2008,1,98.52747532156744,114.0053993419085,39
Aguadas,2008-01-01,2008,1,87.85759649122807,91.25175438596493,38
Samaná,2008-01-01,2008,1,98.02912311585435,101.34969743646165,56
Viterbo,2008-01-01,2008,1,98.50991797166296,98.61327367636093,11
La Merced,2008-01-01,2008,1,94.09716981132075,96.10698113207548,9
Palestina,2008-01-01,2008,1,99.36480238627891,99.37002237136467,12
Chinchiná,2008-01-01,2008,1,97.76951871657754,97.76951871657754,14
La Dorada,2008-01-01,2008,1,96.92568472306759,117.33870967741936,48
Belalcázar,2008-01-01,2008,1,97.71519174041299,98.2348820058997,14
San José,2008-01-01,2008,1,97.90165975103737,97.9529737206086,7
Marquetalia,2008-01-01,2008,1,97.14200743494425,97.91031598513014,11
Norcasia,2008-01-01,2008,1,98.23492647058825,111.98055147058824,24
Manizales,2008-01-01,2008,1,87.87299450028446,88.3903660155509,35
Villamaria,2008-02-01,2008,2,65.96741325500275,67.76530200110153,33
Risaralda,2008-02-01,2008,2,94.72218114602589,94.72218114602589,15
Neira,2008-02-01,2008,2,83.50769927536234,83.50769927536234,33
Anserma,2008-02-01,2008,2,93.88659463785515,93.88659463785515,21
Manzanares,2008-02-01,2008,2,82.75188001689905,82.75188001689905,18
Aranzazu,2008-02-01,2008,2,79.51837988826817,79.51837988826817,14
Marulanda,2008-02-01,2008,2,70.25169114374724,70.25169114374724,34
Filadelfia,2008-02-01,2008,2,94.39461805555555,94.39461805555555,15
Salamina,2008-02-01,2008,2,77.35620957309185,77.35620957309185,34
Marmato,2008-02-01,2008,2,92.78548387096775,92.78548387096775,7
Supia,2008-02-01,2008,2,92.13962912087914,92.13962912087914,14
Pensilvania,2008-02-01,2008,2,77.45017543859652,77.45017543859652,40
Riosucio,2008-02-01,2008,2,82.35182450043443,82.35182450043443,30
Pácora,2008-02-01,2008,2,85.95474642392716,85.95474642392716,21
Victoria,2008-02-01,2008,2,107.80963206700567,107.80963206700567,39
Aguadas,2008-02-01,2008,2,86.99912280701759,87.0235964912281,38
Samaná,2008-02-01,2008,2,95.32578941577735,95.32578941577735,56
Viterbo,2008-02-01,2008,2,95.36845637583892,95.36845637583892,11
La Merced,2008-02-01,2008,2,91.88198113207547,91.88198113207547,9
Palestina,2008-02-01,2008,2,95.12706935123042,95.12706935123042,12
Chinchiná,2008-02-01,2008,2,94.04323911382735,94.04323911382735,14
La Dorada,2008-02-01,2008,2,111.8027084601339,112.0281345100426,48
Belalcázar,2008-02-01,2008,2,95.73510324483777,95.73510324483777,14
San José,2008-02-01,2008,2,95.62240663900417,95.62240663900417,7
Marquetalia,2008-02-01,2008,2,92.14879182156137,92.14879182156137,11
Norcasia,2008-02-01,2008,2,106.53180147058828,106.53180147058828,24
Manizales,2008-02-01,2008,2,82.79169353309311,82.79169353309311,35
Villamaria,2008-03-01,2008,3,78.33031026252985,80.12489443730496,33
Risaralda,2008-03-01,2008,3,110.80443622920518,110.80443622920518,15
Neira,2008-03-01,2008,3,98.91272644927537,98.91272644927537,33
Anserma,2008-03-01,2008,3,109.86102440976394,109.86102440976394,21
Manzanares,2008-03-01,2008,3,97.11875792141954,97.11875792141954,18
Aranzazu,2008-03-01,2008,3,93.53731843575422,93.53731843575422,14
Marulanda,2008-03-01,2008,3,84.1924566088118,84.1924566088118,34
Filadelfia,2008-03-01,2008,3,110.92469618055556,110.92469618055556,15
Salamina,2008-03-01,2008,3,91.90002156101765,91.90002156101765,34
Marmato,2008-03-01,2008,3,110.08294930875577,110.08294930875577,7
Supia,2008-03-01,2008,3,110.16504120879124,110.16504120879124,14
Pensilvania,2008-03-01,2008,3,92.38606516290729,92.38606516290729,40
Riosucio,2008-03-01,2008,3,98.02780191138145,98.02780191138145,30
Pácora,2008-03-01,2008,3,103.01527958387514,103.01527958387514,21
Victoria,2008-03-01,2008,3,117.70571343104997,117.70571343104997,39
Aguadas,2008-03-01,2008,3,102.92807017543859,103.33005263157892,38
Samaná,2008-03-01,2008,3,109.54808009682033,109.54808009682033,56
Viterbo,2008-03-01,2008,3,112.37434750186429,112.37434750186429,11
La Merced,2008-03-01,2008,3,109.68632075471699,109.68632075471699,9
Palestina,2008-03-01,2008,3,112.10439970171514,112.10439970171514,12
Chinchiná,2008-03-01,2008,3,108.3398013750955,108.3398013750955,14
La Dorada,2008-03-01,2008,3,120.91019476567257,120.91019476567257,48
Belalcázar,2008-03-01,2008,3,110.22131268436578,110.22131268436578,14
San José,2008-03-01,2008,3,109.43817427385892,109.43817427385892,7
Marquetalia,2008-03-01,2008,3,104.78996282527882,104.78996282527882,11
Norcasia,2008-03-01,2008,3,117.06830882352943,117.06830882352943,24
Manizales,2008-03-01,2008,3,97.2849042290916,97.2849042290916,35
Villamaria,2008-04-01,2008,4,72.36197907104828,73.92863961813845,33
Risaralda,2008-04-01,2008,4,102.31367837338264,102.31367837338264,15
Neira,2008-04-01,2008,4,90.67701539855074,90.67701539855074,33
Anserma,2008-04-01,2008,4,101.72601040416168,101.72601040416168,21
Manzanares,2008-04-01,2008,4,88.71542036332913,88.71542036332913,18
Aranzazu,2008-04-01,2008,4,85.18223463687151,85.18223463687151,14
Marulanda,2008-04-01,2008,4,78.15803293279929,78.15803293279929,34
Filadelfia,2008-04-01,2008,4,102.12725694444444,102.12725694444444,15
Salamina,2008-04-01,2008,4,84.67095730918497,84.67095730918497,34
Marmato,2008-04-01,2008,4,102.58847926267282,102.58847926267282,7
Supia,2008-04-01,2008,4,102.68365384615389,102.68365384615389,14
Pensilvania,2008-04-01,2008,4,85.51727652464494,85.51727652464494,40
Riosucio,2008-04-01,2008,4,91.41672458731539,91.41672458731539,30
Pácora,2008-04-01,2008,4,95.08732119635891,95.08732119635891,21
Victoria,2008-04-01,2008,4,111.91844151959317,111.91844151959317,39
Aguadas,2008-04-01,2008,4,96.6978596491228,96.6978596491228,38
Samaná,2008-04-01,2008,4,101.40227747827042,101.40227747827042,56
Viterbo,2008-04-01,2008,4,105.25011185682327,105.25011185682327,11
La Merced,2008-04-01,2008,4,101.22037735849057,101.22037735849057,9
Palestina,2008-04-01,2008,4,102.94608501118569,102.94608501118569,12
Chinchiná,2008-04-01,2008,4,99.57708174178761,99.57708174178761,14
La Dorada,2008-04-01,2008,4,114.08613816189897,114.08613816189897,48
Belalcázar,2008-04-01,2008,4,103.04660766961653,103.04660766961653,14
San José,2008-04-01,2008,4,102.15283540802214,102.15283540802214,7
Marquetalia,2008-04-01,2008,4,95.24182156133831,95.24182156133831,11
Norcasia,2008-04-01,2008,4,111.71852941176472,111.71852941176472,24
Manizales,2008-04-01,2008,4,89.2188697136355,89.2188697136355,35
Villamaria,2008-05-01,2008,5,66.67848356893704,68.15738938865431,33
Risaralda,2008-05-01,2008,5,90.36451016635861,90.36451016635861,15
Neira,2008-05-01,2008,5,81.80024909420291,81.80024909420291,33
Anserma,2008-05-01,2008,5,90.21568627450984,90.21568627450984,21
Manzanares,2008-05-01,2008,5,81.38614279678922,81.38614279678922,18
Aranzazu,2008-05-01,2008,5,78.62335195530727,78.62335195530727,14
Marulanda,2008-05-01,2008,5,72.16717846016917,72.16717846016917,34
Filadelfia,2008-05-01,2008,5,90.69227430555556,90.69227430555556,15
Salamina,2008-05-01,2008,5,77.20720137990513,77.20720137990513,34
Marmato,2008-05-01,2008,5,90.95000000000002,90.95000000000002,7
Supia,2008-05-01,2008,5,90.57142857142858,90.57142857142858,14
Pensilvania,2008-05-01,2008,5,78.705246449457,78.705246449457,40
Riosucio,2008-05-01,2008,5,81.80831885317119,81.80831885317119,30
Pácora,2008-05-01,2008,5,84.84320546163849,84.84320546163849,21
Victoria,2008-05-01,2008,5,97.24288064612622,97.24288064612622,39
Aguadas,2008-05-01,2008,5,85.49173684210524,85.49173684210524,38
Samaná,2008-05-01,2008,5,90.18149411376388,90.18149411376388,56
Viterbo,2008-05-01,2008,5,91.24168530947055,91.24168530947055,11
La Merced,2008-05-01,2008,5,89.7516037735849,89.7516037735849,9
Palestina,2008-05-01,2008,5,90.38008948545861,90.38008948545861,12
Chinchiná,2008-05-01,2008,5,88.4451489686784,88.4451489686784,14
La Dorada,2008-05-01,2008,5,99.47172854534396,99.47172854534396,48
Belalcázar,2008-05-01,2008,5,90.08709439528025,90.08709439528025,14
San José,2008-05-01,2008,5,90.31327800829877,90.31327800829877,7
Marquetalia,2008-05-01,2008,5,86.16914498141264,86.16914498141264,11
Norcasia,2008-05-01,2008,5,97.32955882352944,97.32955882352944,24
Manizales,2008-05-01,2008,5,80.9269675706429,80.9269675706429,35
Villamaria,2008-06-01,2008,6,65.49258307325132,67.16855149623645,33
Risaralda,2008-06-01,2008,6,89.5707024029575,89.5707024029575,15
Neira,2008-06-01,2008,6,81.38444293478263,81.38444293478263,33
Anserma,2008-06-01,2008,6,89.29087635054023,89.29087635054023,21
Manzanares,2008-06-01,2008,6,84.65804816223068,84.65804816223068,18
Aranzazu,2008-06-01,2008,6,78.1710055865922,78.1710055865922,14
Marulanda,2008-06-01,2008,6,73.70589675122389,73.70589675122389,34
Filadelfia,2008-06-01,2008,6,90.3666232638889,90.3666232638889,15
Salamina,2008-06-01,2008,6,78.57119448037949,78.57119448037949,34
Marmato,2008-06-01,2008,6,90.27327188940092,90.27327188940092,7
Supia,2008-06-01,2008,6,90.11552197802199,90.11552197802199,14
Pensilvania,2008-06-01,2008,6,81.14751879699247,81.14751879699247,40
Riosucio,2008-06-01,2008,6,82.44133362293661,82.44133362293661,30
Pácora,2008-06-01,2008,6,85.46651495448634,85.46651495448634,21
Victoria,2008-06-01,2008,6,100.51227938976965,100.51227938976965,39
Aguadas,2008-06-01,2008,6,86.45594736842108,86.45594736842108,38
Samaná,2008-06-01,2008,6,92.95660688744637,92.95660688744637,56
Viterbo,2008-06-01,2008,6,89.54541387024608,89.54541387024608,11
La Merced,2008-06-01,2008,6,89.88566037735849,89.88566037735849,9
Palestina,2008-06-01,2008,6,90.19903057419836,90.19903057419836,12
Chinchiná,2008-06-01,2008,6,87.68945760122232,87.68945760122232,14
La Dorada,2008-06-01,2008,6,102.98132988435789,102.98132988435789,48
Belalcázar,2008-06-01,2008,6,89.40781710914455,89.40781710914455,14
San José,2008-06-01,2008,6,89.50497925311205,89.50497925311205,7
Marquetalia,2008-06-01,2008,6,89.4164498141264,89.4164498141264,11
Norcasia,2008-06-01,2008,6,100.01492647058828,100.01492647058828,24
Manizales,2008-06-01,2008,6,80.23349137113598,80.23349137113598,35
Villamaria,2008-07-01,2008,7,65.99293188911327,68.12283825959244,33
Risaralda,2008-07-01,2008,7,91.59704251386322,91.59704251386322,15
Neira,2008-07-01,2008,7,83.34225543478263,83.34225543478263,33
Anserma,2008-07-01,2008,7,90.89051620648263,90.89051620648263,21
Manzanares,2008-07-01,2008,7,85.14566962399664,85.14566962399664,18
Aranzazu,2008-07-01,2008,7,79.90932960893853,79.90932960893853,14
Marulanda,2008-07-01,2008,7,73.78251001335117,73.78251001335117,34
Filadelfia,2008-07-01,2008,7,92.18411458333334,92.18411458333334,15
Salamina,2008-07-01,2008,7,78.74137559292798,78.74137559292798,34
Marmato,2008-07-01,2008,7,91.70852534562212,91.70852534562212,7
Supia,2008-07-01,2008,7,90.26964285714288,90.26964285714288,14
Pensilvania,2008-07-01,2008,7,80.94299081035926,80.94299081035926,40
Riosucio,2008-07-01,2008,7,82.22026498696789,82.22026498696789,30
Pácora,2008-07-01,2008,7,85.74236020806241,85.74236020806241,21
Victoria,2008-07-01,2008,7,101.25088244092134,101.25088244092134,39
Aguadas,2008-07-01,2008,7,85.91898245614036,85.91898245614036,38
Samaná,2008-07-01,2008,7,91.8269116514468,91.8269116514468,56
Viterbo,2008-07-01,2008,7,91.03609246830723,91.03609246830723,11
La Merced,2008-07-01,2008,7,91.07698113207547,91.07698113207547,9
Palestina,2008-07-01,2008,7,93.71126025354214,93.71126025354214,12
Chinchiná,2008-07-01,2008,7,92.39067990832697,92.39067990832697,14
La Dorada,2008-07-01,2008,7,103.22203286670728,103.22203286670728,48
Belalcázar,2008-07-01,2008,7,91.95494100294987,91.95494100294987,14
San José,2008-07-01,2008,7,92.08727524204704,92.08727524204704,7
Marquetalia,2008-07-01,2008,7,89.94665427509295,89.94665427509295,11
Norcasia,2008-07-01,2008,7,97.10827205882357,97.10827205882357,24
Manizales,2008-07-01,2008,7,83.10142234022378,83.10703584297363,35
Villamaria,2008-08-01,2008,8,74.05889480447952,76.3532953919589,33
Risaralda,2008-08-01,2008,8,100.91866913123846,100.91866913123846,15
Neira,2008-08-01,2008,8,93.23720561594205,93.23720561594205,33
Anserma,2008-08-01,2008,8,100.47158863545421,100.47158863545421,21
Manzanares,2008-08-01,2008,8,94.83607942543307,94.83607942543307,18
Aranzazu,2008-08-01,2008,8,89.45173184357543,89.45173184357543,14
Marulanda,2008-08-01,2008,8,83.4460169114375,83.4460169114375,34
Filadelfia,2008-08-01,2008,8,103.13823784722223,103.13823784722223,15
Salamina,2008-08-01,2008,8,88.34180681328155,88.34180681328155,34
Marmato,2008-08-01,2008,8,102.7225806451613,102.7225806451613,7
Supia,2008-08-01,2008,8,101.73358516483516,101.73358516483516,14
Pensilvania,2008-08-01,2008,8,91.55583959899751,91.55583959899751,40
Riosucio,2008-08-01,2008,8,92.41989574283235,92.41989574283235,30
Pácora,2008-08-01,2008,8,97.01866059817944,97.01866059817944,21
Victoria,2008-08-01,2008,8,113.52310798683816,113.52310798683816,39
Aguadas,2008-08-01,2008,8,97.40205263157893,97.40205263157893,38
Samaná,2008-08-01,2008,8,104.28358455275605,104.28358455275605,56
Viterbo,2008-08-01,2008,8,99.68240119313946,99.68240119313946,11
La Merced,2008-08-01,2008,8,102.06698113207545,102.06698113207545,9
Palestina,2008-08-01,2008,8,102.75928411633109,102.75928411633109,12
Chinchiná,2008-08-01,2008,8,101.092589763178,101.092589763178,14
La Dorada,2008-08-01,2008,8,115.94184418746202,115.94184418746202,48
Belalcázar,2008-08-01,2008,8,100.88348082595871,100.88348082595871,14
San José,2008-08-01,2008,8,101.5965421853389,101.5965421853389,7
Marquetalia,2008-08-01,2008,8,100.67053903345727,100.67053903345727,11
Norcasia,2008-08-01,2008,8,110.64496323529414,110.64496323529414,24
Manizales,2008-08-01,2008,8,92.23946520007587,92.24507870282572,35
Villamaria,2008-09-01,2008,9,76.0396364971544,77.43682761152931,33
Risaralda,2008-09-01,2008,9,99.30000000000001,99.30000000000001,15
Neira,2008-09-01,2008,9,91.96252264492755,91.96252264492755,33
Anserma,2008-09-01,2008,9,99.20312124849944,99.20312124849944,21
Manzanares,2008-09-01,2008,9,91.61322348964937,91.61322348964937,18
Aranzazu,2008-09-01,2008,9,88.78290502793297,88.78290502793297,14
Marulanda,2008-09-01,2008,9,81.75789942145086,81.75789942145086,34
Filadelfia,2008-09-01,2008,9,100.45668402777778,100.45668402777778,15
Salamina,2008-09-01,2008,9,87.14583872358774,87.14583872358774,34
Marmato,2008-09-01,2008,9,100.72396313364057,100.72396313364057,7
Supia,2008-09-01,2008,9,99.81524725274728,99.81524725274728,14
Pensilvania,2008-09-01,2008,9,90.19983291562241,90.19983291562241,40
Riosucio,2008-09-01,2008,9,90.94667680278019,90.94667680278019,30
Pácora,2008-09-01,2008,9,95.37682054616386,95.37682054616386,21
Victoria,2008-09-01,2008,9,111.42421477714625,111.42421477714625,39
Aguadas,2008-09-01,2008,9,95.57522807017541,95.57522807017541,38
Samaná,2008-09-01,2008,9,102.88260534712289,102.88260534712289,56
Viterbo,2008-09-01,2008,9,99.47434750186429,99.47434750186429,11
La Merced,2008-09-01,2008,9,99.3211320754717,99.3211320754717,9
Palestina,2008-09-01,2008,9,99.7082028337062,99.7082028337062,12
Chinchiná,2008-09-01,2008,9,98.63315508021388,98.63315508021388,14
La Dorada,2008-09-01,2008,9,114.90223676202066,114.90223676202066,48
Belalcázar,2008-09-01,2008,9,98.923598820059,98.923598820059,14
San José,2008-09-01,2008,9,99.2666666666667,99.2666666666667,7
Marquetalia,2008-09-01,2008,9,97.0754646840149,97.0754646840149,11
Norcasia,2008-09-01,2008,9,110.70213235294122,110.70213235294122,24
Manizales,2008-09-01,2008,9,90.76686895505405,90.76686895505405,35
Villamaria,2008-10-01,2008,10,69.32125940884889,70.98867266385169,33
Risaralda,2008-10-01,2008,10,95.06645101663587,95.06645101663587,15
Neira,2008-10-01,2008,10,85.8129981884058,85.8129981884058,33
Anserma,2008-10-01,2008,10,94.60928371348542,94.60928371348542,21
Manzanares,2008-10-01,2008,10,85.85534431770176,85.85534431770176,18
Aranzazu,2008-10-01,2008,10,81.80201117318437,81.80201117318437,14
Marulanda,2008-10-01,2008,10,75.94804183355589,75.94804183355589,34
Filadelfia,2008-10-01,2008,10,95.02187500000002,95.02187500000002,15
Salamina,2008-10-01,2008,10,81.18009918068131,81.18009918068131,34
Marmato,2008-10-01,2008,10,95.3410138248848,95.3410138248848,7
Supia,2008-10-01,2008,10,94.57252747252751,94.57252747252751,14
Pensilvania,2008-10-01,2008,10,83.37528822055137,83.37528822055137,40
Riosucio,2008-10-01,2008,10,85.70473501303215,85.70473501303215,30
Pácora,2008-10-01,2008,10,89.26462938881664,89.26462938881664,21
Victoria,2008-10-01,2008,10,103.19116063416094,103.19116063416094,39
Aguadas,2008-10-01,2008,10,90.50650877192983,90.50650877192983,38
Samaná,2008-10-01,2008,10,96.22166354934541,96.22166354934541,56
Viterbo,2008-10-01,2008,10,95.97449664429531,95.97449664429531,11
La Merced,2008-10-01,2008,10,93.82688679245283,93.82688679245283,9
Palestina,2008-10-01,2008,10,95.34862043251306,95.34862043251306,12
Chinchiná,2008-10-01,2008,10,93.31329258976318,93.31329258976318,14
