version_modelo,fecha_calibracion,target,n_observaciones,n_municipios,n_clusters,n_variables_indice,variables_indice,loss_quantile,umbral_perdida_rendimiento,trigger,limite,umbral_medio_riesgo,penalty_fn,payout_exponent,margen_comercial,prima_pura,prima_comercial,auc,payout_perdida,payout_no_perdida,separacion_seguro
v1_indice_cluster_ridge,2026-05-16,Rendimiento (t/ha),450,25,4,12,ndvi_min_m12;et_potencial_mm_std;temp_mean_z_mean_anual;ndvi_mean_m05;et_potencial_mm_m01;precip_max_mm_m07;ndvi_min_m01;precip_max_mm_m08;et_real_mm_std;balance_hidrico_mm_min_m01_06;ndvi_mean_std;ndvi_mean_m02,0.3,1.0,0.11270472372538798,-1.4046173474558683,0.385393908024993,2.0,1.3,0.3,0.24312057446406612,0.316056746803286,0.6957126457082303,0.3728024983413922,0.17697408980180585,0.19582840853958633
