sim,prima_total,indemnizacion_total,resultado_total,loss_ratio
205,442689012.1583318,250190937.71768183,192498074.44065,0.5651618423910615
206,382623949.2992844,260693074.78066492,121930874.51861948,0.6813297370906429
207,464354858.6283384,399294288.38924575,65060570.23909265,0.8598904070234656
208,416370261.08610106,329376363.9794579,86993897.10664314,0.7910660168674878
209,385792889.6939928,287153576.0847961,98639313.60919672,0.7443205506264347
210,394925657.3798426,305067967.920075,89857689.45976758,0.772469355230213
211,444509182.03395617,385097722.7434564,59411459.29049975,0.8663436849186137
212,374790455.6831082,346979462.49474865,27810993.18835956,0.9257958873641269
213,356335286.2067742,334432883.2593865,21902402.947387695,0.9385342855585788
214,427428184.3651866,371614204.0300002,55813980.33518636,0.869419045405064
215,420118825.4774156,306862137.1741683,113256688.30324733,0.7304174880177188
216,420109785.6650564,291267280.3841456,128842505.28091079,0.6933122967441804
217,379866890.52376086,309906489.330438,69960401.19332284,0.8158291682203169
218,407489846.1807596,275169084.4245527,132320761.75620693,0.6752783830164191
219,396289630.22941804,274932191.26544523,121357438.9639728,0.6937657972687371
220,390906642.363447,312718840.30295455,78187802.06049246,0.7999834395553784
221,429290128.6506213,284258437.31351584,145031691.33710545,0.6621592679221846
222,371198847.4407942,278562934.8541861,92635912.58660811,0.7504412709649282
223,399788177.7849445,296041877.3684377,103746300.41650677,0.7404968276167627
224,425182314.22731286,320164300.3694936,105018013.85781926,0.7530047456261926
225,416992568.5651381,287219309.38175374,129773259.18338436,0.6887875972707831
226,339817152.97188103,251488449.84234282,88328703.12953821,0.7400699100764723
227,410409518.8961827,283065445.5020509,127344073.39413184,0.6897146203220865
228,445980269.00413465,235414400.1404607,210565868.86367396,0.5278583302937068
229,414201628.7268146,294846301.55491525,119355327.17189938,0.7118424484742434
230,360824997.35803163,242289770.70251644,118535226.6555152,0.6714883183719735
231,372239799.3581924,207901849.9870038,164337949.37118858,0.558515909221592
232,419679994.571302,388330606.7346117,31349387.836690307,0.9253016864225008
233,395766121.9804092,295185489.96926194,100580632.01114726,0.7458584087292695
234,353167819.02128106,270662885.79171884,82504933.22956222,0.7663860386311396
235,446392059.84439725,324855045.2433217,121537014.60107553,0.7277348198275733
236,390175875.2092513,265570359.17397174,124605516.03527954,0.6806426948656075
237,365760288.713805,159420992.13245562,206339296.5813494,0.4358619485266131
238,354714741.71763355,252457613.09042418,102257128.62720937,0.7117201046337963
239,420464778.5637192,349241450.58285296,71223327.98086625,0.8306080993890604
240,388035577.2929281,287858731.84126395,100176845.45166415,0.7418359261010734
241,410456077.72473085,242953260.0021605,167502817.72257036,0.5919104946597847
242,385864793.7830492,258302743.93310308,127562049.84994614,0.6694125716955993
243,380270400.1807506,315481378.712703,64789021.46804762,0.8296238112741564
244,452287889.33586484,328640450.6254661,123647438.71039873,0.7266178431353503
245,370456035.3958238,237299829.34593195,133156206.04989183,0.6405613802252743
246,407432691.0648088,291088412.0390511,116344279.02575767,0.7144454002409659
247,397312048.46692795,316339674.00648916,80972374.46043879,0.7961995495156022
248,393142828.56002384,277121608.01432747,116021220.54569638,0.7048878623307188
