sim,prima_total,indemnizacion_total,resultado_total,loss_ratio
1330,396677078.0397655,273584303.88016737,123092774.15959811,0.6896902267005746
1331,427716088.47111034,285327430.5796473,142388657.89146304,0.6670953893728023
1332,389011973.2582866,235361094.59175852,153650878.66652808,0.6050227519230861
1333,394030743.0770883,318142994.15454835,75887748.92253995,0.8074065279020799
1334,442090886.51628345,244050592.4317462,198040294.08453724,0.5520371486390212
1335,377929788.75667757,281311308.92151666,96618479.83516091,0.7443480701719262
1336,359532446.69740254,273619426.1914524,85913020.50595015,0.7610423724057981
1337,417620827.4873371,197619817.53967392,220001009.9476632,0.47320393173079006
1338,369094250.84753114,173221847.94326955,195872402.9042616,0.46931602848191106
1339,413829389.71617544,270755824.62025774,143073565.0959177,0.654269202112386
1340,398292471.3291148,308436321.7888667,89856149.5402481,0.774396565316951
1341,409970431.04072225,296163138.71835536,113807292.3223669,0.7224012179769559
1342,442647627.1142525,251755522.16466346,190892104.94958904,0.5687492866638194
1343,388147371.9201763,265717092.22917715,122430279.69099918,0.6845778471065435
1344,394784828.0575616,350408259.5513631,44376568.506198466,0.887593024472237
1345,402510537.5602071,339532039.43334514,62978498.12686199,0.8435357779485668
1346,386676942.72999173,280580782.41206795,106096160.31792378,0.7256206704002818
1347,369701243.5466948,287054508.14395404,82646735.40274078,0.7764499393892297
1348,430574933.2988675,326294473.71613646,104280459.58273107,0.7578111229472138
1349,399761527.3298977,308226928.5085084,91534598.82138932,0.771026993435885
1350,413317242.58468604,288376455.27721936,124940787.30746669,0.697712133841435
1351,401778085.9926722,240090967.8439116,161687118.14876062,0.5975710876583011
1352,418917951.04347247,350367795.74739534,68550155.29607713,0.8363637673550937
1353,388514292.7830894,207807996.85237208,180706295.93071732,0.5348786407927415
1354,451557717.73613065,321415819.47134763,130141898.26478302,0.7117934360257532
1355,401667586.795302,256829786.94171566,144837799.85358632,0.6394087932034241
1356,409571934.96891075,281789148.877489,127782786.09142178,0.6880089303454805
1357,439522638.1989587,315437616.7091715,124085021.48978722,0.7176822973254505
1358,427721958.0562197,267317243.42903876,160404714.62718093,0.6249790042200795
1359,380371154.786673,298016356.1092812,82354798.67739183,0.783488317552419
1360,368603288.26379573,206856348.48037493,161746939.7834208,0.561189644983133
1361,368619540.21814626,259116566.27996853,109502973.93817773,0.7029376850902296
1362,449034753.4072303,480143247.10787046,-31108493.700640142,1.0692785880482347
1363,357137452.29214334,298259521.8682955,58877930.423847854,0.8351392998803024
1364,428579033.16885006,297085069.47263813,131493963.69621193,0.6931861954982609
1365,426626571.8756955,312016522.6447532,114610049.23094231,0.7313574521927908
1366,407912417.0209448,359594817.7849786,48317599.235966146,0.8815490845097632
1367,432606923.05565286,306600226.63471055,126006696.4209423,0.7087270459499047
1368,420062681.1007395,286127075.1728713,133935605.92786819,0.6811532850837856
1369,397493181.6142218,292483238.5387148,105009943.07550699,0.7358195110440359
1370,400770141.1341561,205581002.3472063,195189138.7869498,0.5129648675059076
1371,385983516.16829014,342357431.018858,43626085.14943212,0.8869742273387369
1372,400655391.09783274,266823590.88973776,133831800.20809498,0.6659678037992113
1373,401944150.8699599,364970136.4223937,36974014.44756621,0.9080120599651956
1374,373540409.5027613,273354001.06543416,100186408.43732715,0.7317923151321423
1375,358726209.3388159,253049601.05294955,105676608.28586638,0.7054115212806904
1376,429306158.561033,337680873.733742,91625284.82729101,0.7865735606160307
1377,417110232.7114058,301514876.13924336,115595356.57216245,0.7228661694038524
1378,397296510.4142526,234131302.19373018,163165208.2205224,0.5893112475355157
1379,409761466.799052,384089892.4897284,25671574.30932361,0.9373499550607743
1380,421273775.1622056,307285401.7599288,113988373.40227675,0.7294197262614148
1381,429347617.0618869,243511308.58576557,185836308.47612134,0.5671658556117372
1382,412992529.1005366,268620683.0960715,144371846.0044651,0.6504250420246221
1383,436532709.84724,294455412.16014075,142077297.68709922,0.6745322985376796
1384,421046010.66374946,334488038.88258064,86557971.78116882,0.79442158436624
1385,411700695.5250749,284242146.8678898,127458548.65718508,0.6904096834361017
1386,350464207.1239371,291094636.5972041,59369570.52673298,0.83059733541994
1387,431614582.49972427,248978328.95169327,182636253.548031,0.576853375781974
1388,385741614.72224,299802318.69243383,85939296.02980614,0.7772102030223308
1389,414602865.0338714,340094624.83634377,74508240.19752765,0.8202900981124657
1390,438804353.9859119,274586239.4793906,164218114.50652128,0.6257600613694148
1391,373010493.84271204,343425650.8845467,29584842.958165348,0.9206862985183456
1392,434249317.42218566,218625012.1848995,215624305.23728615,0.5034550508512325
1393,391963370.1570172,265818903.88755518,126144466.26946199,0.6781728195190035
1394,374123982.5617266,215613153.1871288,158510829.37459782,0.576314706453107
1395,387638763.9369043,359545879.3384716,28092884.59843272,0.9275281854861002
1396,372787133.97907096,311361092.04963744,61426041.929433525,0.8352248875282211
1397,433794409.7524348,329256059.99462956,104538349.75780523,0.759014068859336
1398,369285416.52117723,282150027.4523781,87135389.06879914,0.7640432435982691
1399,405561049.88537604,265529925.3568385,140031124.52853754,0.6547224528388152
1400,403615766.1170642,268230962.44962,135384803.66744417,0.6645700811692838
1401,361156176.20196074,278829789.8640331,82326386.33792764,0.7720476852875687
1402,438316088.759035,320283162.5676958,118032926.1913392,0.7307127682090904
1403,477804456.77675456,376802968.5408526,101001488.23590195,0.788613340031918
1404,377864484.4996238,219068618.83013594,158795865.66948783,0.5797544564693115
1405,361870655.75332844,246519317.61047313,115351338.14285532,0.6812359988053706
1406,378103812.6748255,332596606.5344733,45507206.14035219,0.8796436200459872
1407,394518736.7609576,257067600.81707114,137451135.94388646,0.6515979517921621
1408,446182938.29569745,298089064.94400585,148093873.3516916,0.6680870991675038
1409,409688041.31232816,358233080.44185996,51454960.8704682,0.8744045330060264
1410,400249680.3534642,290106294.09442,110143386.25904417,0.7248133061298749
1411,417508352.532895,298836063.9348007,118672288.59809434,0.7157606838805834
1412,423812878.2053735,298663427.9947369,125149450.21063662,0.7047058816603704
1413,429252664.2434818,225376399.95731258,203876264.28616923,0.5250436834318027
1414,434048999.9297133,274807026.26541406,159241973.66429925,0.6331244313658464
1415,388460832.41614306,313614378.2410719,74846454.17507118,0.8073256093554084
1416,399594436.8744857,348158845.59778446,51435591.27670121,0.8712805121136925
1417,408462002.5869547,311171577.9389149,97290424.64803982,0.7618127903406919
1418,388038770.1542058,276543758.62597376,111495011.52823204,0.7126704337200014
1419,369645202.85808647,296092503.7499258,73552699.10816067,0.8010181153726513
1420,369836424.5238901,286972371.8526621,82864052.67122799,0.7759440466744095
1421,416501230.823801,371496314.25282294,45004916.570978045,0.8919452975397877
1422,388909304.80733997,311633988.14701414,77275316.66032583,0.8013024741112664
1423,391608782.1809561,267317320.69909248,124291461.48186365,0.6826131916918284
1424,435286214.55028874,239618507.03244826,195667707.51784047,0.5504849430621357
1425,406024793.806452,281635750.44873303,124389043.35771894,0.6936417547520165
1426,403571450.4624967,350653675.6395957,52917774.82290101,0.8688763172859311
1427,399594615.4802647,343564951.35024697,56029664.13001776,0.8597837359177705
1428,405335759.597036,243921117.8761119,161414641.7209241,0.6017754715710396
1429,400147557.4917082,295859333.1708823,104288224.32082593,0.7393755819114628
1430,369366224.1108717,312488761.25845146,56877462.85242021,0.8460133625121407
1431,395312437.1726463,247293599.39719662,148018837.77544966,0.6255649358413562
1432,398366643.3355634,408695010.79880834,-10328367.463244915,1.0259267878875713
1433,429563156.95442545,347232430.5495837,82330726.40484178,0.8083384827773378
1434,389340671.3241403,286707293.1089863,102633378.21515399,0.7363918393983865
1435,385100143.3094504,217951882.88045508,167148260.4289953,0.5659615730272997
1436,402198736.0112691,333934177.09147155,68264558.91979754,0.8302715727135332
1437,400203799.7818835,326074278.4143829,74129521.3675006,0.814770570874384
1438,388608114.96275115,262008656.7214726,126599458.24127856,0.6742233284206807
1439,392982425.7271348,276446929.9818303,116535495.74530452,0.7034587601985532
1440,425165751.1033179,309304479.08967197,115861272.01364595,0.727491521334956
1441,433293158.6782387,353193442.06274927,80099716.61548942,0.8151373613656082
1442,447423577.21828526,370747203.97793466,76676373.2403506,0.8286268825682774
1443,415541914.6983751,355185791.81675375,60356122.88162136,0.8547532252542288
1444,416926983.68231064,283808041.2974098,133118942.38490087,0.6807140156552337
1445,347697093.16076714,263463933.78666332,84233159.37410381,0.7577398228775059
1446,384164552.88867724,294973096.659484,89191456.22919321,0.7678300729244039
1447,384284599.9044904,284532638.97545713,99751960.92903328,0.7404216537591527
1448,454700047.4796725,329363020.5982901,125337026.8813824,0.7243522898752597
1449,442474140.02416986,312301336.61279213,130172803.41137773,0.7058069802581748
1450,383140495.8809617,457418057.8588411,-74277561.9778794,1.1938650776318793
1451,426563086.8611449,313276755.11626536,113286331.74487954,0.7344206865659789
1452,358264547.08863276,211388356.81973937,146876190.2688934,0.5900342597043045
1453,388866218.0014695,269996255.1920784,118869962.80939108,0.694316561052002
1454,388562677.2869679,332449871.2422616,56112806.044706285,0.8555887908831118
1455,370238881.91268456,234507606.4499558,135731275.46272877,0.6333954047140327
1456,436981011.24211353,332972691.6764317,104008319.56568182,0.7619843496859524
1457,415796016.9908123,333996924.3946438,81799092.59616852,0.8032711010842223
1458,383275484.1093453,379231703.3799404,4043780.7294049263,0.9894494145932609
1459,418258042.43077374,270866031.6846183,147392010.74615544,0.6476050767857012
1460,421319894.6494011,305095623.220476,116224271.42892516,0.724142455875148
1461,362768339.6726695,250246444.96605763,112521894.70661184,0.6898243799110424
1462,407003408.380851,329535985.158545,77467423.22230595,0.8096639447554299
1463,354819728.55390126,330989056.33338904,23830672.22051221,0.9328372401454784
1464,381213843.67312825,314647258.0805443,66566585.592583954,0.8253825596909291
1465,345282210.9278705,322797414.81704754,22484796.110822976,0.934879946318694
1466,364262990.35925585,242682980.19316643,121580010.16608942,0.6662301321191575
1467,420957354.4796861,272697755.92891276,148259598.55077332,0.6478037573805405
1468,389216353.5378802,290060711.92760515,99155641.61027503,0.7452428688851976
1469,406512247.94730306,384881812.7386275,21630435.208675563,0.946790200497281
1470,405602594.92870724,264282925.1299204,141319669.79878685,0.6515809524748564
1471,425380665.299713,408370970.35452133,17009694.94519168,0.9600130040390833
1472,425979531.5846762,327554009.21747565,98425522.36720055,0.7689430710413476
1473,349280606.2110866,334506234.62703794,14774371.584048629,0.9577005670474593
1474,407593812.6879249,298052882.51498175,109540930.17294317,0.731249771799619
1475,391372024.71333915,246498574.71433443,144873449.99900472,0.6298318713374635
1476,367936763.7355821,282767565.3055925,85169198.42998964,0.7685221841783755
1477,384719009.97823805,380373049.15180594,4345960.826432109,0.9887035454092119
1478,443576722.837127,346446866.88556814,97129855.95155883,0.7810303134702063
1479,466236178.7654463,305773182.19857496,160462996.56687135,0.6558332367261509
1480,369757041.1475209,298256585.0121639,71500456.13535702,0.8066285474552175
1481,394955623.52920604,240143462.99282476,154812160.53638127,0.6080264431911975
1482,383308762.04091626,315296528.83574414,68012233.20517212,0.8225654095590119
1483,404503236.2969805,249516964.16093063,154986272.13604987,0.6168478809839208
1484,405580467.0429676,364192104.0068947,41388363.03607291,0.8979527704136496
1485,413887012.4290349,347030494.831943,66856517.59709191,0.838466741914123
1486,423725569.13131416,324615283.05949533,99110286.07181883,0.7660979339174498
1487,437878815.48765486,216004859.2860244,221873956.20163047,0.49329826346009703
1488,419543080.795242,304756326.92348063,114786753.87176138,0.7264005554466931
1489,384969637.0657041,304527332.94138736,80442304.12431675,0.79104247094015
1490,398264231.6938999,244836268.30269596,153427963.39120397,0.614758365975666
1491,420944402.8138085,264831520.37663102,156112882.43717748,0.6291365762470321
1492,396637578.87248117,238743231.39330247,157894347.4791787,0.6019178315679925
1493,440255111.6024106,328640125.4166087,111614986.18580192,0.7464765695063635
1494,435841925.5772526,297703607.34361786,138138318.23363477,0.6830540842286411
1495,410592657.8082167,239956766.58176893,170635891.22644776,0.5844156295017094
1496,412690685.04553556,259098316.15440875,153592368.8911268,0.6278269065506538
1497,395680321.379899,218421950.6050063,177258370.77489272,0.5520162080420873
1498,402365188.20920646,318513266.56716233,83851921.64204413,0.7916024444976437
1499,339644525.5993506,182061243.81286296,157583281.7864876,0.536034677701901
1500,405627408.8806966,357587792.9033199,48039615.9773767,0.881567135441022
1501,349805476.45294946,291905613.0541245,57899863.39882499,0.8344798257993745
1502,387488420.7953612,250695475.03311804,136792945.76224318,0.6469753974029441
1503,397953030.2516537,248683565.09385884,149269465.15779483,0.62490682615634
1504,440826386.9222358,252841971.18971053,187984415.73252526,0.5735636039280771
1505,451761471.86033964,280684588.2333561,171076883.62698352,0.6213114789924553
1506,413983315.5605571,231725556.71043292,182257758.8501242,0.5597461250259886
1507,407892851.82969946,338951725.1325322,68941126.69716728,0.8309822631411273
1508,399009860.90413487,296406455.11940265,102603405.78473222,0.7428549621499618
1509,407767633.2717581,271799971.10895205,135967662.16280603,0.6665560209576763
1510,401461979.7548203,259976127.71394184,141485852.04087844,0.6475734710238656
1511,412225942.6500877,307923018.5039482,104302924.1461395,0.7469763220732675
1512,419937528.10094136,274334008.9504417,145603519.15049964,0.6532733813790021
1513,405005341.7509937,341406302.9508664,63599038.80012733,0.8429674074787156
1514,383500411.2428808,290233643.461672,93266767.78120881,0.7568013878291762
1515,408436679.4591546,324209973.8681484,84226705.59100622,0.7937827089806482
1516,341789819.0473703,228043442.87407273,113746376.17329758,0.6672037321347687
1517,358490417.1943447,301985296.3539342,56505120.84041047,0.8423803869497077
1518,384498611.0849835,308131448.279563,76367162.80542052,0.8013850749943502
1519,373482908.58133405,229603974.7369343,143878933.84439975,0.614764342521267
1520,355923103.5058915,299162503.1333566,56760600.37253493,0.8405256646353237
1521,348445650.5240154,290646623.4652188,57799027.058796644,0.8341232643544992
1522,418594735.22065866,302012756.3823421,116581978.83831656,0.7214920087877805
1523,382302905.4860436,289521608.7161482,92781296.76989537,0.757309464724216
1524,355922299.1937113,251135829.8797091,104786469.31400219,0.7055917273197542
1525,392622400.6394979,181194342.3614365,211428058.2780614,0.4614977190967955
1526,430126287.5501618,341690204.9383411,88436082.6118207,0.7943950761170179
1527,399035860.49962914,292767681.9254492,106268178.57417995,0.733687647919356
1528,404972743.8813102,352844256.9980672,52128486.883243024,0.8712790239075425
1529,436488752.7793817,295675895.5463282,140812857.2330535,0.6773963674059987
1530,428439182.57158756,435060502.1255861,-6621319.55399853,1.0154545144873444
1531,384828036.9729995,258570796.01626098,126257240.95673853,0.6719125717817773
1532,409402755.00520146,298185602.0964841,111217152.90871733,0.7283429299167654
1533,381422224.388445,327986420.1702176,53435804.218227446,0.8599038000370745
1534,367855884.4239999,232496526.68089235,135359357.74310756,0.6320315550883264
1535,385499699.67057234,305353587.3374894,80146112.33308291,0.7920981199166393
1536,439814659.86400896,273315021.7157537,166499638.1482553,0.621432268311072
1537,415078571.4260617,334508998.4499922,80569572.97606951,0.8058932006553332
1538,385859169.2108842,277434134.5514578,108425034.65942639,0.7190036072457081
1539,430104999.6522103,381750959.9502187,48354039.70199162,0.8875761971121204
1540,359072891.079177,300307254.65797025,58765636.42120677,0.8363406487062018
1541,385940869.1889009,284646824.4636169,101294044.72528398,0.7375399891227766
1542,433945724.60463566,372760060.4640429,61185664.140592754,0.8590015739955993
1543,350884404.2693203,283208720.9782039,67675683.29111642,0.8071282665525021
1544,387797244.37900347,240596038.15974036,147201206.2192631,0.6204170907532292
1545,412906378.3583472,310226917.19216937,102679461.16617781,0.7513250786427285
1546,347279212.1590781,266531018.22809032,80748193.9309878,0.7674833646708473
1547,399755375.7652476,362537144.10897297,37218231.65627462,0.9068974830293948
1548,415966014.10061365,229880022.8632185,186085991.23739517,0.5526413578769328
1549,416468954.07796985,275787428.8494722,140681525.22849762,0.6622040518243294
1550,399220771.8040612,354350952.6109357,44869819.19312549,0.887606501559624
1551,407053546.4148096,324375225.27767503,82678321.13713455,0.796885884264276
1552,450474140.2012157,300876317.37167984,149597822.82953584,0.6679102983298572
1553,390739771.34591913,349686849.82839763,41052921.5175215,0.8949353904361641
1554,367422405.2925771,263384658.32049134,104037746.97208574,0.7168443037945906
1555,442404942.7113957,387118733.8682916,55286208.843104064,0.8750325696990003
1556,438757336.6425713,419541476.8761086,19215859.766462684,0.9562039009683463
1557,396664718.2684463,312723678.1260235,83941040.14242285,0.788382892966006
1558,396443625.9934373,234192158.13346106,162251467.85997623,0.5907325601379144
1559,412705173.5357109,270104111.7474793,142601061.78823155,0.6544723184191137
1560,395009381.63199866,325016034.92761105,69993346.7043876,0.8228058624450715
1561,371569908.8179259,208231653.05143267,163338255.7664932,0.5604104318185489
1562,447558783.6227171,295788786.32752365,151769997.29519343,0.6608937130744987
1563,401669270.1070864,240187808.73186848,161481461.37521794,0.5979740712249
1564,398808818.5561864,227371316.07636768,171437502.4798187,0.5701260992661183
1565,365900750.0506813,210845048.06417927,155055701.98650202,0.5762356268331642
1566,414094007.46227574,289011377.68022287,125082629.78205287,0.6979366338851257
1567,378365604.3316461,333999321.52535915,44366282.80628693,0.8827422939654977
1568,386218353.3992607,324645183.01906073,61573170.38019997,0.8405741989258922
1569,414088238.1878463,280664780.62097436,133423457.56687194,0.6777897914928317
1570,349670420.37589985,217811396.43179074,131859023.94410911,0.6229048376400866
1571,443009305.0494172,314386111.1544446,128623193.89497262,0.7096602883304565
1572,415554612.27335054,337501676.819213,78052935.45413756,0.8121716541006779
1573,391887481.4391052,250632954.75208664,141254526.68701857,0.6395533581009071
1574,420017860.91594815,289477870.6697851,130539990.24616307,0.6892037163336583
1575,384922440.53437364,308493948.0310177,76428492.50335592,0.8014444354107985
1576,398857555.98508316,295171670.90074825,103685885.08433491,0.7400428209809001
1577,410688737.19993997,374445387.2558746,36243349.94406539,0.9117498322667158
1578,379290294.2498257,230598372.4754027,148691921.774423,0.6079733016408676
1579,348814894.36909,329810748.9312116,19004145.43787843,0.9455179645575293
1580,404271682.38726395,258756941.78386113,145514740.60340282,0.640057053355496
1581,382851157.75275266,223845149.09822714,159006008.65452552,0.58467930569192
1582,405444023.2988529,377166833.52491564,28277189.773937285,0.9302562421715755
1583,442798318.2383851,277663106.8990833,165135211.33930176,0.6270645019694959
1584,395971761.32360166,294733484.65466654,101238276.66893512,0.7443295543840569
1585,404248196.4621022,303639021.02295244,100609175.43914974,0.7511202862012478
1586,392647562.6526419,233490748.99380314,159156813.65883875,0.5946573242843791
1587,384077062.4395778,281889490.18752146,102187572.25205636,0.7339399244438548
1588,362321789.6550413,318411095.4180585,43910694.23698276,0.8788074703462102
1589,382447677.3908091,268461233.5884016,113986443.8024075,0.7019554555016189
1590,443307704.9207878,381437348.97722894,61870355.94355887,0.8604347380909743
1591,424696230.1313883,377420387.6190705,47275842.51231784,0.8886831594956892
1592,383802637.2037254,354993844.6080121,28808792.595713317,0.9249385235974255
1593,416676425.6039796,271439635.5176288,145236790.0863508,0.6514398675763151
1594,343647232.6071572,235463253.98299107,108183978.6241661,0.6851888554335096
1595,405289442.654798,304859710.0691179,100429732.58568007,0.7522024459166081
1596,374827972.1308275,334377220.01802856,40450752.11279893,0.8920818212076225
1597,416978678.79579914,314652632.74227107,102326046.05352807,0.7546012511981729
1598,412344579.2896058,316472052.5789155,95872526.71069032,0.7674941504606144
1599,385687376.1944159,287726323.073879,97961053.12053692,0.7460091795403823
1600,416408754.08103305,324172214.31503874,92236539.76599431,0.778495195257002
1601,423346868.1357865,273929134.6671374,149417733.4686491,0.6470560084060334
1602,397997205.9574566,255195525.3559084,142801680.6015482,0.6411992886783914
1603,395614498.7410771,240816697.4441624,154797801.29691473,0.6087155506446006
1604,408817284.37247074,233896502.79893783,174920781.5735329,0.5721296817427031
1605,381395050.65204763,247588860.68299267,133806189.96905497,0.6491664227412108
1606,413515265.9628471,340021940.2826895,73493325.6801576,0.8222717956759529
1607,394449544.05364054,238775205.70331067,155674338.35032988,0.6053377657621022
1608,433338009.61206555,340986522.34696156,92351487.265104,0.7868834830626115
1609,361866483.8997119,254432232.0930809,107434251.806631,0.7031107975271745
1610,423380168.4075241,288473567.2224372,134906601.1850869,0.6813582419495079
1611,399143150.8245855,307701002.25144297,91442148.57314253,0.7709038765058772
1612,430679740.09945583,275336582.97829866,155343157.12115717,0.6393070240887483
1613,391915337.41275537,313365885.9096711,78549451.50308424,0.7995754592774257
1614,362306741.39827776,282228485.36833,80078256.02994776,0.7789766325603115
1615,375503772.33743787,269932396.41524196,105571375.92219591,0.7188540203869733
1616,400497291.395173,295375024.4726078,105122266.92256522,0.7375206544934146
1617,370953093.3054331,243692465.61133993,127260627.69409317,0.6569360655275354
1618,398537605.3852432,285666450.75439227,112871154.63085091,0.7167866893721486
1619,441517083.3912998,308931890.474686,132585192.91661376,0.6997054068707268
1620,399298110.81709033,229155369.97699258,170142740.84009776,0.5738954524680023
1621,394986353.3557257,339871401.33452916,55114952.021196544,0.8604636551289663
1622,361701569.31156653,310101731.2713,51599838.040266514,0.8573414040241034
1623,374306102.0649387,258111878.27325773,116194223.79168099,0.6895743265988158
1624,387257444.2257611,215966836.73791748,171290607.48784363,0.5576828540241421
1625,422114767.89286923,292759112.63451177,129355655.25835747,0.6935533530274701
1626,417398066.82213944,293309050.015625,124089016.80651444,0.7027082138849701
1627,415787087.27470857,318062576.4183683,97724510.85634029,0.7649650173196115
1628,400876016.0072726,199085918.36884078,201790097.63843182,0.4966271625619753
1629,408861589.3662836,278251611.6727572,130609977.69352639,0.680552096136089
1630,363773971.56482136,288882485.6427904,74891485.92203099,0.7941263208033399
1631,377673967.95914775,229336582.16662005,148337385.7925277,0.6072342857144629
1632,408908353.9686084,318251580.2451256,90656773.72348279,0.7782956184591855
1633,405398309.61373633,231873397.01531187,173524912.59842446,0.5719643903701546
1634,412700283.25303984,341278044.40115446,71422238.85188538,0.8269392056411696
1635,395547394.2155174,263696169.85677624,131851224.35874116,0.6666613753827414
1636,394697452.8037436,245293157.4550919,149404295.3486517,0.6214713465026075
1637,408633380.5874045,234925208.63769865,173708171.94970584,0.5749045961443412
1638,357434965.37007076,266192507.2869338,91242458.08313695,0.7447299035541503
1639,405276144.714382,358864016.6829882,46412128.03139377,0.8854802370267743
1640,381269196.67928207,287984652.5957173,93284544.08356476,0.7553315481658637
1641,371824521.3550895,351476626.8461182,20347894.508971274,0.9452755444024651
1642,414300815.77778596,199508738.6590824,214792077.11870354,0.4815552638595111
1643,421890305.75636166,330430916.3633143,91459389.39304739,0.78321523830921
1644,429089410.9104506,269792382.7408889,159297028.16956168,0.6287556296680404
1645,375036492.0324252,180181562.176298,194854929.85612723,0.4804374134363429
1646,410461919.2916461,260048230.52308863,150413688.7685575,0.6335501986928931
1647,436074976.6322529,309504034.9955592,126570941.63669366,0.7097495879855715
1648,417518023.9122246,283945417.24884593,133572606.66337866,0.6800794240886238
1649,349065965.8731589,207071731.31059116,141994234.5625677,0.5932166167865114
1650,409992398.44702893,347773850.3249021,62218548.12212682,0.848244630003389
1651,438440369.8774834,366624940.7562099,71815429.12127352,0.8362025167952909
1652,363036516.09968233,301134944.3079294,61901571.791752934,0.8294894065842235
1653,379383532.2439277,340340646.9806587,39042885.26326901,0.8970886136455547
1654,432215954.45693254,323376443.3310303,108839511.12590224,0.7481825693763293
1655,386189097.58552164,349000024.53786105,37189073.04766059,0.9037024264015504
1656,397244739.24567264,320519561.5054514,76725177.74022126,0.8068566549530283
1657,455885388.45213914,321858167.2778945,134027221.17424464,0.706006762731955
1658,381730637.2960586,296460313.85536575,85270323.44069284,0.7766217455201014
1659,410762897.7391848,374335172.5303509,36427725.20883387,0.9113169046928776
1660,453639938.4131025,398025940.2816578,55613998.13144469,0.8774049782168862
1661,443023032.48356235,376877085.3882605,66145947.09530187,0.8506941123930027
1662,425162059.93808633,234751068.72192574,190410991.2161606,0.5521449132975578
1663,411475505.14790004,330297628.02182084,81177877.1260792,0.8027151650329689
1664,352748688.01191425,286985289.742807,65763398.26910728,0.8135686949262697
1665,414447308.193074,340383408.4208013,74063899.7722727,0.821294774249639
1666,407962930.0240369,346457347.1414257,61505582.882611156,0.8492373243838912
1667,362398182.2242285,319964626.39979076,42433555.82443774,0.8829090268499674
1668,419058594.1110426,278239583.1930311,140819010.91801155,0.6639634339996445
1669,384396536.1931994,221783055.2414683,162613480.9517311,0.5769642396829485
1670,407768055.2747153,284130137.55275023,123637917.72196507,0.6967935174846651
1671,388226458.9477532,338767684.52064675,49458774.42710644,0.8726032878821314
1672,389521955.4059903,263158171.1888138,126363784.2171765,0.6755926528314168
1673,425230982.6598734,337319052.37331694,87911930.28655648,0.7932607597483695
1674,382507223.5183088,340514703.4779898,41992520.040319026,0.890217707121787
1675,380844090.61715466,227561681.07138,153282409.54577467,0.5975192649113137
1676,412204705.43328595,321397058.0492374,90807647.38404858,0.7797025453928363
1677,394099158.839956,249437565.61819512,144661593.22176087,0.6329309769460633
1678,410790216.30075103,347648624.473201,63141591.82755005,0.8462923669503308
1679,412350161.60993475,407611158.47468066,4739003.135254085,0.9885073329018433
1680,345395331.0803698,258424071.574344,86971259.50602576,0.7481979295030237
1681,370712064.29315937,260990289.02730408,109721775.26585528,0.7040242661779488
1682,347248855.0328084,309807572.95337313,37441282.07943529,0.8921773778753056
1683,403231410.1985509,277662961.3845711,125568448.8139798,0.6885945746335833
1684,408019121.53060097,289645686.04404557,118373435.4865554,0.7098826274550529
1685,436002679.037858,367515109.24096215,68487569.79689586,0.8429193830917973
1686,404297644.7901999,209171798.70210704,195125846.08809283,0.5173708068733656
1687,374369951.3823129,218326195.8139041,156043755.5684088,0.5831830119051027
1688,399688295.68119687,200857763.60515836,198830532.0760385,0.5025360156289601
1689,443572910.4816072,239819905.84812474,203753004.63348246,0.5406549863194788
1690,417467219.9509047,357781097.4129873,59686122.537917435,0.8570280019951346
1691,446352822.2950757,312076910.50502527,134275911.79005045,0.6991709134947889
1692,434311372.57833403,337166002.2214117,97145370.35692233,0.7763232176486449
1693,402909696.9272039,310280639.55144763,92629057.37575626,0.7700997070008665
1694,453969311.7798778,330617531.1791838,123351780.600694,0.7282816758756917
1695,372275427.28648233,301671356.3473631,70604070.93911922,0.8103445305166858
1696,460209426.2998435,287418722.3920162,172790703.90782732,0.6245389728387533
1697,432891017.1434748,389476275.5108434,43414741.63263142,0.8997097654760475
1698,402899330.52684337,317158485.1974442,85740845.32939917,0.7871904000999906
1699,372486191.4063011,239728048.77076593,132758142.63553515,0.6435890894792258
1700,369018377.3662911,301624702.50799793,67393674.85829318,0.8173704102779749
1701,379660820.87495416,298283237.66766787,81377583.2072863,0.7856571478201355
1702,378380631.377146,339078379.11706686,39302252.260079145,0.8961303803605498
1703,389159923.0490898,353585726.94797283,35574196.101116955,0.9085872054285777
1704,393303175.2791322,241465684.74768794,151837490.53144425,0.6139428815348789
1705,415619867.1330602,356345401.6080861,59274465.52497411,0.857382983316345
1706,389472720.0237953,220764074.93334222,168708645.0904531,0.56682808213077
1707,398694144.994105,233586197.5563164,165107947.43778858,0.5858781737559005
1708,381192025.5932486,178730598.818325,202461426.7749236,0.46887286936332634
1709,404085753.68777984,356452891.8888392,47632861.79894066,0.8821218977302907
1710,426387256.8493694,352765995.2491315,73621261.6002379,0.8273370969286584
1711,444294170.10678625,289299134.73105264,154995035.3757336,0.6511432159047226
1712,422068888.02898234,309086741.23462623,112982146.79435611,0.7323134919468456
1713,387547839.0303706,325623472.2128434,61924366.817527175,0.8402149087646585
1714,352457724.50521153,300566597.47819054,51891127.02702099,0.8527734720529477
1715,412749377.1339515,324705293.1262054,88044084.0077461,0.7866887537926611
1716,382041376.633284,308594608.74352306,73446767.88976091,0.8077517976272465
1717,393355665.2210052,267059350.26539132,126296314.95561388,0.6789259031399616
1718,411218084.47859776,331922315.2427025,79295769.23589528,0.8071685749510797
1719,407721201.9466804,237058139.1749485,170663062.7717319,0.5814221532829428
