threshold,TP,TN,FP,FN,TPR,FPR,FN_rate,FP_rate,score,youden
1.2052193160312115,148,42,256,4,0.9736842105263158,0.8590604026845637,0.008888888888888889,0.5688888888888889,0.5866666666666667,0.11462380784175208
1.2373520981578534,148,38,260,4,0.9736842105263158,0.87248322147651,0.008888888888888889,0.5777777777777777,0.5955555555555555,0.10120098904980579
1.2694848802844954,149,37,261,3,0.9802631578947368,0.8758389261744967,0.006666666666666667,0.58,0.5933333333333333,0.10442423172024018
1.3016176624111373,149,35,263,3,0.9802631578947368,0.8825503355704698,0.006666666666666667,0.5844444444444444,0.5977777777777777,0.09771282232426703
1.3337504445377792,149,32,266,3,0.9802631578947368,0.8926174496644296,0.006666666666666667,0.5911111111111111,0.6044444444444445,0.08764570823030726
1.3658832266644212,149,32,266,3,0.9802631578947368,0.8926174496644296,0.006666666666666667,0.5911111111111111,0.6044444444444445,0.08764570823030726
1.3980160087910631,150,30,268,2,0.9868421052631579,0.8993288590604027,0.0044444444444444444,0.5955555555555555,0.6044444444444443,0.08751324620275513
1.4301487909177046,150,29,269,2,0.9868421052631579,0.9026845637583892,0.0044444444444444444,0.5977777777777777,0.6066666666666666,0.08415754150476862
1.4622815730443466,150,29,269,2,0.9868421052631579,0.9026845637583892,0.0044444444444444444,0.5977777777777777,0.6066666666666666,0.08415754150476862
1.4944143551709885,150,29,269,2,0.9868421052631579,0.9026845637583892,0.0044444444444444444,0.5977777777777777,0.6066666666666666,0.08415754150476862
1.5265471372976305,150,27,271,2,0.9868421052631579,0.9093959731543624,0.0044444444444444444,0.6022222222222222,0.611111111111111,0.07744613210879547
1.5586799194242724,150,27,271,2,0.9868421052631579,0.9093959731543624,0.0044444444444444444,0.6022222222222222,0.611111111111111,0.07744613210879547
1.5908127015509144,150,27,271,2,0.9868421052631579,0.9093959731543624,0.0044444444444444444,0.6022222222222222,0.611111111111111,0.07744613210879547
1.6229454836775563,150,26,272,2,0.9868421052631579,0.912751677852349,0.0044444444444444444,0.6044444444444445,0.6133333333333333,0.07409042741080885
1.6550782658041978,150,24,274,2,0.9868421052631579,0.9194630872483222,0.0044444444444444444,0.6088888888888889,0.6177777777777778,0.0673790180148357
1.6872110479308402,150,22,276,2,0.9868421052631579,0.9261744966442953,0.0044444444444444444,0.6133333333333333,0.6222222222222221,0.060667608618862556
1.7193438300574817,150,21,277,2,0.9868421052631579,0.9295302013422819,0.0044444444444444444,0.6155555555555555,0.6244444444444444,0.05731190392087593
1.7514766121841232,150,21,277,2,0.9868421052631579,0.9295302013422819,0.0044444444444444444,0.6155555555555555,0.6244444444444444,0.05731190392087593
1.7836093943107656,150,20,278,2,0.9868421052631579,0.9328859060402684,0.0044444444444444444,0.6177777777777778,0.6266666666666666,0.05395619922288941
1.815742176437407,150,20,278,2,0.9868421052631579,0.9328859060402684,0.0044444444444444444,0.6177777777777778,0.6266666666666666,0.05395619922288941
1.8478749585640495,150,20,278,2,0.9868421052631579,0.9328859060402684,0.0044444444444444444,0.6177777777777778,0.6266666666666666,0.05395619922288941
1.880007740690691,150,20,278,2,0.9868421052631579,0.9328859060402684,0.0044444444444444444,0.6177777777777778,0.6266666666666666,0.05395619922288941
1.9121405228173334,151,20,278,1,0.993421052631579,0.9328859060402684,0.0022222222222222222,0.6177777777777778,0.6222222222222222,0.06053514659131054
1.9442733049439749,151,19,279,1,0.993421052631579,0.9362416107382551,0.0022222222222222222,0.62,0.6244444444444445,0.05717944189332391
1.9764060870706164,151,19,279,1,0.993421052631579,0.9362416107382551,0.0022222222222222222,0.62,0.6244444444444445,0.05717944189332391
2.0085388691972588,151,18,280,1,0.993421052631579,0.9395973154362416,0.0022222222222222222,0.6222222222222222,0.6266666666666667,0.053823737195337396
2.0406716513239003,151,16,282,1,0.993421052631579,0.9463087248322147,0.0022222222222222222,0.6266666666666667,0.6311111111111112,0.04711232779936425
2.0728044334505427,151,15,283,1,0.993421052631579,0.9496644295302014,0.0022222222222222222,0.6288888888888889,0.6333333333333334,0.04375662310137762
2.104937215577184,151,15,283,1,0.993421052631579,0.9496644295302014,0.0022222222222222222,0.6288888888888889,0.6333333333333334,0.04375662310137762
