municipio,date,et_real_mm,ndvi_mean,precip_mm,temp_mean,anio,mes,tipo_dato
Norcasia,2026-02-01,92.25415441176473,0.715278973179493,215.91057942713715,25.271798707737215,2026,2,pronosticado
Norcasia,2026-03-01,115.3845735294118,0.7252283115567695,336.4000185644717,25.076442617221286,2026,3,pronosticado
Norcasia,2026-04-01,112.74949816176475,0.7280091489494067,415.39567182196436,24.71336385395844,2026,4,pronosticado
Norcasia,2026-05-01,110.03362867647061,0.7799956145122072,392.21032198515815,24.836232518119544,2026,5,pronosticado
Norcasia,2026-06-01,104.45155147058827,0.8096743138672385,228.44665162899332,25.331291817120864,2026,6,pronosticado
Norcasia,2026-07-01,106.1082867647059,0.7990786421952505,173.23659909845233,25.89444429797687,2026,7,pronosticado
Norcasia,2026-08-01,112.45850000000003,0.7920761536214395,269.20167157311454,26.1138383109878,2026,8,pronosticado
Norcasia,2026-09-01,118.36270588235297,0.7770292250652441,316.40170309113483,25.919064812462732,2026,9,pronosticado
Norcasia,2026-10-01,108.88842095588238,0.7461343556024802,503.4920244507802,24.33222442478966,2026,10,pronosticado
Norcasia,2026-11-01,102.37636580882356,0.713636193957666,467.4238438932161,23.524591295141374,2026,11,pronosticado
Norcasia,2026-12-01,106.52015992647061,0.7326987897976368,278.78352675037985,23.802184349827996,2026,12,pronosticado
Norcasia,2027-01-01,93.86309191176473,0.7243205887295525,212.08815948466608,24.418633354939125,2027,1,pronosticado
Norcasia,2027-02-01,92.25415441176473,0.715278973179493,215.91057942713715,25.271798707737215,2027,2,pronosticado
Norcasia,2027-03-01,115.3845735294118,0.7252283115567695,336.4000185644717,25.076442617221286,2027,3,pronosticado
Norcasia,2027-04-01,112.74949816176475,0.7280091489494067,415.39567182196436,24.71336385395844,2027,4,pronosticado
Norcasia,2027-05-01,110.03362867647061,0.7799956145122072,392.21032198515815,24.836232518119544,2027,5,pronosticado
Norcasia,2027-06-01,104.45155147058827,0.8096743138672385,228.44665162899332,25.331291817120864,2027,6,pronosticado
Norcasia,2027-07-01,106.1082867647059,0.7990786421952505,173.23659909845233,25.89444429797687,2027,7,pronosticado
Norcasia,2027-08-01,112.45850000000003,0.7920761536214395,269.20167157311454,26.1138383109878,2027,8,pronosticado
Norcasia,2027-09-01,118.36270588235297,0.7770292250652441,316.40170309113483,25.919064812462732,2027,9,pronosticado
Norcasia,2027-10-01,108.88842095588238,0.7461343556024802,503.4920244507802,24.33222442478966,2027,10,pronosticado
Norcasia,2027-11-01,102.37636580882356,0.713636193957666,467.4238438932161,23.524591295141374,2027,11,pronosticado
Norcasia,2027-12-01,106.52015992647061,0.7326987897976368,278.78352675037985,23.802184349827996,2027,12,pronosticado
Palestina,2026-01-01,96.37805741983595,0.7662070914054605,134.59601293975555,18.35554658593577,2026,1,pronosticado
Palestina,2026-02-01,91.87802386278896,0.7355012274725207,173.0165554926852,18.32521970623329,2026,2,pronosticado
Palestina,2026-03-01,114.04368754660702,0.742939569249334,218.862323511239,18.27534918867898,2026,3,pronosticado
Palestina,2026-04-01,104.47301267710664,0.7394809460695796,280.17859715111337,18.23868427951823,2026,4,pronosticado
Palestina,2026-05-01,97.25808351976139,0.7648078337237989,269.45737961347544,18.06850600714233,2026,5,pronosticado
Palestina,2026-06-01,92.78831096196868,0.7662022283498151,187.47118924692128,18.010859378170817,2026,6,pronosticado
Palestina,2026-07-01,96.15475018642805,0.7756923361799799,148.02460191712944,17.93847105384922,2026,7,pronosticado
Palestina,2026-08-01,106.03200596569725,0.769055954256746,185.13052622378194,17.861660892744652,2026,8,pronosticado
Palestina,2026-09-01,105.10898956002984,0.7614620983210296,171.6427523847425,17.843145703578696,2026,9,pronosticado
Palestina,2026-10-01,98.49889634601044,0.7589760031972006,277.77372082968185,17.80914861048075,2026,10,pronosticado
Palestina,2026-11-01,94.38287472035795,0.758159886613468,287.4786947309262,17.930793409728384,2026,11,pronosticado
Palestina,2026-12-01,92.41611111111112,0.7692451987443503,182.06712975029183,18.056272193089338,2026,12,pronosticado
Palestina,2027-01-01,96.37805741983595,0.7662070914054605,134.59601293975555,18.102712788237714,2027,1,pronosticado
Palestina,2027-02-01,91.87802386278896,0.7355012274725207,173.0165554926852,18.236083773164648,2027,2,pronosticado
Palestina,2027-03-01,114.04368754660702,0.742939569249334,218.862323511239,18.053800802961966,2027,3,pronosticado
Palestina,2027-04-01,104.47301267710664,0.7394809460695796,280.17859715111337,18.021358319945968,2027,4,pronosticado
Palestina,2027-05-01,97.25808351976139,0.7648078337237989,269.45737961347544,17.930713018300313,2027,5,pronosticado
Palestina,2027-06-01,92.78831096196868,0.7662022283498151,187.47118924692128,17.90428913913677,2027,6,pronosticado
Palestina,2027-07-01,96.15475018642805,0.7756923361799799,148.02460191712944,17.85968814681413,2027,7,pronosticado
Palestina,2027-08-01,106.03200596569725,0.769055954256746,185.13052622378194,17.815556460101345,2027,8,pronosticado
Palestina,2027-09-01,105.10898956002984,0.7614620983210296,171.6427523847425,17.803877589016867,2027,9,pronosticado
Palestina,2027-10-01,98.49889634601044,0.7589760031972006,277.77372082968185,17.726660890838914,2027,10,pronosticado
Palestina,2027-11-01,94.38287472035795,0.758159886613468,287.4786947309262,17.616658950345496,2027,11,pronosticado
Palestina,2027-12-01,92.41611111111112,0.7692451987443503,182.06712975029183,17.722177659171123,2027,12,pronosticado
Pensilvania,2026-01-01,83.7075082814071,0.566531999861052,178.22091066638347,16.13749199482164,2026,1,pronosticado
Pensilvania,2026-02-01,87.88865536609768,0.48751163151347526,212.817375157547,16.487527859080156,2026,2,pronosticado
Pensilvania,2026-03-01,93.3432280068188,0.48872812378764946,291.37508289033474,16.484415985794353,2026,3,pronosticado
Pensilvania,2026-04-01,85.9971237691618,0.5191816227146723,302.5909780717164,16.440390707245477,2026,4,pronosticado
Pensilvania,2026-05-01,85.26911026204338,0.6281948067491426,331.29782914676446,16.498551142025452,2026,5,pronosticado
Pensilvania,2026-06-01,82.68633668548941,0.6894006768851282,198.71542603746136,16.55121372420384,2026,6,pronosticado
Pensilvania,2026-07-01,87.61375308655178,0.7192301886848427,141.1957623933569,16.851789230386697,2026,7,pronosticado
Pensilvania,2026-08-01,92.84134142116557,0.6792616813949283,198.92499280462957,17.16571894151569,2026,8,pronosticado
Pensilvania,2026-09-01,86.86372344371252,0.6220271045760543,232.23679724259793,17.191891163676996,2026,9,pronosticado
Pensilvania,2026-10-01,93.10005614524005,0.5083302502284524,408.5180855135254,16.216482544770294,2026,10,pronosticado
Pensilvania,2026-11-01,83.69041097581241,0.5190794148222877,322.9866536134021,15.784504018552306,2026,11,pronosticado
Pensilvania,2026-12-01,83.9447870053316,0.5760970791628429,224.38366227428494,15.902277616205042,2026,12,pronosticado
Pensilvania,2027-01-01,82.10499539572128,0.566531999861052,178.22091066638347,16.13749199482164,2027,1,pronosticado
Pensilvania,2027-02-01,86.72413350846183,0.48751163151347526,212.817375157547,16.487527859080156,2027,2,pronosticado
Pensilvania,2027-03-01,91.81471694165838,0.48872812378764946,291.37508289033474,16.484415985794353,2027,3,pronosticado
Pensilvania,2027-04-01,83.70158704053264,0.5191816227146723,302.5909780717164,16.440390707245477,2027,4,pronosticado
Pensilvania,2027-05-01,85.08002343414476,0.6281948067491426,331.29782914676446,16.498551142025452,2027,5,pronosticado
Pensilvania,2027-06-01,82.5019219397763,0.6894006768851282,198.71542603746136,16.55121372420384,2027,6,pronosticado
