Municipio,Año,NDVI,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,Código Dane municipio,Área sembrada (ha),Área cosechada (ha),Producción (t),Rendimiento (t/ha)
La Merced,2022,0.6138875,31.73583333333333,0.9175,2723.89,81.66583333333334,89.2075,17.550833333333333,0.2108333333333333,17388,940.02,713.38,687.46,0.96
La Merced,2023,0.7340083333333333,31.58583333333333,0.8658333333333333,2048.06,81.68166666666667,87.69333333333333,18.084166666666665,0.2225,17388,945.69,743.21,796.68,1.07
La Merced,2024,0.6624208333333333,31.951666666666668,0.8191666666666667,2238.15,81.70583333333333,87.02333333333333,18.743333333333336,0.2125,17388,952.46,733.19,971.01,1.32
Manizales,2007,0.196375,31.97833333333333,0.7200000000000001,1164.3,78.91333333333334,85.51666666666667,15.911666666666669,0.3033333333333333,17001,9268.0,6424.0,10848.0,1.69
Manizales,2008,0.1632249999999999,31.9375,0.6641666666666667,1268.48,78.90083333333332,84.32416666666667,15.875,0.2975,17001,8536.0,6379.0,9706.0,1.52
Manizales,2009,0.2089625,31.988333333333333,0.8383333333333334,1809.62,78.89,86.99083333333334,16.05666666666667,0.2875,17001,8084.0,723.0,10411.0,1.44
Manizales,2010,0.1746583333333333,32.0175,0.8433333333333334,2306.36,78.91333333333334,87.40750000000001,16.170833333333334,0.2916666666666667,17001,7616.0,678.0,12713.0,1.87
Manizales,2011,0.1813791666666666,31.83083333333333,0.9225,2576.44,78.885,88.25,15.599166666666669,0.3058333333333333,17001,7592.0,6482.0,12121.0,1.87
Manizales,2012,0.1812583333333333,31.824166666666667,0.9133333333333332,2560.38,78.89999999999999,87.56583333333333,15.755,0.2891666666666666,17001,7592.0,6482.0,6482.0,1.0
Manizales,2013,0.2230124999999999,31.945000000000004,0.9308333333333332,2728.97,78.90666666666667,88.12333333333333,16.006666666666668,0.2825,17001,7147.0,5398.0,5262.0,0.97
Manizales,2014,0.2120416666666666,31.9275,0.8958333333333334,2404.87,78.91166666666666,87.52833333333332,16.063333333333333,0.2858333333333333,17001,6997.0,5417.0,5710.0,1.05
Manizales,2015,0.1877791666666666,31.936666666666667,0.775,1332.92,78.91666666666667,85.04583333333333,16.340833333333332,0.2841666666666667,17001,6842.0,5291.0,6406.0,1.21
Manizales,2016,0.1810333333333333,32.016666666666666,0.7200000000000001,1728.86,78.95833333333333,85.72666666666667,16.599166666666665,0.2733333333333334,17001,6583.0,499.0,6249.0,1.25
Manizales,2017,0.1995791666666666,31.851666666666663,0.8741666666666666,2211.96,78.94083333333333,87.38333333333333,16.140833333333333,0.2875,17001,6407.0,4606.0,7763.0,1.69
Manizales,2018,0.2246291666666666,31.7825,0.8775,1983.61,78.91916666666667,87.29166666666667,15.970833333333331,0.285,17001,6267.0,4586.0,7904.0,1.72
Manizales,2019,0.2380374999999999,31.7975,0.8383333333333334,1998.93,78.93833333333333,86.88416666666667,16.418333333333333,0.2766666666666666,17001,5075.0,3444.0,4597.0,1.33
Manizales,2020,0.2167166666666666,31.741666666666664,0.7908333333333334,1584.91,78.94500000000001,86.1475,16.459166666666665,0.2966666666666667,17001,4920.0,3362.0,4149.0,1.23
Manizales,2021,0.2145166666666666,31.83583333333333,0.7158333333333333,1228.52,78.92,84.85666666666667,16.411666666666665,0.2891666666666666,17001,4781.7,3268.13,4934.88,1.51
Manizales,2022,0.1900208333333333,31.73583333333333,0.89,2527.64,78.91666666666667,88.09166666666665,15.955833333333333,0.2791666666666667,17001,4765.43,3386.54,4076.85,1.2
Manizales,2023,0.212225,31.58583333333333,0.8483333333333333,1918.92,78.94,86.70083333333334,16.44666666666667,0.2908333333333333,17001,4778.52,3466.14,6275.13,1.81
Manizales,2024,0.2357375,31.951666666666668,0.8108333333333334,2077.82,78.97,86.6275,16.99416666666667,0.2783333333333333,17001,4778.01,3416.6,7611.86,2.23
Manzanares,2007,0.5963375,31.97833333333333,0.58,1228.15,87.47250000000001,77.55083333333333,21.71666666666667,0.13,17433,3984.0,3731.0,3743.0,1.0
