municipio,date,anio,mes,tipo_dato,precip_mm,precip_mean_mm,precip_max_mm,temp_mean,temp_min,temp_max,et_real_mm,et_potencial_mm,ndvi_mean,ndvi_min,ndvi_max
Neira,2022-08-01,2022,8,observado,149.9706702671716,4.837763557005536,17.149618009142987,15.30687530914968,9.17870457400503,23.82768679077631,98.6587862318841,98.67108242753623,0.6118836824551732,0.0321,0.9991
Neira,2022-09-01,2022,9,observado,141.34770134286265,4.711590044762088,12.29471971253048,15.36506998579595,9.453396174479614,24.72449885977051,95.64963768115943,95.64963768115943,0.5847887726251456,-0.0121,0.9981
Neira,2022-10-01,2022,10,observado,494.0151315509921,15.935971985515875,52.16195803503543,15.542054178392252,9.534666904834454,22.8018431417283,84.58084239130436,84.58084239130436,0.4574845226369153,-0.0092,0.9952
Neira,2022-11-01,2022,11,observado,249.95288527377343,8.331762842459115,24.58609517290944,15.388857921402046,10.479491603546364,22.95912423990034,83.11677989130436,83.11677989130436,0.6313005622402065,0.0266,0.9953
Neira,2022-12-01,2022,12,observado,133.53784130184147,4.307672300059402,21.26430891824561,15.24382086809636,8.70377150469341,22.084944034841417,90.82708333333336,90.91990489130436,0.6518650008184657,0.0063,0.9984
Neira,2023-01-01,2023,1,observado,190.79284802948183,6.154608000951027,51.66364069849698,15.115439986214977,8.28830717594254,23.30612206215317,97.1259963768116,97.1259963768116,0.7555360904980244,0.0407,0.9989
Neira,2023-02-01,2023,2,observado,92.83326313134818,3.315473683262435,34.58210587423763,15.659543547987148,9.15103670972674,23.312945520643503,91.66675724637685,92.12946105072469,0.7341244552100443,0.0393,0.996
Neira,2023-03-01,2023,3,observado,322.7387345856649,10.410926922118222,57.28618095905578,15.613940830698708,10.123832508652136,22.78212332669281,92.95745018115944,92.95745018115944,0.6955124643108899,0.0147,0.9944
Neira,2023-04-01,2023,4,observado,237.34888910998407,7.911629636999469,27.18485525645077,15.928380682375735,10.594852348517644,23.60416158973626,92.37518115942032,92.37518115942032,0.6950697621735742,0.0426,0.9968
Neira,2023-05-01,2023,5,observado,215.5870351964791,6.954420490209003,20.28226287086571,16.57338285058969,10.217588128206168,24.52296855321564,95.14150815217394,95.14150815217394,0.6753306457233244,0.0521,0.9989
Neira,2023-06-01,2023,6,observado,95.5820865463526,3.1860695515450868,14.33110034349146,16.215242328368845,10.657735338123588,24.64426640701796,93.91265851449276,93.915919384058,0.7601013813502158,0.0298,0.9986
Neira,2023-07-01,2023,7,observado,76.23187736732385,2.459092818300769,11.578720911141708,16.311128423101053,10.505020297589208,24.46831857023829,93.53654891304348,97.164990942029,0.7822174468349623,0.0759,0.9978
Neira,2023-08-01,2023,8,observado,117.1310820233876,3.778422000754439,22.704998103450965,16.380290448811294,9.228181507515586,24.829453470572595,101.59196105072463,103.10459692028988,0.7473258595802896,0.0458,0.9984
Neira,2023-09-01,2023,9,observado,77.20672542051169,2.573557514017056,13.404628910741534,16.47233752418299,9.427665096497964,25.208701333462194,109.0104393115942,109.05609148550728,0.7160870562086163,0.0489,0.995
Neira,2023-10-01,2023,10,observado,310.3130123755236,10.010097173403986,44.06519736546903,16.06702167000975,10.226067415289943,24.05785096494744,92.0970108695652,92.0970108695652,0.7719051970885346,0.0462,0.9966
Neira,2023-11-01,2023,11,observado,207.61018678477905,6.920339559492635,26.14632803057815,16.17262580244412,10.155121585550994,24.159818632793325,90.24227807971016,90.24227807971016,0.6923263445823247,0.0179,0.998
Neira,2023-12-01,2023,12,observado,143.81579342078163,4.639219142605859,24.83065790610614,16.693109827820216,9.15628573316424,24.252874247899708,90.30683876811592,90.51336050724638,0.6972147993636132,0.0291,0.9987
Neira,2024-01-01,2024,1,observado,38.07704428987259,1.2282917512862126,22.608317123700488,17.162160399907673,8.904818049639603,25.43233108620502,75.76413043478263,116.77375452898552,0.7887221733915067,0.1245,0.9938
Neira,2024-02-01,2024,2,observado,91.8855782869355,3.16846821679088,39.30200236433095,17.112041733793316,10.28138362539551,24.959402177843188,72.11841032608696,97.58118206521738,0.726423598024552,0.0178,0.9967
Neira,2024-03-01,2024,3,observado,102.23734937426472,3.297979012073055,30.59369131823575,17.444874517371225,11.24773245595232,25.70254250222705,107.59773550724636,113.92753623188406,0.6356996546140297,0.0106,0.9947
Neira,2024-04-01,2024,4,observado,229.30304545593253,7.643434848531085,29.984676596858648,17.040523070783568,10.468006535001404,25.76687387688916,99.52683423913044,99.52683423913044,0.6524143519992917,0.0587,0.997
Neira,2024-05-01,2024,5,observado,293.773283524542,9.47655753304974,30.60497205551356,17.02854392357683,11.756348812158288,24.34054457038292,89.97672101449275,89.97672101449275,0.8038079961464366,0.0426,0.9895
Neira,2024-06-01,2024,6,observado,222.7796758093129,7.425989193643763,27.638922774706167,16.228651430000316,10.641818861255194,24.80859742570832,83.7371829710145,83.7371829710145,0.7334153399375571,0.028,0.9994
Neira,2024-07-01,2024,7,observado,100.7634247612774,3.2504330568154,25.501923983499875,16.391789169068556,10.111807802932782,24.43355158934589,94.69952445652174,98.05939764492756,0.7146540115771931,0.031,0.998
Neira,2024-08-01,2024,8,observado,114.64244385774684,3.6981433502498975,42.30225264691715,16.354845123367376,9.361570061799918,24.519897616925142,102.02266757246376,105.97210144927536,0.8001257623815958,0.1026,0.9184
Neira,2024-09-01,2024,9,observado,119.12581713785475,3.9708605712618255,23.87282171734625,16.69262840609305,10.270363979914576,25.142154974581235,99.62620018115943,110.21469655797102,0.7306093806657915,0.0338,0.9962
Neira,2024-10-01,2024,10,observado,325.68144730408045,10.505853138841305,55.85084805174425,16.266568358581324,10.156087508895316,25.14375352772005,95.68410326086958,95.68410326086958,0.6859949058627346,0.0298,0.9996
Neira,2024-11-01,2024,11,observado,259.3877744385408,8.646259147951358,61.61032091303736,15.904057320177762,10.94418234568907,22.81499357810966,82.49189311594203,82.49189311594203,0.5532169992607063,0.0038,0.9973
Neira,2024-12-01,2024,12,observado,159.60009654339663,5.14839021107731,45.30172638168384,16.135893989302495,9.192219341473082,25.68470571775425,84.58940217391307,84.58940217391307,0.6876148236363333,0.0156,0.9978
Neira,2025-01-01,2025,1,observado,76.96695677614335,2.482805057294947,23.6622536802945,16.07866122411732,8.524323545683437,23.134091214521234,,,0.753741793124129,0.0499,0.9937
Neira,2025-02-01,2025,2,observado,422.92438285034297,15.104442244655106,91.69681455011236,15.979898684305912,10.72139206632564,22.93195347617216,,,0.5681832568492964,0.0153,0.9981
Neira,2025-03-01,2025,3,observado,220.28769626402803,7.106054718194453,31.93996877695171,16.03706782010427,10.587376621791316,23.592553710937523,,,0.6604163331164543,0.0241,0.999
Neira,2025-04-01,2025,4,observado,301.0228668115376,10.034095560384587,32.921458674192564,16.502298554003442,10.717118225497648,24.564862508511343,,,0.6722740713557444,0.0257,0.997
Neira,2025-05-01,2025,5,observado,235.55885626740172,7.598672782819412,29.22619774725727,16.155345700453406,11.1580446335779,25.40838774634847,,,0.7327922016028461,0.0429,0.9976
Neira,2025-06-01,2025,6,observado,214.35569274596577,7.145189758198859,29.34214805608003,15.884320065220756,9.595393945536506,23.857184149865887,,,0.7401228159717945,0.0806,0.9985
Neira,2025-07-01,2025,7,observado,46.623833644870274,1.5039946337054928,11.687668125379028,15.896823602734823,10.072110773289053,24.51006529721804,,,0.699450842950716,0.036,0.9983
Neira,2025-08-01,2025,8,observado,155.7310817962523,5.0235832837500745,37.37984684162176,15.758208996684584,9.418048399679025,25.12601235565948,,,0.72280480660766,0.0249,0.9961
Neira,2025-09-01,2025,9,observado,129.39374538519297,4.313124846173099,25.36158289041537,15.601033570809175,9.865200693672971,24.35539533182649,,,0.6899466940211564,0.0395,0.9977
Neira,2025-10-01,2025,10,observado,252.76380753944835,8.153671210949947,21.871294949463746,15.488626268216148,9.64764315903892,23.50657535417992,,,0.6658479703325774,0.0413,0.9942
Neira,2025-11-01,2025,11,observado,216.6957340748264,7.223191135827547,35.540601569223604,15.945786841828475,10.78828585763436,22.90575421534549,,,0.6660216619694842,0.0305,0.9917
Neira,2025-12-01,2025,12,observado,114.43500141652672,3.691451658597636,28.36463823212724,16.17768656154181,9.806990513232892,22.44843300835648,,,0.7696897121438974,0.0351,0.9968
Neira,2026-01-01,2026,1,pronosticado,109.34532625756182,3.527268588953607,34.17545824110451,16.10784273942055,9.429395425746021,23.671360978910993,90.90998820181798,98.83533544483481,0.7110494730654113,0.04439932116190853,0.9949709401098518
Neira,2026-02-01,2026,2,pronosticado,129.00140671646463,4.579325138655155,51.6697068638312,16.049304635651517,10.019075948699502,23.61150802249833,87.87694725095213,93.90090203760525,0.6721580535311068,0.025502484152712467,0.9949709384809763
Neira,2026-03-01,2026,3,pronosticado,184.55513209642572,5.953391357949217,37.20308845584254,16.084243404161235,10.5506024192378,24.001747257484816,105.76095897559345,105.84475798772701,0.6914892863380561,0.02887060648177248,0.9949709381477972
Neira,2026-04-01,2026,4,pronosticado,237.99448416387207,7.933149472129069,33.96848320202085,16.089123477339275,10.723257249890835,24.003417776690608,96.48827167408862,95.26046512761579,0.6939745628542987,0.03662631417508798,0.9949709388881952
Neira,2026-05-01,2026,5,pronosticado,229.42121191749607,7.4006842554031,27.988165871790702,16.00689699933811,10.87137334789269,23.79172035569827,92.90467383233238,91.73179535399485,0.7066586249304606,0.03814840457753314,0.9949709386660758
Neira,2026-06-01,2026,6,pronosticado,144.8382077858201,4.827940259527336,22.937703703462518,15.910989154155319,10.28079811546863,23.794029308326834,88.01686193306615,88.66410617821347,0.7081950565309164,0.035818531201847734,0.9949709383328967
Neira,2026-07-01,2026,7,pronosticado,99.73898810725656,3.217386713137308,17.912980373433406,15.959417892364467,9.891273269585795,23.696935795916353,89.23020099060506,95.14003528900992,0.6996705725712679,0.033927687200221435,0.9949709384069365
Neira,2026-08-01,2026,8,pronosticado,122.72641485235603,3.9589166081405174,27.128705841575655,15.967127385733415,9.643273929049409,24.027273306750743,97.47666398138352,100.24872481285163,0.7045653557302913,0.03129584417569243,0.9949709392213743
Neira,2026-09-01,2026,9,pronosticado,131.28668895226224,4.376222965075407,20.91544814330467,15.926163152100562,9.792074414707777,24.312617568017878,100.3497799324208,100.61653444484959,0.697678587450257,0.025835586670452434,0.994970938629056
Neira,2026-10-01,2026,10,pronosticado,286.7414267010114,9.249723441968108,39.5573488875608,16.069189979548092,10.123605006638348,23.460467068025203,93.14735946679816,91.99337336879785,0.6926277092097343,0.028008646674191416,0.9949709399247524
Neira,2026-11-01,2026,11,pronosticado,252.8128689485779,8.427095631619263,41.079093524478296,16.101106725226604,10.679008536965314,22.98902816007966,88.05673314013073,86.90282833118253,0.6926641134326612,0.03314221969981168,0.9949709408502498
Neira,2026-12-01,2026,12,pronosticado,153.120291064618,4.939364227890902,32.80659271877319,16.092006452893106,9.680724214892289,23.296539947504762,89.17916911747783,90.47030611933577,0.7143920151103554,0.03493836812027995,0.9949709389622351
Neira,2027-01-01,2027,1,pronosticado,109.34532625756182,3.527268588953607,34.341941123282574,16.178102191894162,9.433980119533482,23.67490575177464,91.78538639925812,101.07969933190738,0.7021015423281414,0.037099673933300346,0.9949709396393512
Neira,2027-02-01,2027,2,pronosticado,129.00140671646463,4.579325138655155,51.83618974600927,16.24706246468015,10.043786519830455,23.615052795361976,88.29943693416926,94.89230964797527,0.6939502465496866,0.02670077540351579,0.9949709396393518
Neira,2027-03-01,2027,3,pronosticado,184.55513209642572,5.953391357949217,37.369571338020606,16.270462625385495,10.578408503304937,24.005292030348464,106.12822362966675,106.40446419892683,0.6980019010857886,0.028684410767529513,0.9949709396393519
Neira,2027-04-01,2027,4,pronosticado,237.99448416387207,7.933149472129069,34.134966084198915,16.191024752908888,10.751539447380239,24.006962549554256,96.84880250941451,95.67143023626414,0.6985227929487682,0.02999493901375639,0.9949709396393517
Neira,2027-05-01,2027,5,pronosticado,229.42121191749607,7.4006842554031,28.154648753968768,16.052905934177023,10.899728775245944,23.79526512856192,93.26438358497843,92.09151227204028,0.7011812595949619,0.030713735902747584,0.9949709396393518
Neira,2027-06-01,2027,6,pronosticado,144.8382077858201,4.827940259527336,23.104186585640583,15.931882466154265,10.30916480613165,23.797574081190483,88.37647156766741,89.00616572385125,0.7015032819990974,0.033057134130988715,0.9949709396393519
Neira,2027-07-01,2027,7,pronosticado,99.73898810725656,3.217386713137308,18.079463255611472,15.956626839953106,9.919641692631483,23.700480568780005,89.58979841739443,95.47601105302195,0.6997166259462758,0.033314824882409,0.9949709396393519
