Municipio,Año,PRECTOTCORR_total_anual,PRECTOTCORR_prom_diario_anual,PRECTOTCORR_max_mes,PRECTOTCORR_min_mes,PRECTOTCORR_std_mes,T2M_prom_anual,T2M_max_mes,T2M_min_mes,T2M_std_mes,RH2M_prom_anual,RH2M_max_mes,RH2M_min_mes,RH2M_std_mes,GWETROOT_prom_anual,GWETROOT_max_mes,GWETROOT_min_mes,GWETROOT_std_mes,ALLSKY_SFC_LW_DWN_prom_anual,ALLSKY_SFC_LW_DWN_max_mes,ALLSKY_SFC_LW_DWN_min_mes,ALLSKY_SFC_LW_DWN_std_mes,PS_prom_anual,PS_max_mes,PS_min_mes,PS_std_mes,WS2M_prom_anual,WS2M_max_mes,WS2M_min_mes,WS2M_std_mes,NDVI_prom_anual,NDVI_max_anual,NDVI_min_anual,NDVI_std_anual,NDVI_min_prom_anual,NDVI_max_prom_anual,NDVI_std_prom_anual,n_observaciones_16d_anual,meses_disponibles,T2M_rango_anual,NDVI_rango_anual,GWETROOT_rango_anual,PRECTOTCORR_rango_mes,estres_termico_hidrico,exceso_humedad_proxy,NDVI_ajustado_temp,Código Dane municipio,Área sembrada (ha),Área cosechada (ha),Producción (t),Rendimiento (t/ha)
Filadelfia,2012,2925.64,7.986666666666667,319.61,167.91,52.264742040940575,17.435,17.83,17.2,0.2047836996354041,88.72166666666668,90.98,85.83,1.7749511303558545,0.95,0.99,0.88,0.0408989886516436,31.824166666666667,32.22,31.51,0.2284914294526894,81.64916666666666,81.74,81.58,0.0586915408700206,0.21,0.25,0.15,0.0319089614086986,0.7398875,0.86,0.5219499999999999,0.0857590788329301,0.7053250000000001,0.77445,0.0533222795449309,23,12,0.629999999999999,0.3380500000000001,0.1099999999999999,151.70000000000002,18.352631578947367,2779.358,0.0424369085173501,17272,2524.0,2343.0,2343.0,1.0
Filadelfia,2013,2976.77,8.164166666666667,348.44,106.64,61.40801227828252,17.649166666666666,18.26,16.96,0.3586453891401855,89.20833333333333,91.89,86.72,1.6029735626092665,0.96,0.99,0.92,0.024120907566221,31.945000000000004,32.31,31.46,0.2594925117153964,81.65333333333334,81.73,81.57,0.0558135423992368,0.2066666666666666,0.25,0.17,0.0226969494679684,0.7720041666666666,0.86155,0.6916,0.0451571068519942,0.7331583333333334,0.81085,0.0599305138272925,23,12,1.3000000000000007,0.16995,0.0699999999999999,241.8,18.38454861111111,2857.6992,0.0437416780773407,17272,2771.0,2182.0,2127.0,0.97
Filadelfia,2014,2677.38,7.348333333333333,298.2,117.49,59.501390740049104,17.731666666666666,18.5,17.17,0.3520029269850765,88.61416666666666,91.81,84.61,2.230330013629589,0.9275,0.99,0.77,0.069035563957348,31.9275,32.33,31.51,0.2850239224409705,81.65916666666666,81.75,81.56,0.0591543948007507,0.2091666666666667,0.24,0.17,0.0253908835942542,0.7304291666666667,0.82145,0.5055,0.0868612672817285,0.678775,0.7820833333333334,0.0796909342397238,23,12,1.3299999999999983,0.31595,0.2199999999999999,180.71,19.11769991015274,2483.26995,0.0411934862299088,17272,2586.0,2125.0,2240.0,1.05
Filadelfia,2015,1465.53,4.0225,192.82,31.93,47.42281789200408,18.1325,18.97,17.18,0.4827595863178865,85.45666666666666,90.59,78.54,3.7989839151908456,0.7816666666666667,0.92,0.64,0.1024990761229612,31.936666666666667,32.34,31.35,0.3279781958754229,81.65666666666667,81.72,81.58,0.042283315715288,0.2091666666666666,0.26,0.18,0.0235326980770985,0.7303833333333333,0.8183,0.6343,0.0662985682463441,0.6993166666666667,0.76145,0.0479289832775172,23,12,1.7899999999999991,0.184,0.28,160.89,23.19722814498934,1145.5559500000002,0.040280343765798,17272,2388.0,1989.0,2225.0,1.12
Filadelfia,2016,1906.77,5.2025,245.52,48.67,64.96543698208093,18.38416666666667,20.21,17.24,0.95941704206568,85.98833333333333,91.13,78.15,4.17399488899224,0.7541666666666668,0.96,0.58,0.1225826869974514,32.016666666666666,32.57,31.56,0.3382933996435964,81.69916666666667,81.81,81.58,0.0735413715763714,0.205,0.25,0.16,0.0284445233584763,0.6845041666666667,0.7843500000000001,0.3965499999999999,0.1312482198291974,0.6149916666666667,0.7540166666666667,0.1072423857321379,23,12,2.9700000000000024,0.3878000000000002,0.38,196.85,24.376795580110496,1438.0223750000002,0.0372333529758397,17272,2265.0,1849.0,2139.0,1.16
Filadelfia,2017,2357.33,6.426666666666667,326.12,77.83999999999999,70.53579548496614,17.761666666666667,18.31,17.19,0.3254879786450243,88.55333333333334,91.79,85.07,1.7533517685400255,0.9141666666666666,0.98,0.82,0.0538446136975874,31.851666666666663,32.41,31.55,0.2361368375764477,81.69166666666666,81.78,81.59,0.0560573299616067,0.2133333333333333,0.27,0.16,0.0274137766736936,0.7159833333333333,0.83595,0.4593,0.1159051950622759,0.6740750000000001,0.7578916666666666,0.0646552727743117,23,12,1.1199999999999974,0.37665,0.16,248.28000000000003,19.429352780309937,2154.9925083333333,0.0403105939757905,17272,2156.0,1684.0,1986.0,1.18
Filadelfia,2018,2106.68,5.783333333333334,288.92,77.19000000000001,64.57032435940513,17.603333333333335,18.19,17.13,0.2969950514841294,88.42583333333333,92.57,83.54,2.416355100082967,0.8958333333333334,0.98,0.75,0.0694731253904353,31.7825,32.12,31.18,0.299912866134027,81.67083333333333,81.76,81.59,0.0628791529744807,0.205,0.26,0.13,0.0387298334620741,0.7012333333333333,0.82945,0.4391,0.1356144322792535,0.6474416666666667,0.755025,0.0829886231374392,23,12,1.0600000000000025,0.39035,0.2299999999999999,211.73,19.650232558139532,1887.2341666666664,0.0398352584737739,17272,2107.0,1678.0,2025.0,1.21
Filadelfia,2019,2124.5,5.819166666666667,355.26000000000005,71.61,83.10345817477189,18.136666666666667,18.61,17.56,0.3346730652533309,87.56333333333333,91.12,81.26,3.1552505543310017,0.8441666666666667,0.97,0.65,0.1039631344916712,31.7975,32.52,31.29,0.3950172608426573,81.68333333333334,81.77,81.59,0.0586721760498443,0.2058333333333333,0.24,0.15,0.0250302846870576,0.7204875,0.8168500000000001,0.46245,0.0997814068237528,0.6591166666666667,0.7818583333333334,0.0946815980008786,23,12,1.0500000000000007,0.3544,0.3199999999999999,283.65000000000003,21.484698914116485,1793.4320833333334,0.0397254640691049,17272,2060.0,1562.0,2045.0,1.31
Filadelfia,2020,1701.71,4.655,211.73,61.38,44.43196033535346,18.094166666666663,18.72,17.5,0.4163577642830587,86.82333333333332,88.5,83.83,1.251735764545552,0.785,0.84,0.71,0.0360555127546398,31.741666666666664,32.35,31.33,0.3142330731199765,81.69166666666666,81.75,81.6,0.0460895044911814,0.2308333333333333,0.26,0.19,0.0267847763183537,0.7016041666666667,0.8210999999999999,0.35905,0.138390668133784,0.6554416666666666,0.7477666666666667,0.0712185093524159,23,12,1.2199999999999989,0.4620499999999999,0.13,150.35,23.04989384288747,1335.84235,0.038775157739603,17272,2023.0,1549.0,1874.0,1.21
Filadelfia,2021,1126.36,3.095,136.5,33.17,30.067363258745075,18.313333333333333,19.02,17.6,0.4496934983121745,83.28750000000001,88.95,76.77,3.957807301570359,0.6583333333333333,0.75,0.58,0.0502418393795691,31.83583333333333,32.38,31.56,0.2591053956609304,81.66583333333334,81.76,81.56,0.0736648841139065,0.2141666666666667,0.27,0.18,0.0290636709604442,0.7256625,0.8371,0.4522,0.0994444365759547,0.6704416666666667,0.7808833333333333,0.0851935106460482,23,12,1.4199999999999982,0.3848999999999999,0.17,103.33,27.81772151898734,741.5203333333334,0.0396248179832544,17272,1946.91,1497.52,1901.85,1.27
Filadelfia,2022,2723.89,7.47,317.7,113.46,66.39530876888179,17.550833333333333,18.05,17.11,0.2952797851447869,89.2075,91.94,86.94,1.5494581164218215,0.9175,0.99,0.72,0.0940140221649748,31.73583333333333,32.15,31.34,0.2582267619865553,81.66583333333334,81.73,81.59,0.0529937103186209,0.2108333333333333,0.25,0.19,0.0192865159365214,0.7161083333333332,0.78625,0.486,0.0864386667300034,0.6813083333333333,0.7509083333333333,0.0536886894224549,23,12,0.9400000000000012,0.30025,0.27,204.24,19.12897366030881,2499.169075,0.0408019562224015,17272,1942.67,1528.17,1763.99,1.15
Filadelfia,2023,2048.06,5.585,285.2,74.75999999999999,58.33998813122537,18.084166666666665,18.96,16.65,0.6145280278145955,87.69333333333333,89.78,83.53,2.1097795375274835,0.8658333333333333,0.97,0.71,0.0829521585376812,31.58583333333333,32.05,31.02,0.3226159645864727,81.68166666666667,81.75,81.62,0.0456933122883302,0.2225,0.26,0.2,0.0205049883066181,0.757475,0.8147,0.7159500000000001,0.0309993584977613,0.74255,0.7724000000000001,0.02302596809282,23,12,2.3100000000000023,0.0987499999999999,0.26,210.44,20.886429258902787,1773.2786166666667,0.0418860881987005,17272,1896.13,1487.46,1659.2,1.12
Filadelfia,2024,2238.15,6.12,385.64,29.14,100.4707355063245,18.743333333333336,20.36,17.61,0.765189618013177,87.02333333333333,91.74,80.43,3.738532364768854,0.8191666666666667,0.98,0.63,0.1161862402534931,31.951666666666668,32.77,31.16,0.4875883758278342,81.70583333333333,81.79,81.63,0.0431610795495078,0.2125,0.27,0.16,0.0322278817739603,0.7432,0.79155,0.6756500000000001,0.0439277971634858,0.7129583333333334,0.7734416666666667,0.0466561910713814,23,12,2.75,0.1158999999999998,0.35,356.5,22.88097660223805,1833.417875,0.0396514316201315,17272,1893.21,1444.29,2002.14,1.39
La Merced,2007,1361.99,3.71,204.6,18.2,50.0612972370933,17.62333333333333,18.15,16.81,0.4524746770078227,86.08999999999999,90.22,78.47,3.509004002692086,0.7399999999999999,0.88,0.64,0.0794297860320101,31.97833333333333,32.53,31.34,0.3400490160746439,81.66083333333333,81.74,81.55,0.0580686636402913,0.2325,0.28,0.19,0.0289592189749026,0.6795625,0.849,0.21945,0.1874486998002871,0.6009166666666667,0.7582083333333333,0.1213330954081461,23,12,1.34,0.6295499999999999,0.24,186.4,23.81531531531532,1007.8725999999998,0.0385603839606582,17388,1321.0,1219.0,1257.0,1.03
La Merced,2008,1236.36,3.361666666666667,256.06,29.29,71.28452184412444,17.843333333333334,18.79,17.17,0.5388933666376501,82.53,90.01,74.87,4.930957863797406,0.6558333333333334,0.86,0.57,0.0842570022267729,31.9375,32.22,31.76,0.1270021474406857,81.65083333333332,81.72,81.57,0.0458174903747725,0.215,0.26,0.19,0.0243086217402198,0.6476541666666666,0.81655,0.2385499999999999,0.1653432977698952,0.538325,0.7569833333333333,0.1686706802868529,23,12,1.6199999999999974,0.5780000000000001,0.29,226.77,27.20711562897077,810.8461000000001,0.0362967027834858,17388,1217.0,9930.0,860.0,0.87
La Merced,2009,2151.51,5.895833333333333,310.93,94.55,52.785308411440674,17.746666666666666,18.42,17.33,0.2984302365052952,88.12,90.7,84.15,1.7528470347616516,0.915,0.96,0.84,0.0339786028927831,31.988333333333333,32.34,31.64,0.2209003614686246,81.63583333333334,81.71,81.54,0.0571216140167567,0.2141666666666667,0.27,0.17,0.0293747985163947,0.7255875,0.9095,0.5004,0.1040094819213395,0.6355,0.815675,0.1389850519639485,23,12,1.0900000000000034,0.4091,0.12,216.38,19.39526411657559,1968.63165,0.040885847107438,17388,1193.0,109.0,981.0,0.9
La Merced,2010,2778.63,7.599166666666666,332.7,46.81,103.20904145779268,17.826666666666664,19.33,16.6,0.8869593957431007,88.43416666666667,92.31,82.04,3.415295696856961,0.8908333333333333,1.0,0.64,0.1354761524357252,32.0175,32.5,31.53,0.3472260201812507,81.65833333333333,81.78,81.55,0.0783736195567386,0.2183333333333333,0.27,0.19,0.0275790873780489,0.6377708333333333,0.8538,0.1622,0.2125017352424695,0.547475,0.7280666666666668,0.1393064641372151,23,12,2.729999999999997,0.6916,0.36,285.89,20.011225444340504,2475.296225,0.0357762247569184,17388,1191.0,9910.0,940.0,0.95
La Merced,2011,2921.37,7.9975,426.3,122.14,89.28213087276656,17.225833333333334,17.89,16.46,0.4126292267737197,89.3675,92.35,87.0,1.6874570701610048,0.96,1.0,0.9,0.0310424928708434,31.83083333333333,32.17,31.58,0.2123658221660034,81.63833333333334,81.74,81.53,0.0616195561244147,0.2241666666666666,0.27,0.19,0.0246644143115812,0.603475,0.8173,0.34785,0.1351869572447391,0.4346666666666667,0.7722833333333333,0.2604338557544707,23,12,1.4299999999999995,0.46945,0.0999999999999999,304.16,17.94357638888889,2804.5152,0.0350331382129553,17388,1133.0,9420.0,848.0,0.9
La Merced,2012,2925.64,7.986666666666667,319.61,167.91,52.264742040940575,17.435,17.83,17.2,0.2047836996354041,88.72166666666668,90.98,85.83,1.7749511303558545,0.95,0.99,0.88,0.0408989886516436,31.824166666666667,32.22,31.51,0.2284914294526894,81.64916666666666,81.74,81.58,0.0586915408700206,0.21,0.25,0.15,0.0319089614086986,0.7178125,0.8654,0.5039,0.1156676687855025,0.6612916666666667,0.7743333333333333,0.0871991226072319,23,12,0.629999999999999,0.3614999999999999,0.1099999999999999,151.70000000000002,18.352631578947367,2779.358,0.0411707771723544,17388,1133.0,9420.0,942.0,1.0
La Merced,2013,2976.77,8.164166666666667,348.44,106.64,61.40801227828252,17.649166666666666,18.26,16.96,0.3586453891401855,89.20833333333333,91.89,86.72,1.6029735626092665,0.96,0.99,0.92,0.024120907566221,31.945000000000004,32.31,31.46,0.2594925117153964,81.65333333333334,81.73,81.57,0.0558135423992368,0.2066666666666666,0.25,0.17,0.0226969494679684,0.6618166666666667,0.8354,0.348,0.1550707893091722,0.6028333333333333,0.7208,0.0909982144952433,23,12,1.3000000000000007,0.4874,0.0699999999999999,241.8,18.38454861111111,2857.6992,0.0374984654610699,17388,1106.0,8630.0,841.0,0.97
La Merced,2014,2677.38,7.348333333333333,298.2,117.49,59.501390740049104,17.731666666666666,18.5,17.17,0.3520029269850765,88.61416666666666,91.81,84.61,2.230330013629589,0.9275,0.99,0.77,0.069035563957348,31.9275,32.33,31.51,0.2850239224409705,81.65916666666666,81.75,81.56,0.0591543948007507,0.2091666666666667,0.24,0.17,0.0253908835942542,0.7076833333333333,0.82005,0.49275,0.106907654146705,0.6286416666666667,0.786725,0.1219437785373527,23,12,1.3299999999999983,0.3272999999999999,0.2199999999999999,180.71,19.11769991015274,2483.26995,0.039910705893411,17388,106.0,8830.0,931.0,1.05
La Merced,2015,1465.53,4.0225,192.82,31.93,47.42281789200408,18.1325,18.97,17.18,0.4827595863178865,85.45666666666666,90.59,78.54,3.7989839151908456,0.7816666666666667,0.92,0.64,0.1024990761229612,31.936666666666667,32.34,31.35,0.3279781958754229,81.65666666666667,81.72,81.58,0.042283315715288,0.2091666666666666,0.26,0.18,0.0235326980770985,0.7150916666666666,0.82955,0.4731,0.1114832148664977,0.6409083333333333,0.789275,0.1144484466567753,23,12,1.7899999999999991,0.35645,0.28,160.89,23.19722814498934,1145.5559500000002,0.0394370145686842,17388,1016.0,8700.0,951.0,1.09
La Merced,2016,1906.77,5.2025,245.52,48.67,64.96543698208093,18.38416666666667,20.21,17.24,0.95941704206568,85.98833333333333,91.13,78.15,4.17399488899224,0.7541666666666668,0.96,0.58,0.1225826869974514,32.016666666666666,32.57,31.56,0.3382933996435964,81.69916666666667,81.81,81.58,0.0735413715763714,0.205,0.25,0.16,0.0284445233584763,0.6984833333333333,0.8565,0.45985,0.1204893419151732,0.6086833333333334,0.7882833333333333,0.1385415031648406,23,12,2.9700000000000024,0.39665,0.38,196.85,24.376795580110496,1438.0223750000002,0.0379937446171977,17388,9890.0,8300.0,938.0,1.13
La Merced,2017,2357.33,6.426666666666667,326.12,77.83999999999999,70.53579548496614,17.761666666666667,18.31,17.19,0.3254879786450243,88.55333333333334,91.79,85.07,1.7533517685400255,0.9141666666666666,0.98,0.82,0.0538446136975874,31.851666666666663,32.41,31.55,0.2361368375764477,81.69166666666666,81.78,81.59,0.0560573299616067,0.2133333333333333,0.27,0.16,0.0274137766736936,0.6991375,0.86105,0.5095,0.1249483513751327,0.5982999999999999,0.799975,0.1555699201045057,23,12,1.1199999999999974,0.35155,0.16,248.28000000000003,19.429352780309937,2154.9925083333333,0.0393621563291733,17388,9610.0,7640.0,1082.0,1.42
La Merced,2018,2106.68,5.783333333333334,288.92,77.19000000000001,64.57032435940513,17.603333333333335,18.19,17.13,0.2969950514841294,88.42583333333333,92.57,83.54,2.416355100082967,0.8958333333333334,0.98,0.75,0.0694731253904353,31.7825,32.12,31.18,0.299912866134027,81.67083333333333,81.76,81.59,0.0628791529744807,0.205,0.26,0.13,0.0387298334620741,0.6946333333333333,0.82525,0.41505,0.1553835069832839,0.6339333333333333,0.7553333333333333,0.0936466508029601,23,12,1.0600000000000025,0.4102,0.2299999999999999,211.73,19.650232558139532,1887.2341666666664,0.0394603294830524,17388,9550.0,7620.0,1104.0,1.45
La Merced,2019,2124.5,5.819166666666667,355.26000000000005,71.61,83.10345817477189,18.136666666666667,18.61,17.56,0.3346730652533309,87.56333333333333,91.12,81.26,3.1552505543310017,0.8441666666666667,0.97,0.65,0.1039631344916712,31.7975,32.52,31.29,0.3950172608426573,81.68333333333334,81.77,81.59,0.0586721760498443,0.2058333333333333,0.24,0.15,0.0250302846870576,0.6272875,0.80955,0.35435,0.1491220597134502,0.538875,0.7157,0.1364008980908849,23,12,1.0500000000000007,0.4552,0.3199999999999999,283.65000000000003,21.484698914116485,1793.4320833333334,0.034586702811983,17388,935.0,694.0,909.0,1.31
La Merced,2020,1701.71,4.655,211.73,61.38,44.43196033535346,18.094166666666663,18.72,17.5,0.4163577642830587,86.82333333333332,88.5,83.83,1.251735764545552,0.785,0.84,0.71,0.0360555127546398,31.741666666666664,32.35,31.33,0.3142330731199765,81.69166666666666,81.75,81.6,0.0460895044911814,0.2308333333333333,0.26,0.19,0.0267847763183537,0.7463791666666667,0.9286,0.48435,0.1068044910068973,0.677525,0.8152333333333334,0.1062267232646154,23,12,1.2199999999999989,0.44425,0.13,150.35,23.04989384288747,1335.84235,0.0412497121540091,17388,917.0,671.0,812.0,1.21
La Merced,2021,1126.36,3.095,136.5,33.17,30.067363258745075,18.313333333333333,19.02,17.6,0.4496934983121745,83.28750000000001,88.95,76.77,3.957807301570359,0.6583333333333333,0.75,0.58,0.0502418393795691,31.83583333333333,32.38,31.56,0.2591053956609304,81.66583333333334,81.76,81.56,0.0736648841139065,0.2141666666666667,0.27,0.18,0.0290636709604442,0.6774749999999999,0.8464,0.54665,0.0936843770326728,0.5922583333333333,0.7626916666666667,0.1314704353529751,23,12,1.4199999999999982,0.29975,0.17,103.33,27.81772151898734,741.5203333333334,0.0369935384055333,17388,910.5,666.81,700.15,1.05
La Merced,2022,2723.89,7.47,317.7,113.46,66.39530876888179,17.550833333333333,18.05,17.11,0.2952797851447869,89.2075,91.94,86.94,1.5494581164218215,0.9175,0.99,0.72,0.0940140221649748,31.73583333333333,32.15,31.34,0.2582267619865553,81.66583333333334,81.73,81.59,0.0529937103186209,0.2108333333333333,0.25,0.19,0.0192865159365214,0.6138875,0.8224,0.26655,0.2057413514420031,0.5296833333333334,0.6980916666666667,0.1299083721908994,23,12,0.9400000000000012,0.55585,0.27,204.24,19.12897366030881,2499.169075,0.0349776838706614,17388,940.02,713.38,687.46,0.96
La Merced,2023,2048.06,5.585,285.2,74.75999999999999,58.33998813122537,18.084166666666665,18.96,16.65,0.6145280278145955,87.69333333333333,89.78,83.53,2.1097795375274835,0.8658333333333333,0.97,0.71,0.0829521585376812,31.58583333333333,32.05,31.02,0.3226159645864727,81.68166666666667,81.75,81.62,0.0456933122883302,0.2225,0.26,0.2,0.0205049883066181,0.7340083333333333,0.8176,0.5112,0.1005708882361395,0.670875,0.7971416666666666,0.0974007449867142,23,12,2.3100000000000023,0.3064,0.26,210.44,20.886429258902787,1773.2786166666667,0.0405884521450624,17388,945.69,743.21,796.68,1.07
La Merced,2024,2238.15,6.12,385.64,29.14,100.4707355063245,18.743333333333336,20.36,17.61,0.765189618013177,87.02333333333333,91.74,80.43,3.738532364768854,0.8191666666666667,0.98,0.63,0.1161862402534931,31.951666666666668,32.77,31.16,0.4875883758278342,81.70583333333333,81.79,81.63,0.0431610795495078,0.2125,0.27,0.16,0.0322278817739603,0.6624208333333333,0.8718,0.185,0.2043441609574989,0.572225,0.7526166666666666,0.1391521862940472,23,12,2.75,0.6868000000000001,0.35,356.5,22.88097660223805,1833.417875,0.0353416770407255,17388,952.46,733.19,971.01,1.32
Manizales,2007,1164.3,3.1775,182.1,27.72,41.206703889713694,15.911666666666669,16.6,15.27,0.4354482190974638,85.51666666666667,88.77,79.66,3.035931288398798,0.7200000000000001,0.83,0.64,0.0583095189484529,31.97833333333333,32.53,31.34,0.3400490160746439,78.91333333333334,79.0,78.8,0.06139785802206,0.3033333333333333,0.36,0.25,0.0367629589602788,0.196375,0.2641,0.10895,0.0437481610003105,0.16645,0.2262999999999999,0.0461676445680161,23,12,1.3300000000000018,0.15515,0.1899999999999999,154.38000000000002,22.099537037037035,838.296,0.0123415732690897,17001,9268.0,6424.0,10848.0,1.69
Manizales,2008,1268.48,3.455833333333333,249.55,36.3,69.57916803356034,15.875,16.25,15.59,0.2010201256319652,84.32416666666667,89.6,78.62,3.303442992706334,0.6641666666666667,0.8,0.58,0.0593078767317145,31.9375,32.22,31.76,0.1270021474406857,78.90083333333332,78.99,78.82,0.0517789591056107,0.2975,0.35,0.26,0.0301887998496733,0.1632249999999999,0.3231,0.0457,0.0717282355333467,0.1182333333333333,0.2082166666666667,0.0694121729386575,23,12,0.6600000000000001,0.2774,0.22,213.25,23.90213299874529,842.4821333333334,0.0102818897637795,17001,8536.0,6379.0,9706.0,1.52
Manizales,2009,1809.62,4.9625,245.52,97.96,39.65120331392762,16.05666666666667,16.41,15.74,0.1912795827784,86.99083333333334,89.73,83.04,1.8795185956821905,0.8383333333333334,0.89,0.77,0.0309936454875199,31.988333333333333,32.34,31.64,0.2209003614686246,78.89,78.96,78.8,0.0592375802096236,0.2875,0.34,0.25,0.0273446022594455,0.2089624999999999,0.40235,0.10985,0.0784341128388546,0.1524666666666666,0.2654583333333333,0.0871605531464399,23,12,0.6699999999999999,0.2925,0.12,147.56,19.153081510934395,1517.0647666666669,0.0130140647706041,17001,8084.0,723.0,10411.0,1.44
Manizales,2010,2306.36,6.308333333333334,308.4,37.82,88.90133625474246,16.170833333333334,17.47,15.16,0.8324821410405866,87.40750000000001,91.42,81.57,2.791230178450164,0.8433333333333334,0.98,0.66,0.105514611942296,32.0175,32.5,31.53,0.3472260201812507,78.91333333333334,79.03,78.79,0.0763167244071838,0.2916666666666667,0.36,0.26,0.0291807325390427,0.1746583333333333,0.27925,0.082,0.06863522761452,0.1479416666666666,0.201375,0.0412178970997103,23,12,2.3099999999999987,0.1972499999999999,0.3199999999999999,270.58,19.17490118577075,1945.0302666666669,0.0108008245297603,17001,7616.0,678.0,12713.0,1.87
Manizales,2011,2576.44,7.058333333333334,361.2,97.65,85.64827592950701,15.599166666666669,16.19,15.05,0.286656536114162,88.25,91.35,85.11,2.00023634967107,0.9225,0.99,0.83,0.0495663008688179,31.83083333333333,32.17,31.58,0.2123658221660034,78.885,79.0,78.78,0.0677562476153178,0.3058333333333333,0.35,0.27,0.0253908835942542,0.1813791666666666,0.2879,0.06465,0.0635258482048962,0.1452583333333333,0.2175,0.0557264426009652,23,12,1.1400000000000006,0.22325,0.16,263.55,16.909665763324302,2376.7659,0.0116274907847641,17001,7592.0,6482.0,12121.0,1.87
Manizales,2012,2560.38,6.988333333333333,298.84000000000003,127.1,54.533728262258194,15.755,16.03,15.53,0.1553002956152429,87.56583333333333,90.09,84.19,2.0987981770238897,0.9133333333333332,0.98,0.81,0.0609520427479794,31.824166666666667,32.22,31.51,0.2284914294526894,78.89999999999999,78.99,78.83,0.061938385806893,0.2891666666666666,0.35,0.23,0.0336987545853857,0.1812583333333333,0.29395,0.07205,0.0636199362454788,0.130075,0.2324416666666666,0.0789645427281413,23,12,0.5000000000000018,0.2219,0.1699999999999999,171.74000000000004,17.250000000000004,2338.4804,0.0115048132867872,17001,7592.0,6482.0,6482.0,1.0
Manizales,2013,2728.97,7.4875,340.69,80.91,68.9192456902653,16.006666666666668,16.66,15.52,0.3936388130653742,88.12333333333333,91.0,85.09,1.8007389055775402,0.9308333333333332,0.99,0.87,0.0384845502255204,31.945000000000004,32.31,31.46,0.2594925117153964,78.90666666666667,78.99,78.81,0.0597469410907106,0.2825,0.33,0.26,0.0191287503750007,0.2230124999999999,0.2973,0.11915,0.0544860662963894,0.1671916666666666,0.2788333333333333,0.0861191777050561,23,12,1.1400000000000006,0.17815,0.12,259.78,17.196060877350046,2540.2162416666665,0.0139324760516451,17001,7147.0,5398.0,5262.0,0.97
Manizales,2014,2404.87,6.6025,303.29999999999995,105.4,69.26898866124374,16.063333333333333,16.62,15.7,0.2629321839055348,87.52833333333332,90.52,83.24,2.388433618821161,0.8958333333333334,0.97,0.75,0.0736648841139056,31.9275,32.33,31.51,0.2850239224409705,78.91166666666666,79.02,78.8,0.0646435447572873,0.2858333333333333,0.3,0.25,0.0188092498199125,0.2120416666666666,0.4192,0.08135,0.0959882280503313,0.1750916666666666,0.2489916666666666,0.0570056630505663,23,12,0.9200000000000016,0.33785,0.2199999999999999,197.9,17.931162790697673,2154.362708333333,0.0132003527702842,17001,6997.0,5417.0,5710.0,1.05
Manizales,2015,1332.92,3.659166666666667,193.44,26.66,53.66772982195562,16.340833333333332,16.78,15.74,0.2917177444452812,85.04583333333333,89.21,79.44,3.204035689091133,0.775,0.91,0.65,0.0910044953934594,31.936666666666667,32.34,31.35,0.3279781958754229,78.91666666666667,78.99,78.83,0.0459907764138827,0.2841666666666667,0.31,0.25,0.0219330938551907,0.1877791666666666,0.27065,0.131,0.0366090181285067,0.1608166666666666,0.2147416666666667,0.0415971634641649,23,12,1.040000000000001,0.13965,0.26,166.78,21.084946236559137,1033.013,0.0114914070069865,17001,6842.0,5291.0,6406.0,1.21
Manizales,2016,1728.86,4.72,227.85,39.06,61.18273342779783,16.599166666666665,18.07,15.7,0.8481043925166633,85.72666666666667,90.63,82.08,2.9484860008095137,0.7200000000000001,0.88,0.61,0.0802269508105825,32.016666666666666,32.57,31.56,0.3382933996435964,78.95833333333333,79.07,78.85,0.0755384710333814,0.2733333333333334,0.33,0.23,0.0293360880249235,0.1810333333333333,0.28365,0.122,0.0459221640552266,0.1437916666666666,0.218275,0.0574556400931395,23,12,2.370000000000001,0.16165,0.27,188.79,23.054398148148145,1244.7792000000002,0.0109061699884532,17001,6583.0,499.0,6249.0,1.25
Manizales,2017,2211.96,6.029166666666666,311.55,52.92,82.05597058770866,16.140833333333333,16.57,15.84,0.2215834886092435,87.38333333333333,91.19,84.38,1.9423197627080009,0.8741666666666666,0.97,0.79,0.0628791529744785,31.851666666666663,32.41,31.55,0.2361368375764477,78.94083333333333,79.03,78.83,0.0603713257241955,0.2875,0.35,0.24,0.0319445542378438,0.1995791666666666,0.3222,0.09865,0.0678938223804216,0.1632916666666666,0.2358666666666666,0.0559835723395785,23,12,0.7300000000000004,0.2235499999999999,0.1799999999999999,258.63,18.46425166825548,1933.6217,0.0123648613764262,17001,6407.0,4606.0,7763.0,1.69
Manizales,2018,1983.61,5.449166666666667,265.36,71.3,60.64488398692737,15.970833333333331,16.59,15.47,0.3033587235460934,87.29166666666667,90.99,82.44,2.3138155553635693,0.8775,0.95,0.76,0.0570685393348926,31.7825,32.12,31.18,0.299912866134027,78.91916666666667,79.01,78.84,0.0652907251290625,0.285,0.34,0.22,0.0389638527122488,0.2246291666666666,0.57355,0.13445,0.1247028385226497,0.1576583333333333,0.2916,0.1033211572182852,23,12,1.1199999999999992,0.4391,0.1899999999999999,194.06,18.200379867046536,1740.617775,0.0140649621706235,17001,6267.0,4586.0,7904.0,1.72
