modelo,mae,rmse,sesgo,municipio,variable,modelo_seleccionado
random_forest_lags,9.088349206642576,11.337318258519252,-8.814553268455422,Chinchiná,et_real_mm,sarima
sarima,5.847986096447478,7.266517611595487,-3.842087499531232,Chinchiná,et_potencial_mm,sarima
seasonal_naive,6.296250318309144,7.8665825364235555,-4.927842500636619,Chinchiná,et_potencial_mm,sarima
random_forest_lags,6.812740727481793,8.947681115178849,-6.180080232494578,Chinchiná,et_potencial_mm,sarima
seasonal_naive,0.039076594797409284,0.04919829633206582,-0.017808723210257314,Chinchiná,ndvi_mean,seasonal_naive
sarima,0.04421545966610222,0.05437871900587899,-0.01573953003040648,Chinchiná,ndvi_mean,seasonal_naive
random_forest_lags,0.04647693160503074,0.05607567837798436,-0.022557474049654375,Chinchiná,ndvi_mean,seasonal_naive
sarima,0.054647282207522935,0.06657363938748236,-0.011480034808655146,Chinchiná,ndvi_min,sarima
random_forest_lags,0.05823595528483195,0.07810169259707948,-0.053180521298268404,Chinchiná,ndvi_min,sarima
seasonal_naive,0.07977847503373818,0.09603463199397454,-0.07937078272604589,Chinchiná,ndvi_min,sarima
seasonal_naive,0.01345638776428252,0.01776845965985612,-0.0012101889338731635,Chinchiná,ndvi_max,seasonal_naive
random_forest_lags,0.012881010121631602,0.019562565859349637,0.0026322422072963193,Chinchiná,ndvi_max,seasonal_naive
sarima,0.016604160308193564,0.020043504946238935,-0.005364609191312913,Chinchiná,ndvi_max,seasonal_naive
seasonal_naive,53.069299921593476,86.52104708854777,-9.592412245690197,Filadelfia,precip_mm,seasonal_naive
sarima,51.77637113781233,89.11922417591052,-23.820296092182044,Filadelfia,precip_mm,seasonal_naive
random_forest_lags,53.486693384929325,90.00837779476169,-16.985726369109443,Filadelfia,precip_mm,seasonal_naive
seasonal_naive,1.7844266670189997,3.0198259532121794,-0.3565274573299618,Filadelfia,precip_mean_mm,seasonal_naive
sarima,1.744714684203095,3.1099171923037106,-0.8358260072700481,Filadelfia,precip_mean_mm,seasonal_naive
random_forest_lags,1.8157868247948987,3.161781162919496,-0.6381052210406147,Filadelfia,precip_mean_mm,seasonal_naive
sarima,12.57111598680921,18.711300193225366,-6.309187353123539,Filadelfia,precip_max_mm,sarima
seasonal_naive,11.760640662902098,19.22450338638639,-5.555936223675185,Filadelfia,precip_max_mm,sarima
random_forest_lags,13.120351038459187,20.704074261623084,-5.285779434108127,Filadelfia,precip_max_mm,sarima
sarima,0.47611025964723525,0.6015824599250462,-0.31482227656834666,Filadelfia,temp_mean,sarima
seasonal_naive,0.4800136838650055,0.6070161387550717,-0.3209647451342414,Filadelfia,temp_mean,sarima
random_forest_lags,0.5121088761905122,0.6124590680393767,-0.013780201553146845,Filadelfia,temp_mean,sarima
sarima,0.4384399851853219,0.5689119117392469,-0.27523086497304045,Filadelfia,temp_min,sarima
seasonal_naive,0.4429805178364829,0.5700111647082672,-0.27301666168527305,Filadelfia,temp_min,sarima
random_forest_lags,0.49821073082067796,0.6186050496879502,-0.23598835792882744,Filadelfia,temp_min,sarima
random_forest_lags,0.8250114047355778,1.0364059598857729,-0.48097772949579287,Filadelfia,temp_max,random_forest_lags
seasonal_naive,0.9205856453261523,1.102069342250759,-0.40066198262253777,Filadelfia,temp_max,random_forest_lags
sarima,0.9469278941906979,1.1576271009536694,0.49788865330781296,Filadelfia,temp_max,random_forest_lags
sarima,8.762652175679348,12.570289838734006,1.3552053891443163,Filadelfia,et_real_mm,sarima
seasonal_naive,9.830979134516463,12.702166696644971,-2.2881628970550385,Filadelfia,et_real_mm,sarima
random_forest_lags,10.610425428659854,13.618305838141966,-3.0877676347045955,Filadelfia,et_real_mm,sarima
