municipio,date,anio,mes,ndvi_mean,ndvi_median,ndvi_min,ndvi_max,ndvi_stdDev,n_pixeles
Aguadas,2007-03-31,2007,3,0.5483460156407224,0.5605499841408956,0.023,0.9963,0.17698177846866586,7981.0
Aguadas,2007-04-30,2007,4,0.6508422077452058,0.7382370190778271,0.0291,0.9964,0.2102326117335649,7981.0
Aguadas,2007-05-31,2007,5,0.6489276320436635,0.7244985171721137,0.0206,0.9986,0.21107128821995097,7981.0
Aguadas,2007-06-30,2007,6,0.7687822410204967,0.7890024838398145,0.0692,0.9966,0.09527210371927836,7981.0
Aguadas,2007-07-31,2007,7,0.7510290500679673,0.7832529105261166,0.0313,0.9966,0.1192973355780931,7981.0
Aguadas,2007-08-31,2007,8,0.7149707963636408,0.7577726198702699,0.0386,0.9962,0.15247333567377375,7981.0
Aguadas,2007-09-30,2007,9,0.711831637475923,0.785209262252023,0.0399,0.9983,0.195061610196093,7981.0
Aguadas,2007-10-31,2007,10,0.6288948336030128,0.7324163243932427,0.0089,0.9991,0.2424897054350226,7981.0
Aguadas,2007-11-30,2007,11,0.7221476841044094,0.7539144945449292,0.0531,0.9962,0.13143955759261194,7980.0
Aguadas,2007-12-31,2007,12,0.6660886501103909,0.7010773552056321,0.013,0.9958,0.16810948297990874,7972.0
Aguadas,2008-01-31,2008,1,0.7097672168959044,0.7481093543456236,0.0139,0.9853,0.12765191940006015,7980.0
Aguadas,2008-02-29,2008,2,0.6640806937092143,0.7206598609559701,0.0229,0.9965,0.17238346920351266,7981.0
Aguadas,2008-03-31,2008,3,0.6649126099080462,0.7343430702784873,0.0215,0.9962,0.17892201897843146,7981.0
Aguadas,2008-04-30,2008,4,0.6554817331553098,0.6932960286592916,0.0282,0.9984,0.1689887624725585,7980.0
Aguadas,2008-05-31,2008,5,0.6960216462563045,0.763771851992924,0.0233,0.9978,0.18998407726827354,7980.5
Aguadas,2008-06-30,2008,6,0.6755944967946472,0.738395399742001,0.0473,0.9988,0.1772832638194797,7981.0
Aguadas,2008-07-31,2008,7,0.7667245730218597,0.7792142293362585,0.0466,0.9991,0.0850827787248107,7981.0
Aguadas,2008-08-31,2008,8,0.6556358583570341,0.6893891563416799,0.0252,0.9992,0.15207016251484573,7980.5
Aguadas,2008-09-30,2008,9,0.5925860106201661,0.670077988614143,0.0405,0.9975,0.2187384707561457,7981.0
