Municipio,Año,Mes,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,NDVI,NDVI_min,NDVI_max,NDVI_std,n_observaciones_16d
San Jose,2000,2,32.14,0.97,13.2,78.9,88.59,15.52,0.25,0.2523,0.2523,0.2523,,1
San Jose,2000,3,32.21,0.99,11.04,78.83,87.66,15.89,0.25,0.4192,0.1043,0.7341,0.4453358507912876,2
San Jose,2000,4,32.52,0.98,11.93,78.89,88.17,16.01,0.26,0.25225,0.2509,0.2536,0.0019091883092036,2
San Jose,2000,5,32.34,0.99,16.1,78.93,89.09,15.9,0.22,0.2662,0.243,0.2894,0.0328097546470558,2
San Jose,2000,6,31.99,0.99,12.89,78.96,88.68,15.47,0.23,0.63495,0.4571,0.8128,0.2515178820680549,2
San Jose,2000,7,31.73,0.97,10.3,78.93,87.23,14.95,0.27,0.7921,0.7625,0.8217,0.0418607214462435,2
San Jose,2000,8,31.44,0.94,9.03,78.95,85.27,15.29,0.29,0.47985,0.2867,0.673,0.2731553495723633,2
San Jose,2000,9,31.75,0.96,10.82,78.91,88.52,15.27,0.28,0.5613,0.4208,0.7018,0.1986970055134198,2
San Jose,2000,10,31.92,0.96,8.01,78.87,88.24,15.54,0.29,0.4239,0.3986,0.4492,0.0357796031280392,2
San Jose,2000,11,31.85,0.98,7.67,78.81,89.22,15.29,0.31,0.4631,0.4631,0.4631,,1
San Jose,2000,12,31.38,0.9,4.53,78.84,87.9,15.74,0.32,0.3873,0.1138,0.6608,0.3867874093090415,2
San Jose,2001,1,31.45,0.89,4.12,78.9,85.41,15.26,0.32,0.5608,0.2436,0.878,0.4485885419847458,2
San Jose,2001,2,32.35,0.82,4.0,78.79,84.44,15.71,0.31,0.47645,0.2268,0.7261,0.3530584158464431,2
San Jose,2001,3,32.46,0.86,5.89,78.89,87.19,16.09,0.24,0.81775,0.7951,0.8404,0.0320319371877506,2
San Jose,2001,4,32.43,0.88,6.35,78.91,86.31,16.38,0.25,0.44375,0.3045,0.583,0.1969292385604534,2
San Jose,2001,5,32.19,0.92,7.76,78.94,88.29,16.04,0.25,0.52515,0.3652,0.6851,0.2262034593015766,2
San Jose,2001,6,31.75,0.91,6.85,78.96,86.07,15.46,0.28,0.479,0.1974,0.7606,0.3982425391642636,2
San Jose,2001,7,31.71,0.85,4.75,78.98,84.95,15.31,0.28,0.76955,0.725,0.8141,0.0630032142037213,2
San Jose,2001,8,31.76,0.84,7.48,79.0,82.4,15.5,0.35,0.5628,0.3712,0.7544,0.270963318550685,2
San Jose,2001,9,31.91,0.86,7.5,78.94,86.19,15.34,0.29,0.33345,0.2616,0.4053,0.1016112444565068,2
San Jose,2001,10,32.1,0.87,5.95,78.89,87.0,15.91,0.33,0.679,0.679,0.679,,1
San Jose,2001,11,32.04,0.91,10.35,78.88,88.74,15.67,0.31,0.7903,0.7624,0.8182,0.0394565583902094,2
San Jose,2001,12,32.37,0.96,8.27,78.79,89.72,16.23,0.29,0.32155,0.3184,0.3247,0.0044547727214752,2
San Jose,2002,1,31.75,0.93,4.19,78.89,86.94,16.06,0.31,0.69315,0.6245,0.7618,0.0970857610569129,2
San Jose,2002,2,32.45,0.85,2.25,78.88,85.5,16.66,0.27,0.43495,0.0745,0.7954,0.5097532785573821,2
San Jose,2002,3,32.33,0.82,5.7,78.89,86.18,16.52,0.26,0.44395,0.1035,0.7844,0.4814690073099202,2
San Jose,2002,4,32.55,0.92,12.02,78.86,88.64,16.28,0.26,0.4147,0.3471,0.4823,0.0956008368164212,2
San Jose,2002,5,32.23,0.94,6.25,78.92,87.57,16.12,0.3,0.7893,0.7691,0.8095,0.0285671139599365,2
San Jose,2002,6,31.79,0.93,5.5,79.0,85.89,15.47,0.3,0.49165,0.3457,0.6376,0.2064044694283531,2
San Jose,2002,7,31.7,0.87,6.79,79.03,84.62,15.6,0.28,0.7434499999999999,0.7154,0.7715,0.0396686904245652,2
San Jose,2002,8,31.62,0.83,5.07,78.95,83.39,15.48,0.34,0.7684,0.7466,0.7902,0.0308298556597334,2
San Jose,2002,9,31.73,0.82,6.95,78.95,84.12,15.77,0.3,0.27585,0.1411,0.4106,0.1905652775297746,2
San Jose,2002,10,32.01,0.88,9.65,78.85,86.15,15.68,0.3,0.2776,0.2776,0.2776,,1
San Jose,2002,11,32.02,0.96,6.84,78.89,87.98,15.7,0.27,0.251,0.189,0.313,0.0876812408671318,2
San Jose,2002,12,32.09,0.92,5.95,78.89,88.63,16.05,0.3,0.3474,0.1633,0.5315,0.2603567168328868,2
San Jose,2003,1,31.92,0.84,1.71,78.91,83.69,16.71,0.3,0.7615000000000001,0.755,0.768,0.0091923881554251,2
San Jose,2003,2,32.45,0.78,4.7,78.85,86.13,16.87,0.25,0.65715,0.5174,0.7969,0.1976363453416401,2
San Jose,2003,3,32.43,0.81,5.75,78.87,86.24,16.52,0.29,0.7300500000000001,0.6329,0.8272,0.1373908475845461,2
San Jose,2003,4,32.3,0.86,6.78,78.9,87.86,16.4,0.3,0.4938,0.161,0.8266,0.470650273557766,2
San Jose,2003,5,32.17,0.89,5.67,78.93,87.45,16.37,0.24,0.5405,0.2102,0.8708,0.4671147396518333,2
San Jose,2003,6,31.78,0.9,6.79,78.96,87.19,15.47,0.28,0.35965,0.3415,0.3778,0.0256679761570716,2
San Jose,2003,7,31.8,0.85,5.78,78.99,85.56,15.67,0.27,0.3805499999999999,0.2062,0.5549,0.246568134599749,2
San Jose,2003,8,31.71,0.85,5.08,79.01,84.36,15.57,0.3,0.59465,0.2854,0.9039,0.4373455441638797,2
San Jose,2003,9,32.0,0.83,5.82,78.96,86.97,15.81,0.3,0.2824,0.248,0.3168,0.0486489465456344,2
San Jose,2003,10,32.12,0.9,9.44,78.88,90.78,15.72,0.33,0.4385,0.4385,0.4385,,1
San Jose,2003,11,31.98,0.93,6.35,78.84,89.25,15.96,0.29,0.5623,0.5099,0.6147,0.0741047906683501,2
San Jose,2003,12,31.71,0.91,3.73,78.85,88.52,15.79,0.31,0.4409499999999999,0.1284,0.7535,0.4420124489197108,2
San Jose,2004,1,32.0,0.87,3.44,78.9,86.91,16.08,0.3,0.8219000000000001,0.8212,0.8226,0.000989949493661,2
San Jose,2004,2,31.99,0.81,4.13,78.93,84.24,16.35,0.27,0.5347999999999999,0.2148,0.8548,0.4525483399593904,2
San Jose,2004,3,32.41,0.8,3.55,78.83,86.12,17.07,0.23,0.63525,0.5267,0.7438,0.1535128821955995,2
San Jose,2004,4,32.33,0.81,4.9,78.92,87.46,16.46,0.28,0.3952,0.3141,0.4763,0.114692719908458,2
San Jose,2004,5,32.28,0.81,5.74,78.95,86.86,16.27,0.26,0.6193,0.459,0.7796,0.2266984340484071,2
San Jose,2004,6,31.4,0.79,2.24,78.99,84.13,15.56,0.32,0.49575,0.1774,0.8141,0.4502148875814748,2
San Jose,2004,7,31.54,0.74,3.38,78.97,84.49,15.19,0.27,0.7152000000000001,0.6546,0.7758,0.0857013418798095,2
San Jose,2004,8,31.53,0.69,2.42,79.0,81.91,15.56,0.33,0.5621,0.3583,0.7659,0.2882167240116368,2
San Jose,2004,9,31.93,0.65,2.81,78.95,82.62,15.59,0.31,0.5465,0.4075,0.6855,0.1965756851698602,2
San Jose,2004,10,32.03,0.73,8.64,78.9,88.05,15.86,0.32,0.5208,0.3803,0.6613,0.1986970055134198,2
San Jose,2004,11,31.94,0.85,7.61,78.84,90.09,15.56,0.3,0.6052,0.6052,0.6052,,1
San Jose,2004,12,31.99,0.9,4.69,78.85,89.4,15.8,0.28,0.3819,0.1391,0.6247,0.3433710529441875,2
San Jose,2005,1,32.41,0.89,4.52,78.85,88.6,16.06,0.29,0.2584,0.1425,0.3743,0.1639073518790417,2
San Jose,2005,2,32.82,0.85,2.47,78.83,86.0,16.98,0.26,0.6954,0.5824,0.8084,0.1598061325481597,2
San Jose,2005,3,32.25,0.79,3.67,78.97,85.35,17.06,0.25,0.31425,0.1564,0.4721,0.223233610820593,2
San Jose,2005,4,32.56,0.83,6.17,78.9,87.25,16.86,0.27,0.3748499999999999,0.1424,0.6073,0.3287339425736259,2
San Jose,2005,5,32.08,0.89,7.56,78.92,88.62,16.2,0.28,0.23275,0.2231,0.2424,0.0136471608769003,2
San Jose,2005,6,32.08,0.88,5.72,78.95,86.62,16.05,0.27,0.658,0.4645,0.8515,0.2736503243191939,2
San Jose,2005,7,31.63,0.87,4.82,79.02,84.49,15.68,0.32,0.708,0.609,0.807,0.1400071426749364,2
San Jose,2005,8,31.91,0.78,3.68,78.98,83.8,15.86,0.31,0.29695,0.1103,0.4836,0.2639629614169381,2
San Jose,2005,9,31.96,0.76,4.4,78.96,84.89,16.2,0.3,0.51815,0.3154,0.7209,0.286731799771145,2
San Jose,2005,10,31.95,0.83,7.17,78.92,89.62,15.77,0.35,0.4796,0.4796,0.4796,,1
San Jose,2005,11,31.92,0.89,5.49,78.85,89.19,15.74,0.34,0.3555,0.2195,0.4915,0.1923330444827409,2
San Jose,2005,12,31.67,0.89,4.96,78.86,89.15,15.51,0.36,0.1859,0.0928,0.279,0.1316632826569351,2
San Jose,2006,1,32.01,0.92,6.91,78.83,88.04,15.81,0.27,0.40045,0.1452,0.6557,0.3609780117957324,2
San Jose,2006,2,32.26,0.91,4.05,78.86,85.63,16.61,0.27,0.6596,0.4714,0.8478,0.2661549924386164,2
San Jose,2006,3,32.34,0.85,3.75,78.87,87.65,16.24,0.23,0.37705,0.3301,0.424,0.0663973267534168,2
San Jose,2006,4,32.3,0.86,5.96,78.87,88.56,15.97,0.28,0.32725,0.0843,0.5702,0.3435831849785435,2
San Jose,2006,5,32.14,0.88,3.77,78.95,87.01,16.22,0.25,0.85135,0.8142,0.8885,0.0525380338421603,2
San Jose,2006,6,31.73,0.88,5.71,78.97,86.64,15.64,0.29,0.62575,0.4652,0.7863,0.2270519874390003,2
San Jose,2006,7,31.67,0.76,2.07,79.0,82.84,15.52,0.29,0.7191000000000001,0.6417,0.7965,0.1094601297276774,2
San Jose,2006,8,31.66,0.76,6.16,78.94,84.27,15.94,0.31,0.6234999999999999,0.4321,0.8149,0.2706804758382103,2
San Jose,2006,9,31.81,0.8,6.33,78.97,84.5,15.87,0.31,0.5825,0.2884,0.8766,0.4159202086939273,2
San Jose,2006,10,32.11,0.81,5.68,78.89,88.17,16.02,0.31,0.3884,0.3884,0.3884,,1
San Jose,2006,11,31.96,0.84,3.29,78.82,89.83,15.62,0.3,0.57805,0.4789,0.6772,0.1402192747092924,2
San Jose,2006,12,31.94,0.88,5.33,78.92,88.24,16.04,0.26,0.6708500000000001,0.3955,0.9462,0.3894037043994318,2
San Jose,2007,1,32.4,0.83,2.6,78.85,86.45,16.6,0.25,0.79275,0.7515,0.834,0.0583363094478901,2
San Jose,2007,2,31.34,0.74,0.99,78.94,79.66,16.3,0.36,0.4458999999999999,0.0933,0.7985,0.4986517020927533,2
San Jose,2007,3,32.53,0.7,3.05,78.85,86.28,16.39,0.26,0.357,0.2027,0.5113,0.2182131526741685,2
San Jose,2007,4,32.27,0.76,6.07,78.94,88.07,16.19,0.29,0.7142999999999999,0.7044,0.7242,0.0140007142674936,2
San Jose,2007,5,32.19,0.79,4.88,78.94,88.34,16.31,0.27,0.43055,0.2575,0.6036,0.244729656968664,2
San Jose,2007,6,31.92,0.77,1.79,78.98,83.83,15.56,0.27,0.79055,0.7615,0.8196,0.0410829039869384,2
San Jose,2007,7,31.54,0.7,2.87,79.0,83.02,15.68,0.32,0.82435,0.7973,0.8514,0.0382544768621922,2
San Jose,2007,8,32.04,0.65,2.03,78.95,83.08,15.74,0.3,0.5138,0.3384,0.6892,0.2480530588402409,2
San Jose,2007,9,31.92,0.64,3.44,78.96,82.24,15.87,0.31,0.8343,0.7526,0.916,0.1155412480458818,2
San Jose,2007,10,31.8,0.67,3.48,78.88,88.77,15.27,0.36,0.6997,0.6997,0.6997,,1
San Jose,2007,11,31.85,0.69,3.46,78.8,88.03,15.69,0.32,0.4538999999999999,0.1957,0.7121,0.3651499418047331,2
San Jose,2007,12,31.94,0.7,3.47,78.87,88.43,15.34,0.33,0.24735,0.2345,0.2602,0.0181726442764942,2
San Jose,2008,1,31.95,0.71,3.06,78.82,86.27,15.67,0.3,0.5748500000000001,0.3416,0.8081,0.3298653134235244,2
San Jose,2008,2,32.03,0.67,1.84,78.9,84.82,15.74,0.28,0.16405,0.1359,0.1922,0.0398101117808026,2
San Jose,2008,3,32.22,0.67,3.2,78.89,84.28,15.8,0.28,0.46575,0.2394,0.6921,0.3201072398431501,2
San Jose,2008,4,31.91,0.68,3.54,78.84,85.84,15.99,0.3,0.2793,0.1627,0.3959,0.1648973013727028,2
San Jose,2008,5,32.0,0.7,3.92,78.92,86.31,16.01,0.26,0.2503499999999999,0.1774,0.3233,0.1031668793751172,2
San Jose,2008,6,31.87,0.66,1.44,78.94,82.14,16.12,0.27,0.13875,0.1264,0.1511,0.0174655374953077,2
San Jose,2008,7,31.83,0.62,1.27,78.99,80.0,15.77,0.28,0.60075,0.461,0.7405,0.19763634534164,2
San Jose,2008,8,31.9,0.59,1.92,78.93,81.12,15.91,0.27,0.5113,0.2296,0.793,0.3983839605205009,2
San Jose,2008,9,31.76,0.58,1.21,78.95,78.62,16.25,0.32,0.1526,0.1438,0.1614,0.0124450793488832,2
San Jose,2008,10,31.9,0.62,4.8,78.93,84.62,15.98,0.31,0.665,0.6605,0.6695,0.0063639610306789,2
San Jose,2008,11,32.07,0.67,7.22,78.85,88.27,15.67,0.35,0.2711,0.2711,0.2711,,1
San Jose,2008,12,31.81,0.8,8.05,78.85,89.6,15.59,0.35,0.38285,0.3746,0.3911,0.011667261889578,2
San Jose,2009,1,32.14,0.85,5.15,78.89,88.88,15.74,0.3,0.6910000000000001,0.5481,0.8339,0.2020911180631152,2
San Jose,2009,2,32.21,0.86,5.25,78.82,87.93,16.06,0.25,0.72785,0.6976,0.7581,0.0427799602617861,2
San Jose,2009,3,32.34,0.86,4.83,78.82,88.06,16.14,0.3,0.4515,0.3883,0.5147,0.0893782971419796,2
San Jose,2009,4,32.26,0.89,5.42,78.92,87.68,16.22,0.28,0.521,0.3801,0.6619,0.1992626909383691,2
San Jose,2009,5,31.92,0.86,3.99,78.93,87.0,16.1,0.26,0.2788,0.2219,0.3357,0.0804687516990291,2
San Jose,2009,6,31.94,0.85,6.0,78.96,86.73,15.76,0.27,0.5572,0.4462,0.6682,0.1569777054234135,2
San Jose,2009,7,31.78,0.82,3.16,78.96,84.31,15.96,0.26,0.7272000000000001,0.7164,0.738,0.0152735064736294,2
San Jose,2009,8,31.99,0.81,7.92,78.93,85.59,16.2,0.27,0.7379,0.7329,0.7429,0.0070710678118654,2
San Jose,2009,9,31.69,0.82,4.19,78.95,83.04,16.41,0.29,0.70225,0.6614,0.7431,0.0577706240229409,2
San Jose,2009,10,31.92,0.77,5.41,78.85,87.49,15.96,0.34,0.1758,0.1758,0.1758,,1
San Jose,2009,11,32.03,0.84,5.07,78.8,89.73,15.98,0.31,0.52815,0.3288,0.7275,0.2819234736590765,2
San Jose,2009,12,31.64,0.83,3.16,78.85,87.45,16.15,0.32,0.74415,0.704,0.7843,0.0567806745292797,2
San Jose,2010,1,31.53,0.75,1.22,78.84,81.57,16.65,0.31,0.7979,0.7836,0.8122,0.0202232539419353,2
San Jose,2010,2,32.4,0.68,1.86,78.83,84.58,17.47,0.27,0.44915,0.3006,0.5977,0.2100814246905233,2
San Jose,2010,3,32.41,0.66,3.19,78.89,83.87,17.46,0.27,0.4357,0.3721,0.4993,0.0899439825669288,2
San Jose,2010,4,32.5,0.76,10.28,78.92,88.26,16.94,0.28,0.63665,0.5298,0.7435,0.1511087191395652,2
San Jose,2010,5,32.34,0.85,6.35,78.96,88.83,16.71,0.28,0.6882,0.6146,0.7618,0.1040861181906598,2
San Jose,2010,6,32.11,0.89,7.09,79.03,87.7,15.99,0.26,0.37925,0.3049,0.4536,0.1051467783624396,2
San Jose,2010,7,32.01,0.91,8.44,79.0,89.27,15.62,0.28,0.7967,0.765,0.8284,0.0448305699272271,2
San Jose,2010,8,32.06,0.89,5.63,78.99,86.56,15.69,0.27,0.5085,0.185,0.832,0.4574980874276962,2
San Jose,2010,9,31.89,0.89,7.77,78.95,88.24,15.38,0.29,0.43935,0.323,0.5557,0.1645437479821095,2
San Jose,2010,10,31.67,0.9,5.86,78.92,89.0,15.59,0.33,0.3646,0.3646,0.3646,,1
San Jose,2010,11,31.76,0.96,9.62,78.84,91.42,15.16,0.36,0.20155,0.1433,0.2598,0.0823779400082327,2
San Jose,2010,12,31.53,0.98,8.39,78.79,89.59,15.39,0.3,0.3972,0.1818,0.6126,0.3046216013351647,2
San Jose,2011,1,31.67,0.92,3.15,78.78,87.71,15.59,0.31,0.4367,0.382,0.4914,0.0773574818618083,2
San Jose,2011,2,31.92,0.9,5.7,78.83,88.98,15.48,0.29,0.3933999999999999,0.3374,0.4494,0.0791959594928933,2
San Jose,2011,3,32.01,0.94,7.03,78.84,88.15,15.58,0.32,0.65645,0.546,0.7669,0.1561998879641083,2
San Jose,2011,4,32.15,0.98,12.04,78.88,90.43,15.65,0.31,0.34445,0.2379,0.451,0.1506844550708532,2
San Jose,2011,5,32.17,0.96,5.65,78.89,88.34,16.19,0.28,0.4771999999999999,0.2314,0.723,0.3476136936313068,2
San Jose,2011,6,31.76,0.92,5.51,78.96,87.64,15.95,0.27,0.69695,0.6337,0.7602,0.0894490078200982,2
San Jose,2011,7,31.61,0.88,6.93,78.93,86.13,15.4,0.3,0.6292,0.5228,0.7356,0.1504723230364973,2
San Jose,2011,8,31.66,0.87,4.28,78.97,85.33,15.7,0.29,0.69035,0.5937,0.787,0.1366837408033596,2
San Jose,2011,9,31.65,0.83,4.46,79.0,85.11,15.67,0.28,0.39875,0.3666,0.4309,0.045466966030295,2
San Jose,2011,10,31.58,0.9,9.63,78.88,89.85,15.05,0.35,0.3589,0.3589,0.3589,,1
San Jose,2011,11,31.78,0.98,10.15,78.84,91.35,15.36,0.34,0.54285,0.3452,0.7405,0.2795193106030423,2
San Jose,2011,12,32.01,0.99,10.17,78.82,89.98,15.57,0.33,0.36245,0.1626,0.5623,0.282630580440263,2
San Jose,2012,1,32.08,0.98,9.64,78.85,90.05,15.57,0.33,0.3349,0.2856,0.3842,0.0697207286249935,2
San Jose,2012,2,31.68,0.96,5.26,78.83,87.08,15.81,0.31,0.63435,0.5545,0.7142,0.1129249529554916,2
San Jose,2012,3,32.14,0.94,6.66,78.83,87.97,15.82,0.26,0.5331,0.3834,0.6828,0.2117077702872522,2
San Jose,2012,4,32.22,0.97,8.91,78.91,88.9,15.74,0.28,0.49385,0.2106,0.7771,0.4005759915421792,2
San Jose,2012,5,31.95,0.97,8.01,78.91,88.53,15.99,0.23,0.5555,0.413,0.698,0.201525432638166,2
San Jose,2012,6,31.69,0.9,5.25,78.98,85.85,15.74,0.27,0.68605,0.6232,0.7489,0.088883322395149,2
San Jose,2012,7,31.58,0.85,4.1,78.93,84.63,15.81,0.25,0.5728,0.5132,0.6324,0.0842871283174364,2
San Jose,2012,8,31.88,0.83,5.92,78.99,85.35,15.65,0.29,0.6899500000000001,0.6051,0.7748,0.1199960207673571,2
San Jose,2012,9,31.51,0.81,5.71,78.99,84.19,15.53,0.3,0.46495,0.2572,0.6727,0.2938028675830105,2
San Jose,2012,10,31.7,0.86,7.76,78.88,88.64,15.59,0.35,0.16165,0.102,0.2213,0.0843578389955551,2
San Jose,2012,11,31.77,0.93,8.89,78.87,90.09,16.03,0.3,0.4924,0.4924,0.4924,,1
San Jose,2012,12,31.69,0.96,7.75,78.83,89.51,15.78,0.3,0.54275,0.3623,0.7232,0.255194837330225,2
San Jose,2013,1,32.02,0.9,2.61,78.86,86.87,16.45,0.29,0.68865,0.6541,0.7232,0.0488610785799903,2
San Jose,2013,2,32.31,0.93,9.09,78.83,89.4,16.17,0.28,0.0853,0.0375,0.1331,0.0675994082814339,2
San Jose,2013,3,32.31,0.95,8.19,78.89,88.13,16.66,0.28,0.44405,0.3298,0.5583,0.1615738995011261,2
San Jose,2013,4,32.2,0.94,6.14,78.92,88.65,16.64,0.27,0.1347,0.1198,0.1496,0.0210717820793591,2
San Jose,2013,5,32.15,0.97,10.99,78.98,90.06,16.05,0.26,0.1886999999999999,0.1672,0.2102,0.0304055915910215,2
San Jose,2013,6,31.72,0.94,5.99,78.96,86.31,15.93,0.26,0.8021,0.7108,0.8934,0.1291176982446636,2
San Jose,2013,7,31.46,0.88,5.3,78.99,85.09,15.62,0.27,0.6965,0.6422,0.7508,0.076791796436859,2
San Jose,2013,8,31.91,0.87,7.38,78.95,86.46,15.68,0.28,0.3318,0.3204,0.3432,0.0161220346110532,2
San Jose,2013,9,31.78,0.9,7.33,78.94,87.04,15.73,0.28,0.6647000000000001,0.5833,0.7461,0.1151169839771699,2
San Jose,2013,10,31.77,0.92,9.46,78.9,88.44,15.78,0.29,0.761,0.761,0.761,,1
San Jose,2013,11,31.87,0.98,9.65,78.81,91.0,15.52,0.33,0.1781,0.1019,0.2543,0.1077630734528298,2
San Jose,2013,12,31.84,0.99,7.72,78.85,90.03,15.85,0.3,0.58145,0.3268,0.8361,0.3601294836583086,2
San Jose,2014,1,32.31,0.93,3.5,78.83,88.7,16.08,0.3,0.6964,0.668,0.7248,0.0401636651713958,2
San Jose,2014,2,32.33,0.9,6.71,78.8,89.65,16.23,0.29,0.4264,0.4185,0.4343,0.0111722871427474,2
San Jose,2014,3,32.1,0.96,6.75,78.89,88.14,16.21,0.3,0.4478,0.3257,0.5699,0.1726754759657549,2
San Jose,2014,4,32.13,0.94,10.11,78.89,87.76,16.62,0.25,0.34175,0.2246,0.4589,0.165675118832008,2
San Jose,2014,5,32.01,0.97,7.46,78.95,89.32,16.25,0.26,0.54525,0.3066,0.7839,0.3375020666603391,2
San Jose,2014,6,31.9,0.91,4.85,78.96,85.87,16.16,0.26,0.6657,0.494,0.8374,0.2428204686594604,2
San Jose,2014,7,31.56,0.83,3.4,79.02,83.24,16.01,0.3,0.6417,0.4811,0.8023,0.227122698117119,2
San Jose,2014,8,31.6,0.75,3.63,78.99,83.39,15.7,0.3,0.796,0.7943,0.7977,0.0024041630560342,2
San Jose,2014,9,31.71,0.78,7.23,78.95,86.03,16.07,0.29,0.62225,0.5588,0.6857,0.0897318505325728,2
San Jose,2014,10,32.12,0.87,9.14,78.91,88.52,15.74,0.3,0.3649,0.3649,0.3649,,1
San Jose,2014,11,31.85,0.95,8.94,78.88,90.52,15.74,0.3,0.39455,0.1877,0.6014,0.2925300753768747,2
San Jose,2014,12,31.51,0.96,7.51,78.87,89.2,15.95,0.28,0.7177,0.6477,0.7877,0.0989949493661165,2
San Jose,2015,1,31.35,0.86,2.75,78.89,85.65,15.74,0.31,0.6129,0.4381,0.7877,0.247204530702817,2
San Jose,2015,2,32.18,0.86,4.49,78.89,87.29,16.4,0.3,0.7101999999999999,0.6987,0.7217,0.0162634559672906,2
San Jose,2015,3,32.34,0.86,5.85,78.9,88.41,16.36,0.28,0.47515,0.153,0.7973,0.4555888991184926,2
San Jose,2015,4,32.22,0.91,5.28,78.89,88.0,16.47,0.25,0.7235499999999999,0.4678,0.9793,0.361685118576919,2
San Jose,2015,5,32.14,0.85,3.29,78.95,86.75,16.61,0.25,0.3601999999999999,0.2585,0.4619,0.1438255192933437,2
San Jose,2015,6,31.75,0.77,1.49,78.97,83.12,16.16,0.31,0.7339,0.7231,0.7447,0.0152735064736294,2
San Jose,2015,7,31.88,0.7,2.88,78.99,82.24,16.09,0.3,0.7092499999999999,0.6543,0.7642,0.0777110352524016,2
San Jose,2015,8,31.98,0.66,2.73,78.94,80.72,16.62,0.27,0.6371,0.4804,0.7938,0.2216072652238639,2
San Jose,2015,9,31.61,0.65,2.56,78.93,79.44,16.78,0.27,0.60135,0.4928,0.7099,0.1535128821955994,2
San Jose,2015,10,32.21,0.68,6.24,78.95,86.51,16.26,0.27,0.8079,0.8079,0.8079,,1
San Jose,2015,11,32.13,0.77,5.49,78.83,89.21,16.07,0.3,0.1773,0.149,0.2056,0.0400222438151586,2
San Jose,2015,12,31.45,0.73,0.86,78.87,83.21,16.53,0.3,0.5173,0.2312,0.8034,0.4046065001949425,2
San Jose,2016,1,32.06,0.65,1.26,78.95,82.4,17.46,0.31,0.75165,0.7233,0.78,0.0400929544932772,2
San Jose,2016,2,32.57,0.61,2.2,78.86,82.33,18.07,0.26,0.49655,0.2276,0.7655,0.3803527376002439,2
San Jose,2016,3,32.5,0.63,3.67,79.0,84.3,17.88,0.26,0.42555,0.1788,0.6723,0.3489571965155612,2
San Jose,2016,4,32.45,0.7,7.29,78.94,87.07,17.22,0.28,0.51485,0.2675,0.7622,0.349805724652985,2
San Jose,2016,5,32.21,0.76,5.57,79.03,87.28,16.79,0.23,0.45585,0.2502,0.6615,0.290833019102027,2
San Jose,2016,6,31.56,0.74,3.28,79.07,84.72,15.88,0.26,0.3273,0.2091,0.4455,0.1671600430724998,2
San Jose,2016,7,31.71,0.7,3.59,79.02,84.52,15.88,0.25,0.43405,0.1989,0.6692,0.3325523191920333,2
San Jose,2016,8,31.8,0.68,4.46,79.0,82.08,16.17,0.25,0.6965,0.6186,0.7744,0.110167236508864,2
San Jose,2016,9,31.79,0.7,4.97,79.02,84.73,16.01,0.27,0.36435,0.0936,0.6351,0.3828983220125154,2
San Jose,2016,10,31.9,0.75,7.35,78.88,89.35,16.08,0.31,0.6800999999999999,0.6251,0.7351,0.0777817459305201,2
San Jose,2016,11,31.78,0.84,7.04,78.85,89.31,16.05,0.33,0.3467,0.3467,0.3467,,1
San Jose,2016,12,31.87,0.88,5.96,78.88,90.63,15.7,0.27,0.1395,0.1313,0.1477,0.0115965512114593,2
San Jose,2017,1,31.92,0.88,4.67,78.9,87.87,15.87,0.3,0.6749,0.5448,0.805,0.1839891844647397,2
San Jose,2017,2,31.55,0.81,1.89,78.94,84.38,16.17,0.35,0.30815,0.1567,0.4596,0.2141826440214052,2
San Jose,2017,3,32.41,0.86,9.91,78.93,88.64,15.97,0.29,0.4203,0.1328,0.7078,0.4065863991822648,2
San Jose,2017,4,32.04,0.93,5.74,78.92,87.38,16.57,0.29,0.53435,0.3757,0.693,0.2243649816704915,2
San Jose,2017,5,32.01,0.97,10.05,79.0,88.17,16.42,0.27,0.57025,0.3644,0.7761,0.2911158618145016,2
San Jose,2017,6,31.9,0.92,5.77,78.99,88.0,16.21,0.24,0.29455,0.2138,0.3753,0.1141977451616274,2
San Jose,2017,7,31.67,0.84,2.55,79.03,84.38,15.99,0.27,0.57685,0.4339,0.7198,0.2021618287412339,2
San Jose,2017,8,31.66,0.79,5.81,79.0,85.44,16.33,0.25,0.78715,0.7794,0.7949,0.0109601551083915,2
San Jose,2017,9,31.82,0.79,4.46,78.98,86.65,16.21,0.28,0.2548,0.1513,0.3583,0.1463711037056153,2
San Jose,2017,10,31.86,0.83,6.94,78.9,87.84,16.08,0.28,0.3767,0.3767,0.3767,,1
San Jose,2017,11,31.79,0.93,9.25,78.83,91.19,15.84,0.34,0.78695,0.6956,0.8783,0.1291884089227822,2
San Jose,2017,12,31.59,0.94,5.31,78.87,88.66,16.03,0.29,0.79825,0.7425,0.854,0.0788424061023,2
San Jose,2018,1,31.68,0.92,4.19,78.84,88.05,15.63,0.28,0.5927,0.5116,0.6738,0.1146927199084579,2
San Jose,2018,2,32.08,0.88,5.65,78.85,87.5,16.36,0.3,0.45195,0.1509,0.753,0.4257489929524203,2
San Jose,2018,3,32.12,0.86,3.76,78.84,87.27,16.59,0.27,0.46615,0.1439,0.7884,0.4557303204747299,2
