Municipio,Año,Mes,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,NDVI,NDVI_min,NDVI_max,NDVI_std,n_observaciones_16d
Chinchina,2021,12,31.41,0.69,3.86,78.85,88.59,16.42,0.27,0.27465,0.2244,0.3249,0.071064231509248,2
Chinchina,2022,1,31.35,0.73,3.64,78.88,86.95,16.09,0.31,0.24975,0.1686,0.3309,0.1147634305865766,2
Chinchina,2022,2,31.54,0.76,7.13,78.84,88.23,16.16,0.3,0.2253,0.1952,0.2554,0.0425678282274301,2
Chinchina,2022,3,31.74,0.86,8.21,78.87,87.93,16.27,0.29,0.33715,0.1868,0.4875,0.2126270091027948,2
Chinchina,2022,4,31.15,0.95,10.27,78.88,88.07,16.3,0.27,0.4124,0.3339,0.4909,0.1110157646462879,2
Chinchina,2022,5,30.77,0.95,6.88,78.98,88.12,16.31,0.26,0.525,0.4259,0.6241,0.1401485640311736,2
Chinchina,2022,6,30.93,0.94,6.95,78.96,89.24,15.57,0.24,0.5206500000000001,0.2791,0.7622,0.3416032859912211,2
Chinchina,2022,7,30.78,0.91,7.46,78.99,86.91,15.86,0.25,0.3421,0.331,0.3532,0.0156977705423413,2
Chinchina,2022,8,30.47,0.91,4.94,78.97,85.28,15.76,0.28,0.34875,0.3396,0.3579,0.0129400540957138,2
Chinchina,2022,9,30.82,0.84,5.0,78.97,86.65,15.98,0.28,0.36975,0.3355,0.404,0.0484368145112785,2
Chinchina,2022,10,30.94,0.91,9.26,78.92,89.47,15.86,0.31,0.1822,0.1822,0.1822,,1
Chinchina,2022,11,31.06,0.97,9.5,78.89,90.81,15.74,0.29,0.34335,0.321,0.3657,0.0316076731190386,2
Chinchina,2022,12,30.61,0.95,4.01,78.85,89.44,15.57,0.27,0.36205,0.3156,0.4085,0.0656902199722302,2
Chinchina,2023,1,30.62,0.96,7.55,78.92,88.29,15.24,0.28,0.4052,0.2992,0.5112,0.149906637611548,2
Chinchina,2023,2,30.74,0.89,2.84,78.87,87.1,15.99,0.25,0.33135,0.2717,0.391,0.0843578389955551,2
Chinchina,2023,3,31.46,0.93,8.38,78.92,88.47,16.1,0.29,0.3657,0.299,0.4324,0.0943280446102854,2
Chinchina,2023,4,31.06,0.95,6.7,78.89,87.67,16.39,0.29,0.52325,0.4419,0.6046,0.1150462732990512,2
Chinchina,2023,5,30.94,0.89,5.06,78.97,87.46,16.97,0.27,0.46385,0.3059,0.6218,0.2233750321768303,2
Chinchina,2023,6,30.34,0.86,3.75,79.0,84.87,16.34,0.31,0.4146499999999999,0.3901,0.4392,0.0347189429562594,2
Chinchina,2023,7,30.77,0.81,4.39,79.02,85.23,16.55,0.29,0.5035000000000001,0.4597,0.5473,0.0619425540319416,2
Chinchina,2023,8,30.57,0.75,4.03,79.01,83.25,16.59,0.32,0.6205,0.5777,0.6633,0.0605283404695684,2
Chinchina,2023,9,30.74,0.72,3.3,78.96,82.78,17.06,0.3,0.3998,0.2797,0.5199,0.1698470488410087,2
Chinchina,2023,10,31.19,0.76,6.62,78.95,88.03,16.56,0.32,0.5237,0.5237,0.5237,,1
Chinchina,2023,11,31.08,0.84,6.54,78.89,88.22,16.61,0.27,0.31705,0.3093,0.3248,0.0109601551083914,2
Chinchina,2023,12,31.22,0.82,3.67,78.88,89.04,16.96,0.3,0.2526,0.1553,0.3499,0.1376029796189021,2
Chinchina,2024,1,30.45,0.77,1.03,78.98,82.69,17.46,0.31,0.4495,0.4419,0.4571,0.0107480230740355,2
Chinchina,2024,2,31.48,0.73,4.29,78.97,85.54,17.74,0.28,0.34565,0.2441,0.4472,0.1436133872589877,2
Chinchina,2024,3,31.92,0.69,2.61,78.97,83.67,18.22,0.26,0.5371,0.4903,0.5839,0.0661851947190608,2
Chinchina,2024,4,31.74,0.74,8.26,78.96,86.82,17.49,0.27,0.52945,0.3718,0.6871,0.2229507681081184,2
Chinchina,2024,5,31.65,0.92,11.75,78.97,89.54,17.37,0.22,0.4358999999999999,0.4352,0.4366,0.0009899494936611,2
Chinchina,2024,6,31.21,0.95,10.69,79.01,89.11,16.69,0.24,0.36715,0.2747,0.4596,0.1307440438413926,2
Chinchina,2024,7,30.68,0.93,4.23,79.02,85.57,16.54,0.29,0.41855,0.3975,0.4396,0.0297691954879536,2
Chinchina,2024,8,30.58,0.81,3.46,79.06,84.34,16.46,0.29,0.4993499999999999,0.4191,0.5796,0.1134906383804408,2
Chinchina,2024,9,30.89,0.73,3.49,78.97,84.03,16.79,0.29,0.30615,0.1887,0.4236,0.16609938290072,2
Chinchina,2024,10,31.15,0.76,5.8,78.97,87.13,16.65,0.3,0.3984999999999999,0.2153,0.5817,0.259083924626751,2
Chinchina,2024,11,31.28,0.83,6.91,78.89,90.74,16.12,0.32,0.4095,0.4095,0.4095,,1
Chinchina,2024,12,31.41,0.87,5.73,78.87,90.35,16.4,0.27,0.42225,0.3669,0.4776,0.0782767206773508,2
Chinchina,2025,1,30.65,0.88,2.56,78.94,86.74,16.39,0.28,0.4012,0.3821,0.4203,0.0270114790413261,2
Chinchina,2025,2,31.73,0.87,7.24,78.86,90.85,16.43,0.26,0.33985,0.206,0.4737,0.1892924853236388,2
Chinchina,2025,3,31.41,0.95,8.01,78.94,89.46,16.46,0.29,0.3471,0.2015,0.4927,0.2059094946815226,2
Chinchina,2025,4,31.43,0.97,11.34,78.9,89.34,16.84,0.25,0.5461,0.5157,0.5765,0.042992092296142,2
Chinchina,2025,5,31.17,0.97,7.32,78.97,88.62,16.56,0.24,0.3038,0.2448,0.3628,0.0834386001800126,2
Chinchina,2025,6,30.97,0.95,8.07,79.01,88.2,16.37,0.24,0.5680499999999999,0.4465,0.6896,0.1718976585064496,2
Chinchina,2025,7,30.48,0.84,1.75,79.03,84.38,16.26,0.25,0.52315,0.4958,0.5505,0.0386787409309041,2
Chinchina,2025,8,30.88,0.77,4.04,79.02,85.62,16.33,0.25,0.45645,0.4451,0.4678,0.0160513239329346,2
Chinchina,2025,9,30.89,0.74,5.17,79.0,85.3,16.34,0.29,0.345,0.2899,0.4001,0.0779231672867575,2
Chinchina,2025,10,31.03,0.82,6.53,78.92,88.83,16.1,0.27,0.2611,0.2611,0.2611,,1
Chinchina,2025,11,31.26,0.84,4.25,78.87,90.07,16.1,0.27,0.30755,0.1902,0.4249,0.1659579615444827,2
Chinchina,2025,12,,0.85,3.04,78.83,89.38,16.2,0.3,0.3245,0.3207,0.3283,0.0053740115370177,2
Filadelfia,2000,2,32.14,0.98,11.35,81.66,89.1,17.0,0.19,0.4108,0.4108,0.4108,,1
Filadelfia,2000,3,32.21,0.99,9.41,81.59,87.92,17.54,0.2,0.6371,0.6025,0.6717,0.048931789258109,2
Filadelfia,2000,4,32.52,0.99,11.87,81.64,89.1,17.73,0.19,0.69025,0.55,0.8305,0.1983434521228265,2
Filadelfia,2000,5,32.34,1.0,16.29,81.68,90.45,17.64,0.17,0.5727,0.3554,0.79,0.3073086071036736,2
Filadelfia,2000,6,31.99,1.0,14.12,81.71,90.13,17.33,0.17,0.6643,0.5814,0.7472,0.1172383043207295,2
Filadelfia,2000,7,31.73,0.99,11.58,81.68,88.65,16.86,0.19,0.6755,0.613,0.738,0.0883883476483184,2
Filadelfia,2000,8,31.44,0.98,11.75,81.69,86.4,17.31,0.23,0.70795,0.6646,0.7513,0.0613061579288736,2
Filadelfia,2000,9,31.75,0.99,12.28,81.66,89.69,16.99,0.21,0.7401500000000001,0.7024,0.7779,0.0533865619795843,2
Filadelfia,2000,10,31.92,0.98,8.76,81.62,89.65,17.13,0.22,0.68435,0.6007,0.768,0.1182989644925094,2
Filadelfia,2000,11,31.85,0.99,8.13,81.57,89.93,16.86,0.24,0.801,0.801,0.801,,1
Filadelfia,2000,12,31.38,0.94,5.95,81.59,89.23,17.26,0.26,0.7314,0.6838,0.779,0.0673165655689593,2
Filadelfia,2001,1,31.45,0.94,5.35,81.66,86.43,16.87,0.25,0.72445,0.7106,0.7383,0.0195868578388672,2
Filadelfia,2001,2,32.35,0.85,4.19,81.54,84.92,17.3,0.23,0.7110000000000001,0.7053,0.7167,0.0080610173055265,2
Filadelfia,2001,3,32.46,0.89,6.63,81.64,87.48,17.76,0.19,0.7086,0.6828,0.7344,0.0364867099092259,2
Filadelfia,2001,4,32.43,0.93,7.61,81.65,87.51,18.0,0.17,0.6733,0.5851,0.7615,0.124733636201307,2
Filadelfia,2001,5,32.19,0.98,10.0,81.69,89.94,17.77,0.18,0.7797000000000001,0.7406,0.8188,0.0552957502887879,2
Filadelfia,2001,6,31.75,0.97,8.68,81.71,87.56,17.27,0.17,0.8010999999999999,0.7896,0.8126,0.0162634559672905,2
Filadelfia,2001,7,31.71,0.9,6.12,81.73,85.75,17.28,0.2,0.75605,0.7467,0.7654,0.0132228968081883,2
Filadelfia,2001,8,31.76,0.91,11.01,81.74,83.2,17.55,0.23,0.70265,0.687,0.7183,0.0221324422511389,2
Filadelfia,2001,9,31.91,0.95,9.06,81.69,87.83,17.09,0.24,0.4530999999999999,0.1326,0.7736,0.4532554467405769,2
Filadelfia,2001,10,32.1,0.95,6.73,81.63,88.44,17.52,0.26,0.5175,0.5175,0.5175,,1
Filadelfia,2001,11,32.04,0.98,12.2,81.63,89.95,17.21,0.25,0.77135,0.7375,0.8052,0.0478711290863292,2
Filadelfia,2001,12,32.37,0.99,9.56,81.53,90.85,17.65,0.25,0.7799499999999999,0.7603,0.7996,0.0277892965006312,2
Filadelfia,2002,1,31.75,0.97,5.84,81.64,87.47,17.58,0.24,0.77075,0.7698,0.7717,0.0013435028842544,2
Filadelfia,2002,2,32.45,0.89,2.94,81.62,85.54,18.3,0.21,0.7393000000000001,0.6947,0.7839,0.0630739248818401,2
Filadelfia,2002,3,32.33,0.84,5.57,81.64,86.34,18.27,0.19,0.72235,0.7206,0.7241,0.0024748737341528,2
Filadelfia,2002,4,32.55,0.96,13.97,81.62,89.86,17.8,0.19,0.6512,0.6212,0.6812,0.0424264068711928,2
Filadelfia,2002,5,32.23,0.97,7.25,81.66,88.76,17.89,0.18,0.7648,0.7537,0.7759,0.0156977705423413,2
Filadelfia,2002,6,31.79,0.96,5.97,81.75,87.21,17.37,0.19,0.7968999999999999,0.7844,0.8094,0.0176776695296637,2
Filadelfia,2002,7,31.7,0.92,9.43,81.77,85.67,17.54,0.19,0.7377499999999999,0.703,0.7725,0.049143921292465,2
Filadelfia,2002,8,31.62,0.89,6.75,81.68,84.13,17.51,0.22,0.7256,0.6932,0.758,0.0458205194208882,2
Filadelfia,2002,9,31.73,0.88,8.01,81.69,85.21,17.67,0.24,0.70075,0.6978,0.7037,0.0041719300090006,2
Filadelfia,2002,10,32.01,0.93,8.95,81.6,87.21,17.38,0.23,0.7709,0.7709,0.7709,,1
Filadelfia,2002,11,32.02,0.98,7.63,81.64,88.91,17.47,0.22,0.5912999999999999,0.4627,0.7199,0.18186786412118,2
Filadelfia,2002,12,32.09,0.96,7.07,81.64,89.32,17.71,0.24,0.7464500000000001,0.6999,0.793,0.0658316413284676,2
Filadelfia,2003,1,31.92,0.87,2.01,81.65,83.12,18.45,0.24,0.6993499999999999,0.6988,0.6999,0.0007778174593051,2
Filadelfia,2003,2,32.45,0.79,5.24,81.58,86.29,18.49,0.18,0.72365,0.7223,0.725,0.0019091883092036,2
Filadelfia,2003,3,32.43,0.83,7.05,81.62,86.17,18.11,0.21,0.7383500000000001,0.7267,0.75,0.0164755880016465,2
Filadelfia,2003,4,32.3,0.91,7.1,81.65,88.82,17.99,0.21,0.7949999999999999,0.7736,0.8164,0.0302641702347842,2
Filadelfia,2003,5,32.17,0.96,7.74,81.67,89.13,18.15,0.16,0.80955,0.7808,0.8383,0.0406586399182265,2
Filadelfia,2003,6,31.78,0.98,8.43,81.71,89.03,17.25,0.19,0.7413000000000001,0.6994,0.7832,0.0592555482634327,2
Filadelfia,2003,7,31.8,0.93,8.08,81.73,86.92,17.58,0.18,0.7681,0.7207,0.8155,0.0670337228564847,2
Filadelfia,2003,8,31.71,0.93,7.15,81.75,85.94,17.45,0.2,0.7416499999999999,0.7262,0.7571,0.0218495995386643,2
Filadelfia,2003,9,32.0,0.91,7.61,81.7,88.42,17.52,0.23,0.7444,0.6787,0.8101,0.0929138310479124,2
Filadelfia,2003,10,32.12,0.98,10.57,81.63,92.14,17.25,0.25,0.7478,0.7478,0.7478,,1
Filadelfia,2003,11,31.98,0.99,7.43,81.59,90.39,17.48,0.23,0.7901499999999999,0.7614,0.8189,0.0406586399182265,2
Filadelfia,2003,12,31.71,0.95,4.48,81.61,89.48,17.32,0.25,0.7909999999999999,0.7823,0.7997,0.0123036579926459,2
Filadelfia,2004,1,32.0,0.92,3.87,81.66,87.78,17.35,0.22,0.75745,0.7152,0.7997,0.0597505230102632,2
Filadelfia,2004,2,31.99,0.84,4.96,81.68,84.35,17.88,0.24,0.72185,0.7159,0.7278,0.0084145706961199,2
Filadelfia,2004,3,32.41,0.84,4.94,81.57,86.33,18.7,0.17,0.72365,0.7098,0.7375,0.0195868578388674,2
Filadelfia,2004,4,32.33,0.87,5.85,81.67,88.5,18.08,0.21,0.72405,0.688,0.7601,0.0509823989235501,2
Filadelfia,2004,5,32.28,0.87,6.09,81.69,87.87,18.12,0.17,0.55255,0.4783,0.6268,0.1050053570062023,2
Filadelfia,2004,6,31.4,0.83,2.29,81.74,84.49,17.65,0.2,0.75365,0.7497,0.7576,0.0055861435713737,2
Filadelfia,2004,7,31.54,0.77,4.44,81.72,85.29,17.18,0.2,0.6819500000000001,0.6223,0.7416,0.0843578389955551,2
Filadelfia,2004,8,31.53,0.69,3.83,81.74,82.47,17.54,0.23,0.6759,0.6332,0.7186,0.0603869191133311,2
Filadelfia,2004,9,31.93,0.66,3.31,81.7,83.39,17.48,0.24,0.6936,0.6071,0.7801,0.1223294731452727,2
Filadelfia,2004,10,32.03,0.76,8.96,81.65,89.18,17.35,0.25,0.7679,0.7645,0.7713,0.0048083261120685,2
Filadelfia,2004,11,31.94,0.93,7.69,81.59,91.42,17.11,0.23,0.7991,0.7991,0.7991,,1
Filadelfia,2004,12,31.99,0.96,5.0,81.61,90.1,17.28,0.23,0.7294499999999999,0.6907,0.7682,0.0548007755419574,2
Filadelfia,2005,1,32.41,0.96,5.86,81.61,89.51,17.42,0.24,0.7622500000000001,0.7588,0.7657,0.0048790367901872,2
Filadelfia,2005,2,32.82,0.89,1.99,81.57,86.08,18.45,0.21,0.8109500000000001,0.7975,0.8244,0.0190211724139181,2
Filadelfia,2005,3,32.25,0.8,4.21,81.71,85.31,18.57,0.22,0.69705,0.6469,0.7472,0.0709228101530106,2
Filadelfia,2005,4,32.56,0.88,8.95,81.64,88.55,18.46,0.2,0.6422,0.4681,0.8163,0.2462145812091558,2
Filadelfia,2005,5,32.08,0.98,9.34,81.67,90.0,17.83,0.2,0.5543,0.3244,0.7842,0.3251276979895745,2
Filadelfia,2005,6,32.08,0.95,6.51,81.69,88.31,17.9,0.19,0.7213499999999999,0.6826,0.7601,0.0548007755419574,2
Filadelfia,2005,7,31.63,0.94,5.94,81.76,85.7,17.62,0.22,0.74605,0.7227,0.7694,0.0330218866814117,2
Filadelfia,2005,8,31.91,0.82,4.15,81.72,84.46,17.83,0.23,0.7300500000000001,0.6991,0.761,0.0437699097554473,2
Filadelfia,2005,9,31.96,0.77,4.94,81.7,85.6,18.08,0.22,0.6167,0.4743,0.7591,0.2013840112819287,2
Filadelfia,2005,10,31.95,0.86,7.59,81.68,90.8,17.24,0.26,0.5446,0.5446,0.5446,,1
Filadelfia,2005,11,31.92,0.94,5.55,81.6,89.89,17.24,0.25,0.65875,0.5556,0.7619,0.1458761289587848,2
Filadelfia,2005,12,31.67,0.93,5.56,81.62,89.37,17.0,0.27,0.6890000000000001,0.5923,0.7857,0.1367544514814782,2
Filadelfia,2006,1,32.01,0.97,8.23,81.58,88.81,17.33,0.21,0.7240500000000001,0.6389,0.8092,0.120420284836069,2
Filadelfia,2006,2,32.26,0.93,3.73,81.6,85.25,18.17,0.21,0.74815,0.7169,0.7794,0.0441941738241592,2
Filadelfia,2006,3,32.34,0.86,4.14,81.62,87.97,17.89,0.2,0.6959,0.6173,0.7745,0.1111571860025252,2
Filadelfia,2006,4,32.3,0.89,7.14,81.62,89.84,17.4,0.21,0.53675,0.3223,0.7512,0.3032780984509102,2
Filadelfia,2006,5,32.14,0.94,4.48,81.7,88.2,17.99,0.19,0.7779499999999999,0.7684,0.7875,0.013505739520663,2
Filadelfia,2006,6,31.73,0.93,5.73,81.72,87.84,17.44,0.21,0.7624,0.7544,0.7704,0.0113137084989847,2
Filadelfia,2006,7,31.67,0.76,2.56,81.74,83.35,17.59,0.19,0.7438,0.7288,0.7588,0.0212132034355964,2
Filadelfia,2006,8,31.66,0.78,8.84,81.68,85.55,17.86,0.22,0.72795,0.705,0.7509,0.0324562012564625,2
Filadelfia,2006,9,31.81,0.87,8.75,81.71,85.99,17.67,0.25,0.7488,0.6991,0.7985,0.0702864140499427,2
Filadelfia,2006,10,32.11,0.91,7.11,81.64,89.49,17.5,0.22,0.7424,0.7424,0.7424,,1
Filadelfia,2006,11,31.96,0.93,4.91,81.58,90.81,17.04,0.23,0.5761499999999999,0.5175,0.6348,0.082943625433182,2
Filadelfia,2006,12,31.94,0.95,4.73,81.67,89.13,17.46,0.21,0.7817000000000001,0.7395,0.8239,0.0596798123321445,2
Filadelfia,2007,1,32.4,0.88,3.03,81.59,87.3,18.09,0.2,0.76715,0.7427,0.7916,0.0345775216000221,2
Filadelfia,2007,2,31.34,0.74,0.65,81.69,78.47,18.15,0.28,0.7523,0.7259,0.7787,0.0373352380466496,2
Filadelfia,2007,3,32.53,0.65,3.22,81.6,85.58,18.09,0.19,0.63955,0.5892,0.6899,0.0712056528654853,2
Filadelfia,2007,4,32.27,0.76,6.37,81.69,88.76,17.75,0.23,0.73645,0.6859,0.787,0.07148849557796,2
Filadelfia,2007,5,32.19,0.84,6.6,81.69,90.22,17.93,0.2,0.74425,0.6929,0.7956,0.0726198664278584,2
Filadelfia,2007,6,31.92,0.84,2.2,81.72,85.21,17.56,0.2,0.68085,0.5915,0.7702,0.126359981798036,2
Filadelfia,2007,7,31.54,0.7,3.69,81.74,84.02,17.59,0.24,0.7058500000000001,0.6662,0.7455,0.0560735677480932,2
Filadelfia,2007,8,32.04,0.65,2.98,81.69,83.49,17.59,0.24,0.7173,0.7083,0.7263,0.0127279220613577,2
Filadelfia,2007,9,31.92,0.64,3.98,81.7,82.65,17.84,0.24,0.76755,0.7607,0.7744,0.0096873629022556,2
Filadelfia,2007,10,31.8,0.7,4.59,81.64,89.32,16.91,0.26,0.7968,0.7968,0.7968,,1
Filadelfia,2007,11,31.85,0.74,3.63,81.55,89.25,17.17,0.25,0.76865,0.7189,0.8184,0.0703571247280615,2
Filadelfia,2007,12,31.94,0.74,3.58,81.63,88.81,16.81,0.26,0.52755,0.3051,0.75,0.314591806949895,2
Filadelfia,2008,1,31.95,0.75,3.43,81.57,86.31,17.18,0.23,0.7333000000000001,0.7103,0.7563,0.0325269119345811,2
Filadelfia,2008,2,32.03,0.66,1.01,81.66,83.49,17.51,0.21,0.7420500000000001,0.7103,0.7738,0.0449012806053457,2
Filadelfia,2008,3,32.22,0.62,2.36,81.65,80.71,17.87,0.19,0.73605,0.7349,0.7372,0.001626345596729,2
Filadelfia,2008,4,31.91,0.63,2.82,81.59,83.87,17.86,0.22,0.68025,0.5782,0.7823,0.1443204940401743,2
Filadelfia,2008,5,32.0,0.66,3.86,81.67,85.38,17.73,0.2,0.72295,0.6986,0.7473,0.0344361002437848,2
Filadelfia,2008,6,31.87,0.61,1.23,81.69,78.95,18.41,0.19,0.4286,0.2052,0.652,0.3159353098341494,2
Filadelfia,2008,7,31.83,0.58,1.6,81.72,75.83,18.37,0.19,0.7819,0.7502,0.8136,0.044830569927227,2
Filadelfia,2008,8,31.9,0.57,2.25,81.67,77.56,18.33,0.19,0.62045,0.4894,0.7515,0.185332687348994,2
Filadelfia,2008,9,31.76,0.57,1.44,81.68,74.87,18.79,0.22,0.58345,0.4102,0.7567,0.2450124996811387,2
Filadelfia,2008,10,31.9,0.65,5.41,81.69,84.77,17.71,0.23,0.7201500000000001,0.7003,0.74,0.0280721392131058,2
Filadelfia,2008,11,32.07,0.71,6.67,81.61,88.61,17.17,0.26,0.8404,0.8404,0.8404,,1
Filadelfia,2008,12,31.81,0.86,8.26,81.61,90.01,17.19,0.25,0.7145999999999999,0.6435,0.7857,0.100550584284727,2
Filadelfia,2009,1,32.14,0.93,6.05,81.64,89.71,17.33,0.23,0.74245,0.7136,0.7713,0.0408000612744638,2
Filadelfia,2009,2,32.21,0.95,5.59,81.58,88.57,17.61,0.2,0.74195,0.7316,0.7523,0.0146371103705614,2
Filadelfia,2009,3,32.34,0.93,4.63,81.57,88.76,17.67,0.22,0.7656499999999999,0.7224,0.8089,0.0611647365726362,2
Filadelfia,2009,4,32.26,0.96,5.95,81.67,88.7,17.86,0.21,0.5182,0.282,0.7544,0.334037243432525,2
Filadelfia,2009,5,31.92,0.94,5.91,81.68,88.67,17.7,0.19,0.75495,0.7406,0.7693,0.0202939646200538,2
Filadelfia,2009,6,31.94,0.93,7.17,81.71,88.55,17.56,0.21,0.7262500000000001,0.6952,0.7573,0.0439113311116845,2
Filadelfia,2009,7,31.78,0.89,4.18,81.7,85.71,17.94,0.17,0.7778499999999999,0.7629,0.7928,0.0211424927574777,2
Filadelfia,2009,8,31.99,0.88,10.03,81.67,87.02,18.11,0.18,0.7718499999999999,0.7604,0.7833,0.016192745289172,2
Filadelfia,2009,9,31.69,0.9,5.59,81.68,84.15,18.42,0.2,0.72715,0.6942,0.7601,0.0465983368801934,2
Filadelfia,2009,10,31.92,0.84,6.34,81.59,88.75,17.61,0.24,0.5627,0.5627,0.5627,,1
Filadelfia,2009,11,32.03,0.93,6.26,81.54,90.7,17.45,0.25,0.7847500000000001,0.7654,0.8041,0.0273650324319194,2
Filadelfia,2009,12,31.64,0.9,3.05,81.6,88.15,17.7,0.27,0.7582,0.7456,0.7708,0.017819090885901,2
Filadelfia,2010,1,31.53,0.78,1.51,81.57,82.04,18.25,0.27,0.7188,0.6787,0.7589,0.0567099638511611,2
Filadelfia,2010,2,32.4,0.66,2.01,81.56,84.14,19.16,0.2,0.7074,0.6388,0.776,0.0970150503787943,2
Filadelfia,2010,3,32.41,0.64,4.01,81.62,82.86,19.33,0.21,0.737,0.6843,0.7897,0.074529054737062,2
Filadelfia,2010,4,32.5,0.79,11.09,81.66,89.1,18.52,0.21,0.5640000000000001,0.4999,0.6281,0.0906510893481154,2
Filadelfia,2010,5,32.34,0.93,7.06,81.7,90.39,18.29,0.2,0.7577,0.7143,0.8011,0.0613768686069923,2
Filadelfia,2010,6,32.11,0.98,9.48,81.78,90.01,17.79,0.19,0.7148000000000001,0.6719,0.7577,0.0606697618258058,2
Filadelfia,2010,7,32.01,0.99,10.45,81.75,91.06,17.34,0.2,0.514,0.3532,0.6748,0.2274055408295936,2
Filadelfia,2010,8,32.06,0.97,7.73,81.74,88.84,17.53,0.19,0.74075,0.735,0.7465,0.0081317279836453,2
Filadelfia,2010,9,31.89,0.98,10.7,81.7,89.78,17.09,0.21,0.77115,0.722,0.8203,0.0695085965906376,2
Filadelfia,2010,10,31.67,0.98,7.44,81.67,90.32,17.14,0.25,0.1604,0.1604,0.1604,,1
Filadelfia,2010,11,31.76,1.0,10.96,81.6,92.31,16.6,0.26,0.2703,0.1861,0.3545,0.1190767819518145,2
Filadelfia,2010,12,31.53,0.99,8.75,81.55,90.36,16.88,0.23,0.74395,0.7401,0.7478,0.0054447222151364,2
Filadelfia,2011,1,31.67,0.95,3.94,81.53,88.54,17.14,0.24,0.75865,0.7478,0.7695,0.015344217151748,2
Filadelfia,2011,2,31.92,0.93,5.58,81.59,89.02,17.03,0.2,0.69115,0.6791,0.7032,0.0170412734265958,2
Filadelfia,2011,3,32.01,0.96,7.41,81.6,88.75,17.18,0.23,0.6556,0.6067,0.7045,0.0691550432000443,2
Filadelfia,2011,4,32.15,1.0,14.21,81.65,91.26,17.14,0.23,0.51605,0.4953,0.5368,0.0293449314192417,2
Filadelfia,2011,5,32.17,0.98,6.69,81.63,89.63,17.89,0.2,0.79155,0.7874,0.7957,0.0058689862838483,2
Filadelfia,2011,6,31.76,0.96,7.16,81.7,88.99,17.74,0.19,0.77155,0.7417,0.8014,0.0422142748368369,2
Filadelfia,2011,7,31.61,0.94,8.51,81.68,87.79,17.31,0.21,0.59445,0.4685,0.7204,0.1781201981808913,2
Filadelfia,2011,8,31.66,0.94,5.55,81.71,87.24,17.58,0.21,0.64175,0.5519,0.7316,0.1270670885792226,2
Filadelfia,2011,9,31.65,0.9,5.74,81.74,87.0,17.5,0.21,0.81,0.7671,0.8529,0.0606697618258058,2
Filadelfia,2011,10,31.58,0.96,9.9,81.65,90.98,16.46,0.25,0.757,0.757,0.757,,1
Filadelfia,2011,11,31.78,1.0,9.85,81.6,92.35,16.69,0.25,0.75205,0.7187,0.7854,0.0471640223051427,2
Filadelfia,2011,12,32.01,1.0,11.43,81.58,90.86,17.05,0.27,0.1597,0.1409,0.1785,0.0265872149726141,2
Filadelfia,2012,1,32.08,0.99,10.31,81.6,90.57,17.23,0.23,0.5219499999999999,0.4104,0.6335,0.1577555228827187,2
Filadelfia,2012,2,31.68,0.97,5.79,81.59,87.3,17.38,0.25,0.77635,0.7572,0.7955,0.0270821897194447,2
Filadelfia,2012,3,32.14,0.95,6.88,81.58,88.42,17.33,0.19,0.7495,0.7383,0.7607,0.0158391918985787,2
Filadelfia,2012,4,32.22,0.99,9.86,81.67,89.59,17.31,0.19,0.63445,0.5801,0.6888,0.0768625071149777,2
Filadelfia,2012,5,31.95,0.99,9.33,81.65,90.24,17.83,0.17,0.7399,0.6662,0.8136,0.104227539546897,2
Filadelfia,2012,6,31.69,0.93,6.83,81.72,87.12,17.71,0.2,0.7887500000000001,0.7634,0.8141,0.0358503138061579,2
Filadelfia,2012,7,31.58,0.9,5.46,81.68,86.65,17.68,0.15,0.75835,0.7572,0.7595,0.001626345596729,2
Filadelfia,2012,8,31.88,0.9,8.02,81.73,87.66,17.37,0.2,0.77535,0.7334,0.8173,0.0593262589415512,2
Filadelfia,2012,9,31.51,0.88,6.93,81.74,85.83,17.43,0.22,0.73615,0.7231,0.7492,0.0184554869889689,2
Filadelfia,2012,10,31.7,0.93,7.62,81.63,89.63,17.2,0.25,0.7883,0.7623,0.8143,0.0367695526217005,2
Filadelfia,2012,11,31.77,0.98,10.2,81.62,90.98,17.5,0.23,0.7496,0.7496,0.7496,,1
Filadelfia,2012,12,31.69,0.99,8.61,81.58,90.67,17.25,0.24,0.86,0.8227,0.8973,0.0527501658765164,2
Filadelfia,2013,1,32.02,0.92,3.44,81.61,87.2,17.81,0.24,0.7719,0.7474,0.7964,0.0346482322781408,2
Filadelfia,2013,2,32.31,0.95,9.5,81.58,90.07,17.67,0.21,0.6916,0.6335,0.7497,0.0821658079738768,2
Filadelfia,2013,3,32.31,0.97,8.4,81.63,88.97,18.26,0.2,0.74685,0.6036,0.8901,0.2025860928099458,2
Filadelfia,2013,4,32.2,0.96,6.21,81.66,89.55,18.15,0.21,0.77005,0.7587,0.7814,0.0160513239329345,2
Filadelfia,2013,5,32.15,0.99,11.24,81.73,91.19,17.59,0.2,0.81645,0.8132,0.8197,0.0045961940777125,2
Filadelfia,2013,6,31.72,0.96,7.4,81.7,87.88,17.96,0.18,0.76645,0.7301,0.8028,0.0514066629922619,2
Filadelfia,2013,7,31.46,0.93,7.19,81.73,86.72,17.6,0.17,0.7705,0.7369,0.8041,0.0475175756957359,2
