municipio,date,anio,mes,precip_mm,precip_mean_mm,precip_max_mm,n_pixeles
Risaralda,2020-12-31,2020,12,2061.2650014259802,5.6237528528391865,49.12695046394102,9.0
Risaralda,2021-12-31,2021,12,2135.034854077524,5.8538617259698436,55.68308662599132,9.0
Risaralda,2022-12-31,2022,12,2781.3885728065525,7.639388853837843,87.59654370174614,9.0
Risaralda,2023-12-31,2023,12,2109.0653616928607,5.752228851231265,51.12476017141855,9.0
Risaralda,2024-12-31,2024,12,2264.5818326719886,6.186946725950668,53.76323099546536,9.0
Risaralda,2025-12-31,2025,12,2613.8373517819473,7.249584743488771,113.5995025019492,9.0
Salamina,2005-12-31,2005,12,2006.0998469754404,5.486204027016387,45.9407921329048,25.0
Salamina,2006-12-31,2006,12,2020.999235423603,5.529328575941908,35.894058563398275,25.0
Salamina,2007-12-31,2007,12,2120.196090032336,5.770346867046242,64.63031158328796,25.0
Salamina,2008-12-31,2008,12,2516.865893173736,6.871406340242622,57.0819828619868,25.0
Salamina,2009-12-31,2009,12,1783.0233645423227,4.890938802219692,61.16880871198192,25.0
Salamina,2010-12-31,2010,12,2430.1193818250795,6.65081060674084,52.595023245248726,25.0
Salamina,2011-12-31,2011,12,2370.9825880354974,6.507170154973732,64.73376886889059,25.0
Salamina,2012-12-31,2012,12,1747.4754504107168,4.76947163135456,36.014386726758495,25.0
Salamina,2013-12-31,2013,12,1889.6379594333976,5.184767091296095,45.63300115928886,25.0
Salamina,2014-12-31,2014,12,1606.047977077239,4.3970112506067505,38.082521613340205,25.0
Salamina,2015-12-31,2015,12,1596.2326083132568,4.378051847771324,29.87267459964159,25.0
Salamina,2016-12-31,2016,12,1770.5602879892224,4.834493922278943,32.30650937038919,25.0
Salamina,2017-12-31,2017,12,2287.644714916678,6.251243167586168,44.04992471185529,25.0
Salamina,2018-12-31,2018,12,2238.10245907379,6.125776243379213,39.24753971085045,25.0
Salamina,2019-12-31,2019,12,1979.2061132265542,5.432778585803258,41.6560353723372,25.0
Salamina,2020-12-31,2020,12,1922.4068963783166,5.251823222315842,46.08060996606482,25.0
Salamina,2021-12-31,2021,12,1919.181973234689,5.263366213312681,46.5179257375113,25.0
Salamina,2022-12-31,2022,12,2781.4194735872857,7.622475606882646,71.40534536468316,25.0
Salamina,2023-12-31,2023,12,1999.7765083402949,5.459393822932017,50.41679870771325,25.0
Salamina,2024-12-31,2024,12,2061.938610948328,5.638905617419119,55.44278340961622,25.0
Salamina,2025-12-31,2025,12,2467.8007238892883,6.839432632236252,81.03375183721506,25.0
Samaná,2005-12-31,2005,12,4064.9882416758287,11.112367301221019,83.04122841325999,39.0
Samaná,2006-12-31,2006,12,4111.786568993592,11.249322833819226,73.70967012332397,39.0
Samaná,2007-12-31,2007,12,4262.4794809273235,11.594995685586328,73.92791602595261,39.0
Samaná,2008-12-31,2008,12,4733.227923694273,12.939783762680925,75.82170208753318,39.0
Samaná,2009-12-31,2009,12,4069.8467884911834,11.162158853109062,60.576534629265645,39.0
Samaná,2010-12-31,2010,12,4222.990243512012,11.55284219212011,71.26695743189438,39.0
Samaná,2011-12-31,2011,12,4868.579962801418,13.361216796560482,74.74395404589713,39.0
Samaná,2012-12-31,2012,12,3955.9859350579527,10.795600168473483,69.90443533512264,39.0
Samaná,2013-12-31,2013,12,3754.1168220308027,10.325993580870476,63.323777870467794,39.0
Samaná,2014-12-31,2014,12,3301.5956199048946,9.070467398280181,53.44004249603043,39.0
Samaná,2015-12-31,2015,12,2638.1777448335374,7.23041054033796,49.212580359926754,39.0
Samaná,2016-12-31,2016,12,3253.7251806869112,8.883393604498577,68.28670874818725,39.0
Samaná,2017-12-31,2017,12,4019.890528861939,10.98104499332541,67.2904094564587,39.0
Samaná,2018-12-31,2018,12,4025.2365594646003,10.996258095195893,59.78335041762799,39.0
Samaná,2019-12-31,2019,12,3540.865727238275,9.745233011084593,60.44513881102391,39.0
Samaná,2020-12-31,2020,12,3040.5973964496366,8.313018593850156,61.03017978659125,39.0
Samaná,2021-12-31,2021,12,3366.767365873986,9.234504605733182,51.23543926509805,39.0
