municipio,date,humedad_suelo_capa1,humedad_suelo_capa2,radiacion_solar_j_m2,viento_u_ms,viento_v_ms,anio,mes,temp_media_c,temp_min_c,temp_max_c,temp_rocio_c,precip_mm,et_potencial_mm,et_real_mm,escorrentia_sup_mm,escorrentia_sub_mm,balance_hidrico_mm,amplitud_termica_c,velocidad_viento_ms,deficit_hidrico_mm,estres_hidrico,ratio_et,humedad_suelo_total,dif_temp_rocio,radiacion,presion_kpa,precip_3m,precip_6m,balance_3m,balance_6m,ndvi_mean
Aguadas,2006-09-01,0.4291566471780591,0.430785691639122,21890423.413080808,-0.3612357854629072,0.0421830610929247,2006,9,19.200992880541946,14.097120315089342,25.29343947028474,15.615002911971203,8.0285618623594,-13.9328279637226,-4.0277193820963,1.5555937869179,2.3416660706001,21.961389826081998,11.196319155195397,0.36369039489952565,-21.961389826081998,0,0.2890812749331788,0.8599423388171812,3.5859899685707433,21890423.413080808,85.06934279205903,20.249178158967904,68.4607438206012,64.8922205760978,139.4046327595363,0.7058966869267937
Aguadas,2006-10-01,0.4368820852729413,0.4381376538070027,16793254.496262014,-0.0963640492216466,0.1615643484449754,2006,10,18.54579384531246,14.539460377523824,23.54314791970552,16.35263611764617,10.906528946486802,-8.744766753508,-3.0668615340170997,2.4650033525746,3.0925491632351,19.6512956999948,9.003687542181694,0.18811982529983742,-19.6512956999948,0,0.3507082545678042,0.875019739079944,2.1931577276662892,16793254.496262014,85.05050966476551,25.952433849300807,60.878701177417696,65.1554728199414,133.45779984640708,0.7396318305531091
Aguadas,2006-11-01,0.4434513356415377,0.4460450759399619,15521053.826531986,-0.149832531402408,0.1341669472781094,2006,11,18.000050182363907,14.141271580140653,23.085955338911617,16.363199905969168,15.4705492773429,-6.9904843158392005,-2.8494444057684,5.021937579067,7.3147903851888,22.4610335931821,8.944683758770964,0.20112323885712602,-22.4610335931821,0,0.40761765346210926,0.8894964115814996,1.636850276394739,15521053.826531986,84.99736390344414,34.40564008618911,59.5134604689189,64.0737191192589,130.26138819034128,0.6219000061172889
Aguadas,2006-12-01,0.4347925883260317,0.4391997199474411,15639550.05917237,-0.2724408675964743,0.0939613077401519,2006,12,18.491513456790187,14.515666391143384,23.520240697180157,16.213443547821953,12.467799912156199,-8.711629193646301,-2.8122398231218,3.5841513991977,7.3133044576035,21.179429105802498,9.004574306036773,0.2881887466383085,-21.179429105802498,0,0.32281449123056766,0.8739923082734729,2.2780699089682344,15639550.05917237,85.06734073339027,38.84487813598591,59.0940562949538,63.2917583989794,128.1839789750772,0.6887393871902951
Aguadas,2007-01-01,0.413351854341121,0.4107784954463411,17566432.48954057,-0.5593863587277428,-0.0076076085525782,2007,1,19.265744908733552,14.68687890811941,24.547962163115358,16.374433005432365,5.5530940641192,-10.914178383674699,-3.1445585064099,0.9583960862938917,2.1709282119913,16.4672724477939,9.861083254995947,0.5594380877617935,-16.4672724477939,0,0.2881168590051958,0.8241303497874621,2.8913119033011867,17566432.48954057,84.97791162834875,33.4914432536183,59.4438771029191,60.107735146778495,125.2632079667199,0.7421087573337373
Aguadas,2007-02-01,0.3859531241348582,0.390293072782611,22346428.781529587,-0.5023413677694936,-0.0466219694812805,2007,2,20.129297111469043,14.70047361145464,26.0511503481074,14.92042208392212,4.4722847094126,-17.321199224657,-3.7238231628949996,0.7328111256377349,1.4246221279663,21.7934839340696,11.350676736652758,0.504500205957182,-21.7934839340696,0,0.21498646425015092,0.7762461969174692,5.208875027546924,22346428.781529587,85.04259387145966,22.493178685688,56.8988187718771,59.440185487666,123.5139046069249,0.699787644578324
Aguadas,2007-03-01,0.4277520540937016,0.4293300118212774,17380720.535098974,-0.3790796331257725,0.0523662955931606,2007,3,18.880519786854165,14.256168140996806,24.48732693977638,16.387426271394077,14.0047863143201,-9.3764885648254,-3.069763973388,3.8327931874676997,3.6518469370316002,23.3812748791455,10.231158798779575,0.3826794966612668,-23.3812748791455,0,0.32738954242351853,0.8570820659149789,2.493093515460089,17380720.535098974,84.9888044953589,24.030165087851906,62.87504322383781,61.642031261008995,124.93378965998839,0.5493537144184024
Aguadas,2007-04-01,0.4426876447230209,0.446972296979157,17284546.087946124,-0.2306657181952804,0.0986406520694728,2007,4,18.555278875562806,14.334122836950996,24.045744782007887,16.68098087820283,16.498574770633297,-8.356566854097201,-3.1947487144909,4.8372264805967,8.640691617673001,24.8551416247305,9.71162194505689,0.25087178356928724,-24.8551416247305,0,0.38230401941061987,0.889659941702178,1.8742979973599745,17284546.087946124,85.09677674746598,34.975645794366,68.4670890479843,70.0299004379456,130.13763558472408,0.6517670956586094
Aguadas,2007-05-01,0.4432186951217245,0.4473174948561291,15518141.738351256,-0.2266342524636953,0.1021520213763851,2007,5,18.302824267696735,14.158076654050774,23.74068317382256,16.712237437623116,21.2915829694314,-6.5160624826135995,-2.9910983488025997,7.2002397366438,10.9175655593911,27.807645452044998,9.582606519771787,0.2485922763503714,-27.807645452044998,0,0.4590347032150573,0.8905361899778537,1.5905868300736188,15518141.738351256,85.09181378497468,51.7949440543848,74.2881227400728,76.044061955921,135.48424744358698,0.6496748284482533
Aguadas,2007-06-01,0.4307689943966507,0.4319852548764076,19449513.67340067,-0.4729205442063602,0.0021284301701084,2007,6,18.29300158131406,13.078401371092184,24.21928791855322,15.674592250776925,8.486793520114901,-10.9432405767717,-3.7483674403192,1.6097916622555,4.8789714984219,19.4300340968866,11.140886547461037,0.4729253337974494,-19.4300340968866,0,0.34252813474682087,0.8627542492730582,2.6184093305371334,19449513.67340067,85.06169055924917,46.2769512601796,70.3071163480315,72.0928211736621,133.7348524346711,0.7694149979889421
Aguadas,2007-07-01,0.4247887047181057,0.4260384657930133,20819755.63245357,-0.408545241144072,0.0609249267695171,2007,7,18.5623938823893,13.134842163066082,24.564900961758212,15.456976046437376,8.5628958634553,-11.9102446630029,-3.9462789390921,1.7097941933897,2.7461306406527,20.4731405264582,11.43005879869213,0.41306302274996604,-20.4731405264582,0,0.3313348618845246,0.850827170511119,3.1054178359519256,20819755.63245357,85.10108161473394,38.34127235300161,73.3169181473676,67.71082007538979,137.7407205133354,0.751177360802344
Aguadas,2007-08-01,0.436593837889266,0.4382799627934473,19866030.107331377,-0.3541640684427779,0.0660458386080317,2007,8,18.192106315809212,13.447733753113596,24.043597001429703,15.669142390442062,11.5933805679991,-10.465033329311899,-3.6249040469099,2.7032728066911,4.665372837984201,22.058413897311,10.595863248316107,0.36026967701067886,-22.058413897311,0,0.34638249867196025,0.8748738006827133,2.5229639253671508,19866030.107331377,85.06891664932465,28.64306995156931,80.4380140059541,61.961588520655795,138.0056504765768,0.7157994104207006
Aguadas,2007-09-01,0.4371429074519679,0.4403894059880145,20840389.186999157,-0.3979699284888545,0.0568924019339376,2007,9,18.389966790769734,13.059711895053226,24.80400846795999,15.675770287090984,11.0241207691383,-11.8180999433251,-3.7888593121936,2.640186271533,4.350414280136801,22.8422207124634,11.744296572906762,0.40201593174802996,-22.8422207124634,0,0.32059803614468463,0.8775323134399824,2.7141965036787497,20840389.186999157,85.07811472188244,31.180397200592708,77.45734846077231,65.3737751362326,137.4665963098947,0.7124109795412302
Aguadas,2007-10-01,0.4443132554434714,0.4465967695423274,15636102.754727738,0.0146454638892047,0.1831334572629741,2007,10,17.755317606904725,14.235218684251493,23.1849282889616,16.125253350838022,20.3153961955834,-6.4212451660116,-2.9344092585685,7.6443004817906,8.9794041823781,26.736641361594998,8.949709604710108,0.18371813405763612,-26.736641361594998,0,0.4569845317673284,0.8909100249857989,1.630064256066703,15636102.754727738,85.0725830225983,42.9328975327208,81.2741698857224,71.6372759713694,139.3480960467592,0.6310464281909187
Aguadas,2007-11-01,0.4391949891455379,0.4417034446296735,15816718.39973064,-0.1621116447582523,0.089332235362527,2007,11,18.138308527525908,14.354800431479532,23.081683615739166,16.077542394516115,12.0237300339156,-7.9517455838043,-2.9018651114569,3.1366158640545,7.2566785904193,19.9754756177199,8.726883184259634,0.18509574182322971,-19.9754756177199,0,0.3649343965810054,0.8808984337752114,2.0607661330097926,15816718.39973064,84.9632546799593,43.36324699863731,72.0063169502066,69.5543376917783,131.5159262124341,0.7233584029642347
