municipio,date,anio,et_real_mm,et_potencial_mm,n_pixeles
Anserma,2012-12-31,2012,1217.0119647859146,1223.8953981592642,21.0
Anserma,2013-12-31,2013,1136.5016006402566,1202.6309323729497,21.0
Anserma,2014-12-31,2014,1182.6374949979995,1214.417967186875,21.0
Anserma,2015-12-31,2015,1179.645098039216,1265.2172068827535,21.0
Anserma,2016-12-31,2016,1110.0299319727894,1203.4447378951584,21.0
Anserma,2017-12-31,2017,1188.3410564225694,1208.595878351341,21.0
Anserma,2018-12-31,2018,1125.604641856743,1148.982272909164,21.0
Anserma,2019-12-31,2019,1268.768227290917,1325.3032813125255,21.0
Anserma,2020-12-31,2020,1259.6102841136458,1346.9738695478195,21.0
Anserma,2021-12-31,2021,1239.7075230092041,1245.1394957983198,21.0
Anserma,2022-12-31,2022,1189.0037615046024,1190.9093237294924,21.0
Anserma,2023-12-31,2023,1254.5623049219691,1255.6939175670273,21.0
Anserma,2024-12-31,2024,1201.7196078431377,1278.9464185674274,21.0
Aranzazu,2005-12-31,2005,1004.6631843575419,1011.1315642458102,14.0
Aranzazu,2006-12-31,2006,1001.8300558659218,1016.3953631284917,14.0
Aranzazu,2007-12-31,2007,983.7160335195532,1007.6002234636873,14.0
Aranzazu,2008-12-31,2008,990.9525139664805,990.9525139664805,14.0
Aranzazu,2009-12-31,2009,1029.9221229050281,1038.2688826815643,14.0
Aranzazu,2010-12-31,2010,974.6386592178771,1039.7667597765364,14.0
Aranzazu,2011-12-31,2011,1017.2586033519555,1017.9854189944135,14.0
Aranzazu,2012-12-31,2012,1049.5737430167599,1065.1428491620113,14.0
